Row Label,County,Yes,No
Pct 008,FR,97,124
Pct 009,FR,26,47
Pct 002,FR,59,56
Pct 003,FR,34,25
Pct 001,FR,113,106
Pct 006,FR,58,58
Pct 007,FR,56,54
Pct 004,FR,53,39
Pct 005,FR,50,22
Pct 082,FR,86,31
Pct 083,FR,76,22
Pct 080,FR,187,107
Pct 081,FR,38,32
Pct 086,FR,57,28
Pct 087,FR,56,20
Pct 084,FR,33,15
Pct 085,FR,37,16
Pct 088,FR,23,21
Pct 089,FR,80,44
Pct 079,FR,88,41
Pct 078,FR,63,34
Pct 077,FR,54,13
Pct 076,FR,70,18
Pct 075,FR,34,13
Pct 074,FR,171,87
Pct 073,FR,168,116
Pct 072,FR,94,41
Pct 071,FR,102,68
Pct 070,FR,39,34
Pct 101,FR,85,29
Pct 100,FR,63,43
Pct 068,FR,6,6
Pct 069,FR,28,12
Pct 064,FR,142,61
Pct 065,FR,60,54
Pct 066,FR,209,104
Pct 067,FR,152,95
Pct 060,FR,48,54
Pct 061,FR,190,107
Pct 062,FR,218,187
Pct 063,FR,132,83
Pct 059,FR,161,167
Pct 058,FR,17,14
Pct 051,FR,164,94
Pct 050,FR,159,97
Pct 053,FR,127,59
Pct 052,FR,34,30
Pct 055,FR,172,201
Pct 054,FR,66,41
Pct 057,FR,110,92
Pct 056,FR,105,78
Pct 046,FR,209,103
Pct 047,FR,17,11
Pct 044,FR,117,92
Pct 045,FR,177,105
Pct 042,FR,109,71
Pct 043,FR,109,74
Pct 040,FR,140,90
Pct 041,FR,74,68
Pct 048,FR,126,131
Pct 049,FR,149,115
Pct 033,FR,91,75
Pct 032,FR,257,156
Pct 031,FR,44,38
Pct 030,FR,35,28
Pct 037,FR,210,111
Pct 036,FR,160,158
Pct 035,FR,70,53
Pct 034,FR,125,161
Pct 039,FR,145,85
Pct 038,FR,127,89
Pct 020,FR,56,19
Pct 021,FR,32,13
Pct 022,FR,115,87
Pct 023,FR,184,169
Pct 024,FR,96,67
Pct 025,FR,48,24
Pct 026,FR,76,49
Pct 027,FR,48,32
Pct 028,FR,43,48
Pct 029,FR,61,44
Pct 019,FR,108,80
Pct 018,FR,46,20
Pct 015,FR,61,61
Pct 014,FR,60,38
Pct 017,FR,52,78
Pct 016,FR,12,8
Pct 011,FR,59,51
Pct 010,FR,75,56
Pct 013,FR,54,32
Pct 012,FR,53,41
Pct 095,FR,45,22
Pct 094,FR,0,0
Pct 097,FR,41,9
Pct 096,FR,65,25
Pct 091,FR,7,5
Pct 090,FR,114,39
Pct 093,FR,88,70
Pct 092,FR,89,60
Total,FR,8874,6117
Pct 099,FR,26,8
Pct 098,FR,19,8
