Row Label,County,Yes,No
669,CR,318,251
668,CR,289,342
667,CR,199,243
664,CR,355,231
663,CR,232,165
662,CR,367,236
660,CR,310,280
130,CR,245,386
571,CR,338,214
490,CR,182,289
491,CR,17,32
626,CR,305,222
692,CR,364,239
693,CR,209,118
690,CR,341,301
691,CR,320,224
696,CR,365,323
697,CR,395,335
694,CR,134,75
695,CR,347,270
698,CR,325,239
699,CR,312,226
450,CR,259,448
540,CR,403,289
340,CR,302,263
400,CR,151,180
595(*),CR,0,0
930,CR,334,278
452,CR,217,319
935,CR,337,274
570,CR,327,266
678,CR,225,224
679,CR,219,168
674,CR,276,233
675,CR,200,216
677,CR,334,269
670,CR,330,286
672,CR,287,188
455,CR,191,236
120,CR,331,375
575,CR,87,90
914,CR,379,212
917,CR,223,174
528,CR,320,276
910,CR,353,179
537,CR,154,85
415,CR,206,228
535,CR,445,330
410,CR,322,369
913,CR,445,253
298,CR,158,195
530,CR,135,131
296,CR,241,159
370,CR,223,199
294,CR,197,172
912,CR,267,221
925,CR,300,225
290,CR,292,285
538,CR,182,121
591,CR,423,378
590,CR,470,324
593,CR,377,282
592,CR,428,328
594,CR,17,5
597,CR,33,38
200,CR,278,318
598,CR,5,14
629,CR,326,193
700,CR,58,45
190,CR,293,342
985,CR,305,182
390,CR,336,334
110,CR,267,396
113,CR,155,156
112,CR,28,30
250,CR,337,337
536,CR,183,174
628,CR,357,233
524,CR,44,37
525,CR,218,186
527,CR,267,251
520,CR,151,200
521,CR,8,6
522,CR,111,115
523,CR,15,4
420,CR,244,326
423,CR,205,223
255,CR,275,286
425,CR,217,220
424,CR,294,352
360,CR,277,323
426,CR,329,415
586,CR,249,221
587,CR,255,229
449,CR,313,459
448,CR,298,438
582,CR,275,177
583,CR,256,215
580,CR,188,210
581,CR,197,87
441,CR,310,264
440,CR,266,328
447,CR,343,411
446,CR,277,286
445,CR,356,368
444,CR,319,419
245,CR,313,319
920,CR,292,224
108,CR,229,360
240,CR,325,390
102,CR,169,292
100,CR,257,408
615,CR,162,119
106,CR,205,337
649,CR,299,184
104,CR,238,375
903,CR,370,213
900,CR,340,202
905,CR,389,239
641,CR,149,89
640,CR,335,212
643,CR,341,173
642,CR,102,162
645,CR,403,316
644,CR,337,299
647,CR,230,202
646,CR,169,109
436,CR,171,151
510,CR,208,220
434,CR,191,241
435,CR,177,251
515,CR,343,346
430,CR,208,199
588,CR,198,131
579,CR,10,14
578,CR,34,24
627,CR,311,234
338,CR,317,241
625,CR,377,251
624,CR,84,51
335,CR,269,181
451,CR,254,320
337,CR,281,251
453,CR,222,318
577,CR,448,336
330,CR,315,267
456,CR,317,467
574,CR,14,13
600,CR,213,100
175,CR,262,137
257,CR,310,260
170,CR,229,246
543,CR,324,291
654,CR,229,164
656,CR,178,127
710,CR,161,93
180,CR,280,177
655,CR,318,183
652,CR,308,197
653,CR,290,170
650,CR,269,284
651,CR,226,185
505,CR,321,386
502,CR,259,277
503,CR,239,208
500,CR,314,342
659,CR,359,211
630,CR,271,177
631,CR,355,290
632,CR,186,125
633,CR,307,197
634,CR,303,189
635,CR,268,161
636,CR,279,201
560,CR,281,308
639,CR,271,228
545,CR,241,184
460,CR,347,464
566,CR,226,167
225,CR,290,499
160,CR,240,195
220,CR,249,176
964,CR,311,310
965,CR,306,283
966,CR,217,170
967,CR,206,167
960,CR,381,324
961,CR,46,63
962,CR,263,203
963,CR,238,214
968,CR,260,256
969,CR,221,133
658,CR,264,247
720,CR,260,188
947,CR,251,240
605,CR,348,231
150,CR,193,169
153,CR,202,195
606,CR,80,35
395,CR,83,106
603,CR,248,129
555,CR,348,348
550,CR,373,360
553,CR,237,316
584,CR,282,229
681,CR,293,161
959,CR,18,13
958,CR,61,41
951,CR,280,239
950,CR,306,222
953,CR,147,104
957,CR,68,59
638,CR,273,227
327,CR,329,282
585,CR,379,303
325,CR,228,208
620,CR,382,278
147,CR,241,244
618,CR,377,291
563,CR,355,277
613,CR,164,123
610,CR,443,367
617,CR,347,227
565,CR,262,215
511,CR,15,18
648,CR,262,220
487,CR,154,128
485,CR,227,220
673,CR,324,315
483,CR,330,479
573,CR,399,320
480,CR,364,444
686,CR,237,188
432,CR,185,251
576,CR,2,5
940,CR,347,221
680,CR,212,281
470,CR,290,490
689,CR,365,224
688,CR,304,189
350,CR,238,239
685,CR,100,53
687,CR,328,180
Total,CR,63187,56376
572,CR,381,357
596(*),CR,0,0
683,CR,289,245
682,CR,296,205
