Row Label,County,Repealed,Maintained
ALTO,CU,47,18
TOUCHET,CU,86,50
STARBUCK COUNTRY,CU,12,13
STAR,CU,59,38
MUSTARD,CU,87,68
DAYTON,CU,105,83
PING,CU,84,81
BROOKLYN,CU,103,72
TUCANNON,CU,29,34
STARBUCK CITY,CU,40,23
COLUMBIA,CU,134,84
RAINWATER,CU,76,42
Total,CU,952,662
PATIT,CU,90,56
