Row Label,County,Repealed,Maintained
PRECINCT 107,DG,94,85
PRECINCT 106,DG,109,65
PRECINCT 105,DG,83,51
PRECINCT 104,DG,231,228
PRECINCT 103,DG,41,49
PRECINCT 102,DG,191,211
PRECINCT 101,DG,107,112
PRECINCT 109,DG,76,62
PRECINCT 108,DG,104,90
PRECINCT 305,DG,103,46
PRECINCT 304,DG,35,27
PRECINCT 307,DG,30,27
PRECINCT 306,DG,86,83
PRECINCT 208,DG,94,67
PRECINCT 209,DG,208,109
PRECINCT 303,DG,136,78
PRECINCT 302,DG,122,197
PRECINCT 204,DG,159,156
PRECINCT 205,DG,258,132
PRECINCT 206,DG,100,82
PRECINCT 207,DG,187,141
PRECINCT 309,DG,63,22
PRECINCT 201,DG,136,86
PRECINCT 202,DG,46,56
PRECINCT 203,DG,137,124
PRECINCT 311,DG,84,62
PRECINCT 310,DG,67,43
PRECINCT 316,DG,145,134
PRECINCT 308,DG,33,27
PRECINCT 314,DG,21,36
PRECINCT 315,DG,177,172
PRECINCT 114,DG,89,77
PRECINCT 110,DG,122,135
PRECINCT 111,DG,194,170
PRECINCT 112,DG,102,112
PRECINCT 113,DG,112,84
PRECINCT 318,DG,51,45
PRECINCT 312,DG,115,79
PRECINCT 313,DG,34,21
PRECINCT 215,DG,148,118
PRECINCT 214,DG,42,29
PRECINCT 213,DG,120,47
PRECINCT 212,DG,104,106
PRECINCT 211,DG,50,37
PRECINCT 210,DG,59,48
PRECINCT 317,DG,222,187
PRECINCT 301,DG,185,210
Total,DG,5212,4365
