Row Label,County,Mary Yu
JENNINGS LOOP,OK,19
MOCCASIN LAKE,OK,54
TONASKET CREEK,OK,17
FINLEY CANYON,OK,46
TUNK CREEK,OK,52
NORTH TONASKET,OK,46
FLETCHER,OK,32
GREENACRES,OK,19
OMAK #21,OK,23
BUCKHORN MTN,OK,41
GLOVER,OK,40
OMAK #22,OK,38
OMAK #23,OK,20
OMAK #24,OK,33
WEST CHEWUCH,OK,47
OKANOGAN #13,OK,17
METHOW,OK,46
ELMWAY,OK,23
BREWSTER FLAT,OK,34
TEAL LAKE,OK,27
TONASKET RURAL,OK,24
NORTH STAR,OK,11
NESPELEM CITY,OK,16
VALLEY,OK,32
OMAK RIVER,OK,32
BREWSTER #6,OK,16
OWHI,OK,24
AENEAS CREEK,OK,29
OMAK #19,OK,24
PINE CONE,OK,21
ASTON,OK,22
BREWSTER #2,OK,42
BREWSTER #3,OK,26
BREWSTER RURAL,OK,39
BREWSTER #1,OK,18
WHISKY MTN,OK,8
BREWSTER #4,OK,15
LIME BELT,OK,18
ELLISFORDE,OK,41
ALMA,OK,26
OROVILLE #8,OK,21
AENEAS LAKE,OK,31
OMAK #13,OK,30
SUNSET LAKES,OK,12
OMAK #6,OK,28
PALMER LAKE,OK,35
CARLTON,OK,27
OMAK #5,OK,37
OMAK #2,OK,29
MAZAMA,OK,64
FIKER,OK,28
OMAK #1,OK,18
PATEROS #3,OK,13
PATEROS #2,OK,28
PATEROS #1,OK,31
OKANOGAN #6,OK,31
OMAK #8,OK,17
BLACK CANYON,OK,27
CANAL,OK,30
OKANOGAN #3,OK,16
OKANOGAN #1,OK,22
COLUMBIA,OK,20
OKANOGAN #7,OK,16
TWISP RURAL,OK,43
BONAPARTE,OK,18
GUSTY RIDGE,OK,23
OROVILLE #7,OK,26
ROSS CANYON,OK,35
OKANOGAN #9,OK,28
OROVILLE #4,OK,33
KIPLING,OK,17
LONGANECKER,OK,24
NORTH OMAK,OK,18
OMAK MTN,OK,17
AVIATION,OK,18
RAT LAKE,OK,23
WINTHROP #2,OK,48
OMAK #7,OK,33
OMAK #10,OK,29
TWIN LAKES,OK,60
OMAK #4,OK,27
MOLSON,OK,46
YARNELL,OK,25
WHITESTONE,OK,15
CHEWILIKEN,OK,18
COULEE DAM #4,OK,34
OMAK #3,OK,15
HAVILLAH,OK,43
OMAK #20,OK,37
PINE CREEK,OK,23
EDELWEISS,OK,56
BUFFALO LAKE,OK,20
POORMAN CREEK,OK,62
CHESAW,OK,24
PATEROS RURAL,OK,31
CAYUSE MTN,OK,16
SOURDOUGH,OK,45
HIGHWAY,OK,16
DAVIS LAKE,OK,48
LEECHER MTN,OK,48
SOUTH OROVILLE,OK,44
BEEMAN,OK,45
MYERS CREEK,OK,17
BLUE LAKE,OK,42
POGUE,OK,47
MONSE #3,OK,24
TORODA,OK,45
MONSE #1,OK,43
BOUNDARY,OK,36
OMAK #9,OK,50
TONASKET #6,OK,20
SAN POIL,OK,54
LAKE ANDREWS,OK,36
ENGH,OK,47
OKANOGAN #2,OK,42
ANTOINE CREEK,OK,18
BRIDGE CREEK,OK,32
RIVERSIDE RURAL,OK,58
SPRING COULEE,OK,38
SPECTACLE LAKE,OK,30
AIRPORT,OK,46
DULEY LAKE,OK,23
OROVILLE #9,OK,23
FLATS,OK,27
WINTHROP #1,OK,67
OROVILLE #5,OK,37
OROVILLE #6,OK,20
CROSSROADS,OK,28
OROVILLE #1,OK,28
OROVILLE #2,OK,23
OROVILLE #3,OK,22
LIBBY CREEK,OK,48
OKANOGAN RURAL,OK,21
OKANOGAN #4,OK,38
WEST RIVER,OK,17
BALKY HILL,OK,38
COPPLE,OK,29
OKANOGAN #5,OK,37
MISSION,OK,23
NESPELEM RURAL,OK,22
PATTERSON LAKE,OK,64
MCGINNIS LAKE,OK,10
HORSESHOE LAKE,OK,30
OKANOGAN #8,OK,32
NICHOLS,OK,18
CONCONULLY CITY,OK,60
ORCHARD,OK,23
ELMER CITY,OK,66
MCCLURE MTN,OK,51
ALTA LAKE,OK,29
PEARRYGIN LAKE,OK,37
COLEMAN BUTTE,OK,37
TWISP #4,OK,20
JOHNSON CREEK,OK,39
TWISP #3,OK,45
TWISP #1,OK,67
DUFFYS MTN,OK,20
LOOMIS,OK,28
RIVERSIDE CITY,OK,50
SHORELINE,OK,21
SIMILKAMEEN,OK,23
PIONEER,OK,30
CRUMBACHER,OK,41
OMAK #11,OK,40
OMAK #12,OK,38
LONE PINE,OK,28
OMAK #14,OK,29
OMAK #15,OK,34
OMAK #16,OK,25
OMAK #17,OK,49
PICKENS MTN,OK,25
EDER,OK,30
WANNACUT,OK,51
CAPE LABELLE,OK,23
DIXON,OK,35
JANIS,OK,24
SIWASH CREEK,OK,38
BOSTON,OK,55
CHEROKEE,OK,40
RANCHES,OK,16
WOLF CREEK,OK,46
HENDRICK,OK,50
ELMERTON,OK,65
TONASKET #4,OK,27
FRONTAGE,OK,11
LEESE,OK,14
TONASKET #1,OK,25
OKANOGAN #11,OK,32
TONASKET #3,OK,15
TONASKET #2,OK,34
KERMEL,OK,41
ANGLIN,OK,49
OMAK LAKE,OK,24
SAND FLAT,OK,51
MALOTT,OK,56
DISAUTEL,OK,18
BREWSTER #5,OK,19
BODIE,OK,11
CHILIWIST,OK,29
TONASKET #5,OK,26
AENEAS,OK,31
COULEE DAM #3,OK,29
COULEE DAM #2,OK,39
COULEE DAM #1,OK,58
WESTLAKE,OK,20
TONASKET #7,OK,33
LEWIS BUTTE,OK,60
STARR,OK,18
OKANOGAN #10,OK,33
BEAVER CREEK,OK,27
NORTH MALOTT,OK,42
OKANOGAN #12,OK,19
WAUCONDA,OK,35
WINTHROP RURAL,OK,64
DUCK LAKE,OK,18
EASTSIDE,OK,50
HUDSON,OK,17
NIGHTHAWK,OK,15
CONCONULLY RURAL,OK,27
ANTOINE PEAK,OK,16
OROVILLE #10,OK,35
OMAK #18,OK,29
TWISP #2,OK,40
EASTLAKE,OK,22
Total,OK,7171
MOCK,OK,34
