Row Label,County,Repealed,Maintained
North Cove,PA,163,144
Frances-Lebam(*),PA,0,0
North River,PA,17,17
South Bend 1 R,PA,27,21
Ocean Park 2,PA,273,207
South Bend 2R,PA,5,6
Ocean Park 1,PA,116,77
Nemah,PA,24,16
Pioneer,PA,119,103
Willapa,PA,231,154
Pioneer 2,PA,109,88
Raymond W1p2,PA,71,55
Raymond W1p3,PA,85,46
Raymond W3 R,PA,26,15
Raymond W2 R,PA,33,20
Menlo-Firdale,PA,187,148
Klipsan,PA,172,143
Eklund Park,PA,36,33
Baleville,PA,40,31
Smith Creek,PA,39,31
South Bend 3R,PA,3,3
Raymond W2,PA,94,62
Bay Center,PA,85,77
Raymond W1p1,PA,17,11
Ilwaco 2 Rural,PA,39,30
Chinook,PA,127,103
Naselle,PA,263,197
Ilwaco City,PA,158,157
Seaview 2,PA,20,10
Seaview 1,PA,137,145
South Fork,PA,73,45
Nahcotta,PA,420,292
Long Beach,PA,292,193
South Bend 2,PA,44,48
Raymond W3,PA,130,100
Oysterville,PA,201,184
Total,PA,4149,3239
South Bend 1,PA,96,85
Ilwaco 1 Rural(*),PA,0,0
South Bend 3,PA,84,66
