Row Label,County,Yes,No
210,CH,231,135
1149,CH,13,27
133,CH,96,243
132,CH,15,20
131,CH,15,38
135,CH,139,373
134,CH,146,395
490,CH,381,479
540,CH,225,246
163,CH,6,20
1150,CH,2,4
710,CH,177,196
120,CH,108,179
121,CH,85,180
122,CH,81,83
123,CH,7,32
124,CH,33,38
125,CH,288,296
126,CH,45,37
127,CH,52,82
128,CH,15,39
129,CH,140,107
410,CH,175,251
530,CH,271,308
590,CH,234,309
310,CH,92,138
190,CH,23,37
115,CH,23,18
114,CH,155,230
116,CH,73,80
111,CH,44,46
110,CH,121,186
113,CH,23,48
112,CH,10,18
520,CH,388,427
420,CH,234,234
580,CH,161,218
440,CH,358,309
100,CH,5,3
510,CH,143,171
430,CH,309,315
450,CH,256,341
330,CH,115,201
136(*),CH,0,0
175,CH,328,337
174,CH,169,224
173,CH,20,9
172,CH,10,11
730,CH,276,288
182,CH,218,201
183,CH,96,137
181,CH,206,251
151(*),CH,0,0
1151(*),CH,0,0
560,CH,220,298
460,CH,262,272
164,CH,37,168
165,CH,45,92
161,CH,8,28
162,CH,13,25
220,CH,234,197
171(*),CH,0,0
720,CH,274,270
150,CH,30,33
153,CH,281,443
155,CH,80,159
154,CH,302,351
157,CH,180,343
156,CH,20,51
159,CH,3,6
158,CH,77,181
320,CH,113,198
146,CH,22,81
147,CH,119,367
144,CH,3,20
145,CH,8,21
142,CH,16,19
143,CH,8,5
140,CH,67,85
141,CH,5,10
610,CH,109,240
148,CH,110,137
149,CH,86,165
152(*),CH,0,0
480,CH,306,312
Total,CH,9876,13199
