Row Label,County,No,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Yes
SEA 37-1950,KI,38,187,1,67,1,27
SEA 34-1489,KI,249,744,10,338,2,77
SEA 34-1488,KI,201,692,16,284,0,67
SEA 34-1482,KI,126,321,10,180,0,44
SEA 34-1481,KI,155,479,9,227,0,63
SEA 34-1480,KI,253,594,15,339,0,71
SEA 34-1487,KI,159,335,6,205,0,40
SEA 34-1486,KI,153,364,5,201,0,43
SEA 34-1485,KI,190,708,27,307,0,90
SEA 34-1484,KI,118,345,9,180,0,53
SEA 36-3153,KI,125,390,13,187,0,49
SEA 46-2358,KI,377,846,18,494,0,99
SEA 37-1918,KI,164,347,11,212,0,37
SEA 37-1919,KI,162,378,7,207,0,38
SEA 37-2686,KI,165,604,19,291,0,107
SEA 36-3252,KI,159,477,6,211,0,46
SEA 37-1915,KI,212,384,14,260,0,34
SEA 37-1916,KI,214,357,13,261,0,34
SEA 37-1917,KI,247,454,14,311,0,50
SEA 37-1910,KI,260,513,14,329,0,55
SEA 37-1911,KI,160,284,9,191,0,22
SEA 46-2355,KI,175,354,17,224,0,32
SEA 37-1913,KI,190,338,11,239,0,38
SEA 37-1854,KI,135,386,6,190,0,49
SEA 43-1330,KI,168,404,14,238,0,56
SEA 43-1849,KI,130,323,6,161,0,25
SEA 37-1850,KI,270,650,8,346,0,68
SEA 37-1853,KI,84,281,8,120,0,28
SEA 43-1845,KI,207,575,5,277,0,65
SEA 43-1847,KI,168,484,14,227,0,45
SEA 43-1846,KI,120,345,7,158,0,31
SEA 43-1843,KI,179,551,18,251,0,54
SEA 43-1842,KI,194,521,26,282,0,62
SEA 43-2104,KI,216,379,14,260,0,30
SEA 43-2029,KI,412,706,21,488,1,54
SEA 46-2309,KI,135,300,11,184,0,38
SEA 46-2142,KI,284,674,15,357,0,58
SEA 43-1262,KI,263,468,11,308,0,34
SEA 36-2795,KI,152,479,11,209,0,46
SEA 43-1265,KI,131,256,4,148,0,13
SEA 37-1637,KI,167,760,19,295,0,109
SEA 43-1264,KI,199,361,12,248,0,37
SEA 37-1651,KI,177,736,16,256,0,63
SEA 43-2025,KI,286,556,24,360,0,50
SEA 37-1930,KI,312,738,18,391,0,61
SEA 43-1266,KI,180,351,13,213,0,20
SEA 46-2145,KI,243,497,17,297,0,37
SEA 36-1751,KI,167,368,12,212,0,33
SEA 36-1750,KI,238,493,10,296,0,48
SEA 36-1752,KI,195,437,6,244,0,43
SEA 36-1755,KI,122,272,12,158,0,24
SEA 36-1754,KI,198,387,8,252,0,46
SEA 36-1757,KI,143,262,5,166,0,18
SEA 36-1756,KI,303,682,10,393,0,80
SEA 36-1759,KI,141,274,7,169,0,21
SEA 36-1758,KI,199,351,9,246,0,38
SEA 43-2043,KI,158,292,5,193,0,30
SEA 43-2044,KI,145,350,9,186,0,32
SEA 43-2045,KI,153,315,11,189,0,25
SEA 11-1256,KI,178,627,10,242,0,54
SEA 34-1533,KI,115,229,7,159,0,37
SEA 34-1532,KI,116,237,2,138,0,20
SEA 43-1263,KI,181,350,11,230,0,38
SEA 34-1530,KI,274,619,8,367,0,85
SEA 34-1537,KI,119,289,4,156,0,33
SEA 34-1536,KI,145,304,10,191,0,36
SEA 34-1535,KI,121,239,4,146,0,21
SEA 34-1534,KI,175,362,11,238,0,52
SEA 43-1269,KI,196,357,11,234,0,27
SEA 43-1268,KI,220,352,7,254,0,27
SEA 34-1539,KI,152,356,5,198,0,41
SEA 34-1538,KI,160,378,7,202,0,35
SEA 43-2048,KI,168,376,11,214,0,35
SEA 46-2343,KI,155,341,8,194,0,31
SEA 46-2298,KI,167,321,6,205,0,32
SEA 36-2505,KI,178,324,6,228,0,44
SEA 36-2504,KI,181,303,3,213,0,29
SEA 36-2507,KI,140,283,9,180,0,31
SEA 36-2506,KI,156,311,10,202,0,36
SEA 36-2503,KI,155,305,4,196,0,37
SEA 36-2502,KI,226,378,10,284,0,48
SEA 36-2134,KI,214,490,12,266,0,40
SEA 46-3677,KI,142,320,7,181,0,32
SEA 36-2130,KI,193,388,10,243,0,40
SEA 36-2131,KI,343,851,27,453,0,83
SEA 36-2133,KI,258,698,22,348,0,68
SEA 34-1546,KI,185,385,9,257,0,63
SEA 43-1787,KI,186,564,15,277,0,76
SEA 11-1602,KI,232,598,8,288,0,48
SEA 34-1545,KI,176,422,10,224,0,38
SEA 34-1543,KI,172,327,8,218,0,38
SEA 34-1540,KI,132,333,10,176,0,34
SEA 34-1541,KI,181,380,22,235,0,32
SEA 46-1312,KI,143,326,9,181,0,29
SEA 46-1313,KI,137,280,7,168,0,24
SEA 46-1310,KI,179,397,7,229,0,43
SEA 46-1311,KI,147,427,11,198,0,40
SEA 43-1788,KI,383,807,38,580,0,159
SEA 37-3666,KI,80,422,6,128,0,42
SEA 36-1808,KI,121,275,8,156,0,27
SEA 36-1805,KI,173,473,12,239,0,54
SEA 36-1806,KI,209,598,20,281,0,52
SEA 36-1801,KI,280,896,18,391,0,93
SEA 36-1803,KI,143,298,6,178,0,29
SEA 36-3586,KI,308,801,15,407,0,84
SEA 36-3587,KI,182,590,8,273,0,83
SEA 37-1563,KI,80,323,2,111,0,29
SEA 37-1565,KI,139,331,6,172,0,27
SEA 37-1564,KI,171,396,5,227,0,51
SEA 36-3669,KI,123,349,2,157,0,32
SEA 37-1566,KI,143,327,8,176,0,25
SEA 37-1568,KI,137,434,7,179,0,35
SEA 43-2083,KI,160,422,17,215,1,37
SEA 46-2252,KI,140,261,8,172,0,24
SEA 46-2253,KI,263,521,15,322,0,44
SEA 46-2251,KI,271,555,20,352,0,61
SEA 32-2206,KI,208,412,11,266,0,47
SEA 46-2316,KI,190,411,10,239,0,39
SEA 32-2204,KI,183,339,6,230,0,41
SEA 46-2314,KI,182,337,8,217,0,27
SEA 32-2202,KI,193,436,11,250,0,46
SEA 32-2203,KI,331,758,16,422,0,75
SEA 32-2200,KI,217,385,12,263,0,34
SEA 32-2201,KI,261,463,10,315,0,44
SEA 46-2619,KI,218,539,19,279,0,42
SEA 43-2545,KI,274,699,19,375,0,82
SEA 32-2208,KI,179,350,8,224,0,37
SEA 32-2209,KI,314,599,30,402,0,58
SEA 36-2592,KI,160,352,3,205,0,42
SEA 36-2593,KI,150,289,6,174,0,18
SEA 34-1438,KI,144,328,13,209,0,52
SEA 34-1439,KI,157,369,13,220,0,50
SEA 34-1432,KI,165,331,13,218,0,40
SEA 34-1433,KI,153,319,9,208,0,46
SEA 34-1430,KI,146,322,6,190,0,38
SEA 34-1431,KI,155,308,8,203,0,40
SEA 34-1436,KI,112,362,12,156,0,32
SEA 34-1437,KI,172,498,19,254,0,63
SEA 34-1434,KI,133,271,11,183,0,39
SEA 34-1435,KI,130,299,12,178,0,36
SEA 36-2509,KI,205,403,13,260,0,42
SEA 36-2508,KI,233,427,7,293,0,53
SEA 46-2352,KI,148,338,3,181,0,30
SEA 46-1955,KI,221,558,7,289,0,61
SEA 11-1600,KI,192,550,13,257,1,51
SEA 46-2228,KI,175,486,13,234,0,46
SEA 46-2221,KI,251,513,13,298,0,34
SEA 43-1280,KI,253,669,23,337,0,61
SEA 43-1784,KI,250,500,10,308,0,48
SEA 36-3267,KI,145,548,7,219,0,67
SEA 37-1886,KI,250,523,4,293,0,39
SEA 37-1884,KI,307,643,15,385,0,63
SEA 37-1885,KI,168,398,7,223,0,48
SEA 37-1882,KI,153,395,6,193,0,34
SEA 37-1883,KI,153,423,7,204,0,44
SEA 37-1880,KI,216,514,9,276,0,51
SEA 37-1881,KI,151,396,7,188,0,30
SEA 43-1780,KI,145,350,13,208,0,50
SEA 43-1781,KI,96,326,2,164,0,66
SEA 46-2292,KI,228,505,16,288,0,44
SEA 36-1386,KI,162,315,3,213,0,48
SEA 36-1387,KI,234,462,12,289,0,43
SEA 36-1384,KI,179,309,9,228,0,40
SEA 36-1385,KI,127,243,7,175,0,41
SEA 36-1382,KI,180,374,10,233,0,43
SEA 36-1388,KI,174,337,10,220,0,36
SEA 36-1389,KI,119,259,7,163,0,37
SEA 43-1274,KI,173,302,8,216,0,35
SEA 43-2006,KI,124,298,5,169,0,40
SEA 43-2007,KI,125,256,12,164,0,27
SEA 43-2000,KI,235,550,10,294,0,49
SEA 43-2001,KI,330,648,21,433,0,82
SEA 43-2002,KI,299,587,22,391,0,70
SEA 46-2293,KI,254,441,8,292,0,30
SEA 46-1957,KI,280,553,24,354,0,50
SEA 37-2861,KI,206,391,9,243,0,28
SEA 43-2009,KI,271,487,13,329,0,45
SEA 37-1635,KI,128,524,16,199,0,55
SEA 37-1589,KI,185,290,10,217,0,22
SEA 37-1588,KI,128,244,7,159,0,24
SEA 46-1314,KI,173,330,13,210,0,24
SEA 37-1634,KI,141,473,3,191,0,47
SEA 37-1583,KI,283,700,15,382,0,84
SEA 37-1582,KI,201,715,12,291,0,78
SEA 37-1580,KI,120,333,7,160,0,33
SEA 37-1587,KI,166,311,8,195,0,21
SEA 37-1586,KI,206,373,9,251,0,36
SEA 36-3566,KI,230,579,10,307,0,67
SEA 36-1299,KI,212,425,13,260,0,35
SEA 43-1347,KI,353,726,18,435,0,64
SEA 43-1344,KI,231,452,15,292,0,46
SEA 37-1636,KI,135,586,10,217,0,72
SEA 43-1342,KI,178,366,11,237,0,48
SEA 43-1343,KI,179,355,9,215,0,27
SEA 43-1341,KI,276,499,19,351,0,56
SEA 46-2290,KI,167,289,4,195,0,24
SEA 46-2272,KI,210,367,7,247,0,30
SEA 43-1348,KI,260,555,7,317,0,50
SEA 37-1630,KI,137,309,10,169,0,22
SEA 46-1284,KI,112,278,9,140,0,19
SEA 46-1285,KI,153,303,3,182,0,26
SEA 43-1975,KI,38,439,3,63,0,22
SEA 37-1633,KI,128,329,11,163,0,24
SEA 46-1282,KI,310,656,20,399,0,69
SEA 43-1976,KI,35,242,10,94,0,49
SEA 37-1632,KI,139,292,8,173,0,26
SEA 43-3320,KI,169,515,11,241,0,61
SEA 36-1661,KI,151,277,8,193,0,34
SEA 43-2014,KI,216,352,17,260,0,27
SEA 36-1663,KI,158,275,8,205,0,39
SEA 36-1709,KI,116,359,7,154,0,31
SEA 36-1665,KI,285,515,15,356,0,56
SEA 36-1664,KI,163,326,11,218,0,44
SEA 46-1963,KI,115,278,11,152,0,26
SEA 36-1666,KI,282,572,10,360,0,68
SEA 36-1702,KI,279,606,20,372,0,73
SEA 36-1668,KI,189,443,10,244,0,45
SEA 36-1700,KI,162,383,9,208,0,37
SEA 36-1701,KI,195,331,2,231,0,34
SEA 46-1969,KI,140,278,8,169,0,21
SEA 11-1641,KI,126,539,17,183,0,40
SEA 36-1704,KI,177,640,13,251,0,61
SEA 46-2094,KI,146,283,6,178,0,26
SEA 46-2095,KI,166,279,4,187,0,17
SEA 36-3319,KI,268,867,15,365,0,82
SEA 36-3318,KI,322,680,18,428,0,88
SEA 46-2090,KI,185,494,17,262,0,60
SEA 46-2091,KI,219,451,9,265,0,37
SEA 46-2092,KI,184,311,8,225,0,33
SEA 46-2093,KI,268,462,13,317,0,36
SEA 34-1411,KI,148,307,10,197,0,39
SEA 46-2099,KI,236,437,21,293,0,36
SEA 43-2853,KI,160,440,6,206,0,40
SEA 43-2852,KI,164,501,14,226,0,48
SEA 36-1689,KI,251,484,14,313,0,48
SEA 36-1688,KI,134,273,5,179,0,40
SEA 43-2113,KI,95,393,3,140,0,42
SEA 36-1683,KI,159,305,11,205,0,35
SEA 36-1682,KI,155,309,2,190,0,33
SEA 34-1409,KI,198,422,14,270,0,58
SEA 34-1408,KI,359,708,22,481,0,100
SEA 36-1687,KI,224,644,13,309,0,72
SEA 36-1686,KI,258,768,15,352,0,79
SEA 36-1685,KI,180,418,4,220,0,36
SEA 36-1684,KI,129,338,5,173,0,39
SEA 43-1333,KI,181,340,10,229,0,38
SEA 43-1332,KI,217,385,11,267,0,39
SEA 43-1331,KI,173,366,8,224,0,43
SEA 37-1647,KI,245,669,26,349,0,78
SEA 43-1335,KI,275,637,26,377,0,76
SEA 43-1334,KI,193,446,12,262,0,57
SEA 36-1768,KI,154,331,7,201,0,40
SEA 43-1339,KI,158,298,6,187,0,23
SEA 43-1338,KI,235,449,9,302,0,58
SEA 43-1861,KI,342,750,15,432,0,75
SEA 46-2297,KI,142,283,6,169,0,21
SEA 46-2261,KI,132,256,9,175,0,34
SEA 36-2172,KI,175,319,9,214,0,30
SEA 37-1643,KI,152,682,22,228,0,54
SEA 34-1476,KI,129,273,7,170,0,34
SEA 34-1477,KI,157,307,13,200,0,30
SEA 34-1474,KI,176,402,11,227,0,40
SEA 34-1475,KI,130,311,10,176,0,36
SEA 34-1472,KI,118,239,17,171,0,36
SEA 34-1473,KI,136,319,7,180,0,37
SEA 34-1470,KI,229,677,30,352,0,93
SEA 34-1471,KI,225,492,12,305,0,68
SEA 43-3424,KI,157,407,9,219,0,53
SEA 36-2149,KI,188,367,20,261,0,53
SEA 36-2148,KI,175,359,6,229,0,48
SEA 34-1478,KI,137,253,4,163,0,22
SEA 34-1479,KI,142,313,10,200,0,48
SEA 34-1259,KI,152,328,7,205,0,46
SEA 43-2050,KI,145,442,14,222,0,63
SEA 37-1567,KI,116,332,5,156,0,35
SEA 37-1648,KI,232,695,17,327,0,78
SEA 37-3617,KI,172,553,10,235,0,53
SEA 46-2295,KI,245,481,18,310,1,46
SEA 34-1498,KI,244,668,9,330,0,77
SEA 34-1499,KI,204,483,20,289,0,65
SEA 34-1258,KI,177,341,10,225,0,38
SEA 46-2257,KI,402,799,28,509,0,79
SEA 34-1490,KI,181,437,7,235,0,47
SEA 34-1493,KI,229,722,12,320,0,79
SEA 34-1494,KI,202,536,14,265,0,49
SEA 34-1496,KI,287,826,23,389,0,79
SEA 34-1497,KI,240,728,10,336,0,86
SEA 46-2267,KI,188,518,15,241,0,38
SEA 37-1920,KI,261,574,15,339,0,63
SEA 46-2264,KI,381,768,23,487,0,83
SEA 37-1925,KI,108,319,17,153,0,28
SEA 37-1927,KI,156,409,10,216,0,50
SEA 46-2260,KI,426,722,22,511,1,62
SEA 46-2340,KI,306,680,12,381,0,63
SEA 11-1942,KI,220,526,10,271,0,41
SEA 11-1941,KI,163,431,10,224,0,51
SEA 37-1841,KI,321,813,15,396,1,59
SEA 11-1947,KI,150,453,8,204,0,46
SEA 46-2345,KI,154,294,4,196,0,38
SEA 11-1945,KI,259,703,23,341,0,59
SEA 46-2268,KI,171,330,10,205,0,24
SEA 43-1999,KI,212,439,19,270,0,39
SEA 43-1851,KI,325,694,16,413,0,72
SEA 43-1856,KI,241,579,12,322,0,69
SEA 37-1621,KI,109,342,14,151,0,28
SEA 43-1855,KI,272,619,19,337,0,46
SEA 43-1993,KI,123,238,3,147,0,21
SEA 43-1992,KI,339,652,32,410,0,39
SEA 43-1858,KI,165,335,4,203,0,34
SEA 43-1859,KI,217,553,12,286,0,57
SEA 43-1997,KI,155,295,9,194,0,30
SEA 43-1996,KI,157,298,12,193,0,24
SEA 43-1995,KI,133,244,10,163,0,20
SEA 43-1857,KI,192,528,16,251,0,43
SEA 46-2317,KI,217,433,8,269,1,43
SEA 43-3685,KI,128,258,6,158,0,24
SEA 46-2346,KI,153,364,9,193,0,31
SEA 43-2052,KI,96,445,11,143,0,36
SEA 46-2127,KI,204,494,21,278,0,53
SEA 43-1991,KI,373,839,38,487,0,76
SEA 43-1990,KI,199,458,17,260,0,44
SEA 43-2064,KI,91,370,14,148,0,43
SEA 46-2310,KI,233,386,17,277,0,27
SEA 46-2286,KI,229,437,10,279,0,40
SEA 36-3689,KI,122,398,10,166,0,34
SEA 43-1378,KI,180,308,10,219,0,29
SEA 46-2305,KI,205,364,10,253,0,38
SEA 36-3686,KI,171,501,13,254,0,70
SEA 46-2280,KI,322,645,17,396,0,57
SEA 43-2543,KI,119,313,4,153,1,29
SEA 46-2369,KI,173,419,20,262,0,69
SEA 46-2328,KI,124,299,4,147,0,19
SEA 43-2040,KI,160,476,13,214,0,41
SEA 46-2282,KI,341,653,18,429,0,70
SEA 46-2319,KI,262,506,14,323,0,47
SEA 46-2098,KI,218,436,20,285,0,47
SEA 46-2318,KI,152,277,10,188,0,26
SEA 36-1746,KI,164,313,9,203,0,30
SEA 36-1747,KI,158,296,7,195,0,30
SEA 36-1744,KI,172,393,12,228,0,44
SEA 46-2325,KI,165,405,18,242,0,59
SEA 36-1742,KI,141,296,11,185,0,33
SEA 36-1743,KI,156,391,16,206,0,34
SEA 36-1740,KI,173,323,10,208,0,25
SEA 36-1741,KI,159,325,11,207,0,37
SEA 43-2075,KI,113,458,4,163,0,46
SEA 43-2074,KI,249,564,19,316,0,48
SEA 43-2076,KI,85,403,11,137,0,41
SEA 43-2071,KI,224,371,9,260,0,27
SEA 36-2590,KI,149,364,7,213,0,57
SEA 36-1748,KI,133,261,10,169,0,26
SEA 36-1749,KI,275,681,12,370,0,83
SEA 46-2274,KI,131,256,12,167,0,24
SEA 46-2349,KI,184,382,5,220,0,31
SEA 43-2110,KI,129,452,6,186,0,51
SEA 34-1520,KI,142,314,11,190,0,37
SEA 34-1521,KI,143,266,5,181,0,33
SEA 34-1522,KI,140,261,6,171,0,25
SEA 34-1523,KI,147,296,10,193,0,36
SEA 34-1524,KI,159,291,6,199,0,34
SEA 34-1526,KI,121,248,5,156,0,30
SEA 34-1527,KI,280,684,10,351,0,61
SEA 43-1377,KI,164,330,8,207,0,35
SEA 34-1529,KI,99,266,7,132,0,26
SEA 43-1375,KI,184,327,11,222,0,27
SEA 43-1374,KI,171,295,5,205,0,29
SEA 32-3568,KI,213,849,27,383,1,142
SEA 43-1372,KI,184,335,4,224,0,36
SEA 43-1278,KI,234,588,13,308,0,61
SEA 43-1279,KI,317,684,24,406,0,65
SEA 43-2862,KI,237,736,13,360,0,110
SEA 36-2518,KI,191,425,15,246,0,40
SEA 43-1887,KI,259,648,21,365,0,85
SEA 36-2512,KI,245,505,18,331,0,68
SEA 36-2513,KI,224,434,14,301,0,63
SEA 36-2510,KI,175,352,6,221,0,40
SEA 36-2118,KI,208,383,6,250,0,36
SEA 36-2517,KI,297,613,15,382,0,70
SEA 36-2514,KI,154,298,8,193,0,31
SEA 36-2515,KI,185,361,8,233,0,40
SEA 37-1619,KI,190,449,14,256,0,52
SEA 37-1618,KI,130,389,9,188,0,49
SEA 37-1613,KI,168,292,8,200,0,24
SEA 37-1612,KI,156,288,10,191,0,25
SEA 37-1611,KI,157,289,2,191,0,32
SEA 37-1610,KI,173,331,4,206,0,29
SEA 37-1617,KI,168,323,7,201,0,26
SEA 37-1616,KI,174,351,3,207,0,30
SEA 37-1615,KI,161,343,3,205,0,41
SEA 37-1614,KI,126,260,8,155,0,21
SEA 36-1324,KI,375,779,17,477,0,85
SEA 36-1732,KI,210,449,19,278,0,49
SEA 36-1731,KI,181,404,9,230,1,39
SEA 36-1730,KI,179,385,5,222,0,38
SEA 36-1737,KI,146,416,12,193,0,35
SEA 36-1736,KI,174,341,9,209,0,26
SEA 36-1735,KI,130,252,2,160,0,28
SEA 36-1734,KI,213,497,12,286,0,61
SEA 46-2128,KI,179,542,14,247,0,54
SEA 36-1739,KI,164,309,12,207,0,31
SEA 36-1738,KI,157,295,9,190,0,24
SEA 11-1639,KI,144,551,15,193,0,34
SEA 36-1329,KI,195,410,8,254,0,51
SEA 43-3665,KI,141,379,6,184,0,37
SEA 36-1812,KI,194,469,15,251,0,42
SEA 36-1813,KI,128,330,8,174,0,38
SEA 11-1550,KI,172,563,9,222,0,41
SEA 46-2299,KI,198,393,7,229,0,24
SEA 11-1552,KI,113,379,15,166,0,38
SEA 36-1815,KI,211,453,7,273,0,55
SEA 43-2928,KI,251,639,24,339,0,64
SEA 37-1576,KI,138,435,9,186,0,39
SEA 37-1574,KI,145,417,2,179,0,32
SEA 37-1575,KI,75,377,12,124,0,37
SEA 37-1572,KI,137,307,9,180,0,34
SEA 36-3679,KI,93,314,11,137,0,33
SEA 37-1570,KI,211,659,20,304,0,73
SEA 37-1571,KI,197,432,9,250,0,44
SEA 34-1511,KI,131,320,10,172,0,31
SEA 37-1578,KI,148,413,6,172,0,18
SEA 37-1579,KI,80,247,2,108,0,26
SEA 46-2304,KI,199,369,7,233,0,27
SEA 36-2170,KI,228,450,14,285,0,43
SEA 46-2306,KI,168,307,9,195,0,18
SEA 46-2307,KI,181,313,10,215,0,24
SEA 46-2300,KI,265,490,17,327,0,45
SEA 43-1818,KI,146,295,12,196,1,37
SEA 34-1460,KI,165,324,4,209,0,40
SEA 43-1817,KI,96,264,9,134,0,29
SEA 46-2308,KI,191,377,5,230,0,34
SEA 34-1463,KI,126,259,7,178,0,45
SEA 34-1462,KI,142,339,7,199,0,50
SEA 34-1449,KI,156,367,14,213,0,43
SEA 34-1448,KI,135,270,4,181,0,42
SEA 34-1446,KI,178,398,16,237,0,43
SEA 34-1444,KI,281,595,10,365,0,74
SEA 34-1443,KI,213,380,8,266,0,45
SEA 34-1442,KI,155,380,9,207,0,43
SEA 34-1441,KI,127,264,1,156,0,28
SEA 34-1440,KI,108,242,8,149,0,33
SEA 43-2088,KI,235,694,37,361,0,89
SEA 43-2089,KI,41,341,8,65,0,16
SEA 43-2084,KI,352,668,15,445,0,78
SEA 43-1360,KI,278,622,17,379,0,84
SEA 46-1283,KI,166,391,13,204,0,25
SEA 43-2081,KI,19,385,3,35,0,13
SEA 43-1361,KI,183,417,8,238,0,47
SEA 34-1469,KI,117,362,13,182,0,52
SEA 43-2544,KI,407,887,27,537,0,103
SEA 43-2058,KI,121,247,10,150,0,19
SEA 46-2342,KI,152,406,5,187,0,30
SEA 43-2547,KI,158,461,8,204,0,38
SEA 43-2546,KI,142,324,4,176,0,30
SEA 36-2536,KI,259,567,16,329,0,54
SEA 43-1291,KI,372,684,16,487,0,99
SEA 46-2234,KI,137,274,9,182,0,36
SEA 46-2236,KI,181,350,8,218,0,29
SEA 46-2796,KI,163,456,15,229,0,51
SEA 37-1872,KI,287,581,16,359,0,56
SEA 37-1871,KI,317,629,20,389,0,52
SEA 43-1868,KI,191,353,15,233,0,27
SEA 37-1876,KI,338,766,20,444,0,86
SEA 37-1875,KI,205,525,10,288,0,73
