Row Label,County,Yes,No
LEMOLO 435,KP,189,250
ANNAPOLIS 212,KP,374,299
MEADOWDALE 150,KP,234,153
BELLA VISTA 413,KP,217,219
LIGHTHOUSE POINT 292,KP,274,272
CLEAR CREEK 120,KP,244,209
AUGUSTA 461,KP,124,174
HEINS CREEK 297,KP,0,0
HANSVILLE 415,KP,166,192
TORVANGER 345,KP,142,540
BREMERTON 012,KP,53,57
BREMERTON 013,KP,196,193
BREMERTON 015,KP,248,218
BREMERTON 016,KP,48,61
WINSLOW 304,KP,153,723
HIGHLAND 423,KP,153,161
LAKE HELENA 214,KP,328,143
DICKENSON 282,KP,321,183
UNIVERSITY POINT 142,KP,154,191
SANDY HOOK 464,KP,135,238
BARKER CREEK 147,KP,317,267
BAYVIEW 087,KP,77,57
POWERLINE 086(*),KP,0,0
ISLAND CENTER 320,KP,100,390
EVERGREEN RIDGE 426,KP,108,95
REGAL 131,KP,70,64
COUNTRY CLUB 113,KP,150,142
POULSBO 405,KP,203,343
POULSBO 404,KP,210,367
POULSBO 407,KP,164,269
POULSBO 406,KP,237,418
SEDGWICK 272,KP,327,228
BERRY LAKE 279,KP,211,125
POULSBO 403,KP,197,271
EBBERT 247,KP,335,216
ILLAHEE 065,KP,255,315
COTTONWOOD 125,KP,239,192
MARION 090,KP,52,37
OLYMPIC 099,KP,24,35
GILBERTON 140,KP,213,216
STRIEBEL 453,KP,244,307
AZALEA 302,KP,104,535
YUKON 241,KP,203,198
FOREST RIDGE 126,KP,172,131
FAIRVIEW 135,KP,163,140
ANDERSON CREEK 163,KP,218,218
PORT GAMBLE 450,KP,229,289
RAINIER 067,KP,280,273
BRASCH 213,KP,325,195
GAMBLEWOOD 454,KP,166,194
CENTRAL VALLEY 128,KP,275,265
HOLLY 158,KP,78,62
BURLEY 218,KP,353,216
LUOTO 122,KP,187,99
POINT JEFFERSON 419,KP,182,258
BREMERTON 296,KP,0,0
MORKEN 161,KP,364,318
INDIANOLA 420,KP,167,508
TWIN LAKES 285,KP,94,58
BELFAIR VALLEY 280,KP,113,66
KARIOTIS 143,KP,284,209
TRACYTON 170,KP,169,187
ROCKY POINT 083,KP,301,325
HERITAGE PARK 112,KP,210,164
BREMERTON 294,KP,0,0
ORCA 421,KP,162,218
MINTERBROOK 216,KP,152,90
ALASKA 221,KP,320,309
GLENWOOD 232,KP,418,245
MEADOWMEER 321,KP,44,201
APEX 162,KP,332,281
OLALLA 265,KP,230,188
WINSTON 129,KP,113,105
RIDGETOP 149,KP,207,167
EAGLE CREST 164,KP,270,325
LOCKER 246,KP,393,290
BROWNSVILLE 105,KP,368,311
KINGSTON 430,KP,336,435
VENA 173,KP,205,225
CEDAR 211,KP,259,198
BREMERTON 041,KP,150,217
BREMERTON 040,KP,181,248
POULSBO 401,KP,276,376
BREMERTON 046,KP,224,227
CAMBRIDGE 144,KP,173,151
BREMERTON 056,KP,218,165
TWIN SPITS 417,KP,212,402
BIG VALLEY 441,KP,194,197
CHARLAND 110,KP,237,153
SKIFF POINT 328,KP,90,370
LOST HIGHWAY 157,KP,347,190
TRIDENT 101,KP,69,44
WILSON CREEK 242,KP,244,216
SYLVAN 066,KP,260,221
PORT ORCHARD 201,KP,225,207
EVERGREEN 257,KP,380,325
FERNWOOD 230,KP,375,241
MANCHESTER 255,KP,179,240
SUNNYSLOPE 281,KP,275,152
LOFALL 442,KP,347,392
BLAKELY 310,KP,70,409
PORT ORCHARD 207,KP,257,186
WOODMERE 127,KP,313,259
BREMERTON 058,KP,193,271
UELAND 082,KP,0,0
WATERMAN 295,KP,188,159
BREMERTON 054,KP,121,134
PIONEER 152,KP,326,307
SILVERDALE 160,KP,288,239
BREMERTON 051,KP,29,17
BREMERTON 052,KP,158,151
BREMERTON 053,KP,302,278
SEABECK 155,KP,477,263
PARKWOOD 270,KP,297,261
ISLAND LAKE 427,KP,266,205
BREMERTON 109,KP,21,20
BREIDABLIK 410,KP,247,276
BREMERTON 107,KP,0,0
WHISPERING PINES 227,KP,352,190
FRAGARIA 259,KP,264,233
LOVGREN 332,KP,70,249
BANDIX 263,KP,382,221
FORT WARD 318,KP,102,478
FUSON 175,KP,241,210
HARPER 240,KP,221,253
WILLOCK 258,KP,297,153
LIBERTY 325,KP,93,382
PORT ORCHARD 203,KP,147,105
SPRING CREEK 217,KP,213,175
MULLENIX 260,KP,359,226
LARSON 153,KP,368,259
FINCH 314,KP,100,327
ROLLING BAY 330,KP,111,447
BREMERTON 029,KP,184,220
TOTTEN 463,KP,149,269
WOODRIDGE 222,KP,192,101
MANZANITA 336,KP,76,310
OLD FRONTIER 106,KP,354,235
BREMERTON 022,KP,167,171
NEBRASKA 223,KP,248,216
EAGLE HARBOR 317,KP,72,324
NEW BROOKLYN 322,KP,60,292
TOLO 333,KP,106,390
FERNCLIFF 315,KP,136,603
S&#39;KLALLAM 418,KP,6,36
KITSAP LAKE 085,KP,18,19
PORT ORCHARD 202,KP,298,248
NAVY YARD CITY 095,KP,254,198
PORT ORCHARD 200,KP,142,95
SANTA FE 148,KP,196,227
PORT ORCHARD 206,KP,0,0
FIRGLADE 137,KP,187,137
PORT ORCHARD 204,KP,204,219
PORT ORCHARD 205,KP,440,569
HUNTER 219,KP,302,142
CONIFER 271,KP,152,114
PORT ORCHARD 208,KP,0,0
PORT ORCHARD 209,KP,0,0
KEYPORT 425,KP,295,311
SCANDIA 455,KP,287,252
BREMERTON 293(*),KP,0,0
PORT MADISON 340,KP,78,348
ALPINE 111,KP,208,216
LUNDBERG 250,KP,282,221
POINT NO POINT 416,KP,324,477
VINLAND 412,KP,288,333
LINCOLN 440,KP,245,231
BREMERTON 032,KP,32,31
OVERLOOK 267,KP,203,202
BREMERTON 030,KP,181,227
BREMERTON 031,KP,102,124
BREMERTON 037,KP,313,288
