Row Label,County,Repealed,Maintained
31-900,PI,156,140
29-680,PI,217,175
31-902,PI,284,312
31-903,PI,4,5
31-904,PI,39,38
31-905,PI,187,207
31-906,PI,126,104
31-907,PI,191,149
31-908,PI,138,145
31-909,PI,187,117
29-640,PI,237,154
29-641,PI,238,174
29-642,PI,254,211
29-643,PI,27,13
29-648,PI,7,2
29-649,PI,63,60
25-239,PI,281,298
25-238,PI,177,108
31-901,PI,32,16
25-235,PI,13,4
25-236,PI,238,159
25-230,PI,73,66
28-588,PI,323,201
28-589,PI,313,205
28-586,PI,261,190
28-587,PI,208,131
28-584,PI,195,129
28-585,PI,350,200
28-582,PI,102,89
28-583,PI,194,127
28-580,PI,42,41
28-581,PI,169,134
25-280,PI,291,299
25-281,PI,193,177
25-282,PI,286,282
02-149,PI,337,244
25-284,PI,149,120
25-285,PI,355,378
25-286,PI,262,253
25-287,PI,4,2
25-288,PI,276,260
25-289,PI,0,0
02-140,PI,316,235
02-141,PI,307,234
02-146,PI,239,165
02-147,PI,222,186
02-144,PI,271,195
02-145,PI,326,201
27-439,PI,179,277
27-438,PI,225,210
27-435,PI,257,253
27-434,PI,228,240
27-437,PI,195,243
27-436,PI,207,287
27-431,PI,102,100
27-430,PI,230,276
27-433,PI,231,261
27-432,PI,259,258
26-339,PI,39,59
26-338,PI,227,296
26-333,PI,285,348
26-332,PI,238,303
26-331,PI,71,105
26-330,PI,197,208
26-337,PI,338,311
26-336,PI,321,361
26-335,PI,201,284
26-334,PI,256,351
28-515,PI,290,402
28-517,PI,338,306
28-516,PI,293,326
25-237(*),PI,0,0
28-519,PI,292,311
28-518,PI,261,305
31-869,PI,98,106
31-865,PI,56,64
31-861,PI,59,49
26-348,PI,273,301
26-349,PI,278,307
26-346,PI,220,258
26-347,PI,248,231
26-344,PI,26,41
26-345,PI,249,320
26-342,PI,290,357
26-343,PI,220,328
26-340,PI,332,363
26-341,PI,289,302
25-271,PI,257,280
25-270,PI,269,292
25-273,PI,201,186
25-272,PI,247,331
25-274,PI,285,382
25-277,PI,303,241
25-276,PI,7,12
25-279,PI,234,227
25-278,PI,85,109
29-682,PI,238,165
29-683,PI,235,192
29-619,PI,228,170
29-618,PI,196,154
29-617,PI,229,186
29-616,PI,242,174
