Row Label,County,Yes,No
COLUMBUS,KT,16,24
N DALLES,KT,152,229
ROOSEVELT,KT,22,44
GLENWOOD,KT,117,183
HGH PRAIRIE,KT,29,49
LYLE,KT,216,214
F VALLEY,KT,201,188
BINGEN,KT,83,63
WISHRAM,KT,49,38
WHITE SALMON,KT,277,205
ALDER CREEK,KT,40,111
ALDERDALE,KT,13,25
N WHITE SALMON,KT,175,114
PINE FOREST,KT,315,473
GOLDENDALE 3,KT,174,133
ORCHARD HTS,KT,92,149
GOLDENDALE 1,KT,203,217
N F VALLEY,KT,191,241
E LYLE,KT,82,77
E KLICKITAT,KT,51,46
W KLICKITAT,KT,40,44
HUSUM,KT,169,211
TROUT LAKE,KT,181,188
RIVER,KT,5,18
CENTERVILLE,KT,123,200
WOODLAND,KT,328,477
GOLDENDALE 2,KT,208,176
MT BROOK,KT,161,157
Total,KT,3745,4378
APPLETON,KT,32,84
