Row Label,County,Mary Yu
Friday Harbor North,SJ,276
San Juan South East,SJ,221
Lopez North,SJ,509
Total,SJ,4817
Decatur and Outer Is,SJ,17
Shaw,SJ,59
San Juan West,SJ,290
Turn Point,SJ,134
San Juan South West,SJ,336
Orcas East,SJ,337
Eastsound,SJ,418
Blakely &amp; Outer Is,SJ,16
Friday Harbor South,SJ,211
Waldron &amp; Outer Is,SJ,32
Orcas Central,SJ,377
San Juan North,SJ,275
Lopez South,SJ,359
Orcas West,SJ,402
San Juan East,SJ,260
San Juan Central,SJ,288
