Row Label,County,Yes,No
Boistfort(*),LE,0,0
Jackson,LE,6,5
Evaline West,LE,79,20
Stillwater East,LE,9,2
Cowlitz(*),LE,0,0
Prescott,LE,541,156
Stearns Creek,LE,19,4
Winlock,LE,219,59
Stillwater West(*),LE,0,0
Veness,LE,272,72
Drews Prairie,LE,51,23
Total,LE,1318,370
Evaline East,LE,103,22
