Row Label,County,Yes,No
BLUFFS 210,CM,120,184
PORT ANGELES 109,CM,385,352
PORT ANGELES 108,CM,188,120
BELLEVIEW 205,CM,254,273
CARLSBORG 214,CM,193,201
PORT ANGELES 103,CM,312,335
PORT ANGELES 102,CM,339,256
PORT ANGELES 101,CM,182,186
OLYMPIC 254,CM,161,224
PORT ANGELES 107,CM,362,283
PORT ANGELES 106,CM,244,231
PORT ANGELES 105,CM,299,271
PORT ANGELES 104,CM,246,184
AGNEW 201,CM,182,250
JAMESTOWN 240,CM,166,183
FRESHWATER BAY 233,CM,330,367
DUNGENESS EAST 222,CM,281,357
SUN 269,CM,71,91
CLARK 216,CM,106,85
MOUNT PLEASANT 251,CM,232,238
PORT WILLIAMS 258,CM,144,160
MILLER PENINSULA 246,CM,151,147
ELK 229,CM,73,58
FAIRVIEW 232,CM,254,308
OBRIEN 253,CM,184,256
HAPPY VALLEY 237,CM,126,171
EAGLE 226,CM,197,215
COYOTE 218,CM,261,311
BOGACHIEL 212,CM,72,108
ROBIN HILL 266,CM,187,225
PRAIRIE NORTH 259,CM,197,283
JOYCE 241,CM,268,351
NEAH BAY 252,CM,162,52
SEQUIM 406,CM,207,230
MADISON CREEK 248,CM,84,114
FORKS 301,CM,130,141
DEER PARK 220,CM,256,314
DIAMOND POINT 221,CM,218,306
BEAVER 204,CM,155,210
MONTERRA 249,CM,223,291
PORT ANGELES 110,CM,85,60
PORT ANGELES 111,CM,367,303
PORT ANGELES 112,CM,176,189
PORT ANGELES 113,CM,177,212
QUILEUTE 262,CM,79,90
CLINE 217,CM,263,274
FORKS 302,CM,182,219
BELL HILL 207,CM,198,338
PRAIRIE SOUTH 260,CM,243,257
MOUNT ANGELES 250,CM,172,163
SUNLAND NORTH 270,CM,248,324
BLYN 211,CM,208,249
DUNGENESS WEST 223,CM,123,166
BLUE MOUNTAIN 209,CM,222,325
MACLEAY 247,CM,232,292
SEQUIM 404,CM,331,381
SEQUIM 405,CM,182,251
SEQUIM 402,CM,158,121
SEQUIM 403,CM,267,255
DRY CREEK 224,CM,226,220
CLALLAM BAY 215,CM,124,139
LOST MOUNTAIN 245,CM,129,209
SEQUIM 401,CM,148,134
RIVERSIDE 265,CM,237,261
BLACK DIAMOND 208,CM,119,207
SUNLAND SOUTH 271,CM,145,213
ELWHA 230,CM,74,92
Total,CM,13317,14866
