Row Label,County,Repealed,Maintained
Friday Harbor North,SJ,214,232
San Juan South East,SJ,145,197
Lopez North,SJ,292,477
Total,SJ,3170,4297
Decatur and Outer Is,SJ,21,22
Shaw,SJ,30,68
San Juan West,SJ,211,284
Turn Point,SJ,97,122
San Juan South West,SJ,219,287
Orcas East,SJ,187,292
Eastsound,SJ,264,367
Blakely &amp; Outer Is,SJ,11,20
Friday Harbor South,SJ,161,170
Waldron &amp; Outer Is,SJ,19,39
Orcas Central,SJ,223,339
San Juan North,SJ,212,225
Lopez South,SJ,231,331
Orcas West,SJ,264,310
San Juan East,SJ,151,227
San Juan Central,SJ,218,288
