Row Label,County,Yes,No
NORTH BONNEVILLE,SM,184,142
STABLER,SM,192,100
WIND RIVER,SM,120,82
UNDERWOOD SOUTH,SM,81,109
SOUTH STEVENSON,SM,27,30
ROCK CREEK,SM,88,57
CARSON CREEK,SM,150,87
UNDERWOOD NORTH,SM,94,129
SKAMANIA(*),SM,0,0
SKYE,SM,113,79
HOT SPRINGS SOUTH,SM,88,68
NORTH STEVENSON,SM,72,115
CHENOWITH,SM,89,66
MT. PLEASANT,SM,124,47
BEAR PRAIRIE,SM,118,42
CASCADES(*),SM,0,0
CAPE HORN,SM,143,78
NELSON CREEK,SM,42,59
HOT SPRINGS NORTH,SM,57,42
LEWIS RIVER,SM,14,3
UPPER WASHOUGAL,SM,131,68
WIND MOUNTAIN,SM,62,61
MAPLE VIEW,SM,128,140
Total,SM,2290,1709
