Row Label,County,Clint Didier,Dan Newhouse
Touchet 4 55,WL,164,149
Wallula 59,WL,26,11
Ice Harbor 34,WL,300,142
Burbank 38(*),WL,0,0
McNary 54,WL,164,93
Eureka 4 43(*),WL,0,0
Total,WL,968,608
Frenchtown 4 45,WL,30,15
