Row Label,County,Jaime Herrera Beutler,Bob Dingethal
02 - GRAYS RIVER,WK,68,49
07 - COLUMBIA,WK,134,96
10 - SOUTH CATHLAMET,WK,75,58
03 - ROSBURG / ALTOONA,WK,95,51
11 - NORTH CATHLAMET,WK,28,34
05 - ELOCHOMAN,WK,176,78
04 - SKAMOKAWA,WK,76,73
09 - WEST PUGET ISLAND,WK,151,119
08 - EAST PUGET ISLAND,WK,86,68
06 - ROSEDALE,WK,99,42
Total,WK,1062,706
01 - DEEP RIVER,WK,74,38
