Row Label,County,Yes,No
0134,YA,327,467
4303,YA,84,59
0130,YA,120,137
0131,YA,153,158
0132,YA,127,197
0133,YA,266,367
0138,YA,266,337
0139,YA,237,273
4005,YA,137,124
4604(*),YA,0,0
1301,YA,125,104
0140,YA,122,121
0142,YA,268,207
0308,YA,0,0
0307,YA,9,11
0306,YA,207,155
0305,YA,7,8
0304,YA,60,64
0303,YA,132,112
0302,YA,128,121
0301,YA,47,35
0127,YA,177,136
0126,YA,73,82
0124,YA,44,52
0120,YA,109,115
2701,YA,403,321
0129,YA,88,104
3401,YA,59,69
1701,YA,129,126
1702,YA,13,20
1703,YA,146,111
1704,YA,0,0
1705,YA,211,206
1706,YA,166,137
1708,YA,136,108
4401,YA,114,115
4402,YA,140,113
5010,YA,58,67
0113,YA,99,86
0110,YA,120,120
0111,YA,134,112
0116,YA,164,294
5016,YA,111,52
0118,YA,80,75
4106,YA,209,143
3308,YA,242,159
3309,YA,113,134
3306,YA,111,80
3304,YA,232,193
3305,YA,243,132
3303,YA,92,84
3301,YA,162,145
4801,YA,406,237
4802,YA,331,308
2301,YA,144,109
2303,YA,135,121
2306,YA,224,142
5003,YA,232,132
5001,YA,60,42
0104,YA,114,109
0101,YA,91,86
0103,YA,88,83
4114,YA,94,44
4115,YA,141,98
0901,YA,75,70
4625,YA,8,4
4626,YA,13,4
4111,YA,300,180
3311,YA,409,317
3310,YA,167,120
3313,YA,91,60
3504,YA,13,2
4605(*),YA,0,0
4623,YA,34,9
4624,YA,124,94
4112,YA,341,246
0190,YA,127,137
5014,YA,242,148
0179,YA,235,238
0170,YA,147,202
0173,YA,159,155
0175,YA,108,113
0177,YA,264,270
4101,YA,92,75
3004,YA,9,7
4102,YA,265,148
4105,YA,117,79
4104,YA,178,109
3002,YA,58,41
4109,YA,308,215
4108,YA,165,130
1901,YA,82,54
0185,YA,258,256
0184,YA,210,147
0187,YA,223,221
0186,YA,304,266
0181,YA,281,252
0180,YA,142,136
0183,YA,187,239
0182,YA,347,371
0501,YA,126,128
0189,YA,170,170
0188,YA,292,274
1502,YA,228,213
1503,YA,248,197
1501,YA,167,114
1504,YA,251,230
3602,YA,356,305
0169,YA,265,303
0168,YA,234,302
0001,YA,0,0
3605,YA,443,284
0163,YA,215,299
0162,YA,140,103
0167,YA,250,305
4627,YA,62,65
4608,YA,68,69
4609,YA,119,73
4606,YA,209,181
5101,YA,100,90
4602,YA,112,77
4603,YA,285,197
4601,YA,99,105
3206,YA,253,248
3205,YA,311,255
3204,YA,35,25
3203,YA,281,238
4628,YA,67,48
3208,YA,37,32
1103,YA,168,131
1101,YA,175,133
2103,YA,155,158
2101,YA,205,207
3904,YA,77,65
3905,YA,63,59
3901,YA,318,162
3902,YA,91,67
3903,YA,487,289
3601,YA,16,18
4618,YA,152,112
4615,YA,174,136
4616,YA,93,56
3104,YA,185,138
3105,YA,31,16
3106,YA,220,141
4003,YA,314,226
3101,YA,335,260
3102,YA,182,133
3103,YA,109,94
5012,YA,179,123
5020,YA,145,120
2501,YA,151,154
4504,YA,158,146
5202,YA,0,0
4501,YA,58,50
4503,YA,28,15
3701,YA,162,121
0156,YA,107,111
0154,YA,204,207
0155,YA,226,204
0153,YA,202,170
0150,YA,113,108
4001,YA,69,54
0701,YA,51,37
Total,YA,26260,22761
4002,YA,77,59
0158,YA,99,92
