Row Label,County,Eddie Yoon,Charles W. Johnson
669,CR,120,300
668,CR,109,385
667,CR,79,277
664,CR,147,338
663,CR,120,209
662,CR,116,373
660,CR,144,332
130,CR,167,334
571,CR,122,316
490,CR,110,234
491,CR,6,27
626,CR,140,310
692,CR,150,362
693,CR,97,176
690,CR,160,336
691,CR,135,312
696,CR,136,410
697,CR,177,406
694,CR,45,134
695,CR,160,345
698,CR,114,318
699,CR,134,287
450,CR,163,395
540,CR,148,357
340,CR,152,311
400,CR,78,189
930,CR,114,344
452,CR,107,317
935,CR,126,352
570,CR,132,330
678,CR,82,274
679,CR,79,239
674,CR,97,305
675,CR,94,236
677,CR,148,311
670,CR,138,356
672,CR,127,261
455,CR,102,252
120,CR,184,355
914,CR,123,353
917,CR,67,239
528,CR,146,313
910,CR,119,313
537,CR,68,120
415,CR,97,251
535,CR,156,433
410,CR,174,375
913,CR,134,390
298,CR,84,212
530,CR,77,137
296,CR,110,216
370,CR,94,253
294,CR,101,212
912,CR,111,275
925,CR,110,294
290,CR,129,323
538,CR,73,166
591,CR,194,453
590,CR,158,446
593,CR,131,355
592,CR,183,395
595,CR,79,190
594,CR,6,10
597,CR,21,33
200,CR,164,332
598,CR,3,11
629,CR,119,300
700,CR,20,59
190,CR,182,316
985,CR,107,274
390,CR,181,380
110,CR,172,333
113,CR,69,188
112,CR,13,29
250,CR,152,389
536,CR,63,228
628,CR,147,355
524,CR,23,28
525,CR,97,223
527,CR,121,284
520,CR,77,192
521,CR,5,5
522,CR,57,116
523,CR,4,7
420,CR,122,340
423,CR,123,237
255,CR,134,325
425,CR,104,232
424,CR,131,391
360,CR,153,343
426,CR,198,426
586,CR,120,276
587,CR,131,258
449,CR,178,433
448,CR,156,414
582,CR,128,238
583,CR,113,257
580,CR,79,229
581,CR,80,144
441,CR,166,299
440,CR,95,371
447,CR,140,446
446,CR,122,299
445,CR,188,399
444,CR,160,444
245,CR,128,377
920,CR,110,279
108,CR,159,292
240,CR,144,436
102,CR,100,266
100,CR,155,351
615,CR,64,154
106,CR,133,278
649,CR,111,291
104,CR,124,359
903,CR,158,324
900,CR,107,321
905,CR,159,323
641,CR,54,135
640,CR,131,325
643,CR,146,297
642,CR,48,161
645,CR,190,372
644,CR,145,340
647,CR,96,216
646,CR,73,150
436,CR,76,182
510,CR,91,243
434,CR,101,219
435,CR,100,244
515,CR,164,380
430,CR,115,214
588,CR,81,188
579,CR,3,11
578,CR,18,26
627,CR,130,332
338,CR,140,301
625,CR,133,352
624,CR,37,71
335,CR,130,238
451,CR,141,331
337,CR,136,290
453,CR,124,311
577,CR,158,434
330,CR,130,347
456,CR,168,462
574,CR,8,13
600,CR,62,190
175,CR,130,212
257,CR,151,331
170,CR,131,260
543,CR,119,346
654,CR,99,222
656,CR,80,161
710,CR,72,140
180,CR,119,246
655,CR,145,279
652,CR,146,280
653,CR,118,268
650,CR,149,312
651,CR,99,237
505,CR,153,390
502,CR,117,298
503,CR,103,254
500,CR,141,369
659,CR,137,347
630,CR,106,281
631,CR,152,384
632,CR,77,170
633,CR,129,294
634,CR,125,267
635,CR,115,245
636,CR,120,273
560,CR,116,341
639,CR,130,282
545,CR,89,250
460,CR,193,473
566,CR,81,224
225,CR,134,497
160,CR,110,262
220,CR,116,242
964,CR,151,314
965,CR,148,297
966,CR,90,204
967,CR,88,203
960,CR,169,360
961,CR,21,63
962,CR,97,250
963,CR,98,265
968,CR,102,302
969,CR,79,188
658,CR,111,309
720,CR,96,272
947,CR,115,262
575(*),CR,0,0
605,CR,143,296
150,CR,96,193
153,CR,87,224
606,CR,33,57
395,CR,57,85
603,CR,84,201
555,CR,164,392
550,CR,134,423
553,CR,116,311
584,CR,102,302
681,CR,120,257
959,CR,3,17
958,CR,28,50
951,CR,129,267
950,CR,150,299
953,CR,61,142
576(*),CR,0,0
957,CR,40,63
638,CR,128,294
327,CR,145,351
585,CR,166,387
325,CR,92,269
620,CR,159,351
147,CR,133,265
618,CR,144,358
563,CR,162,366
613,CR,66,165
610,CR,196,441
617,CR,125,324
565,CR,116,262
511,CR,11,17
648,CR,109,255
487,CR,61,165
485,CR,93,253
673,CR,152,368
483,CR,170,489
573,CR,185,409
480,CR,187,443
686,CR,100,242
432,CR,86,245
940,CR,147,304
680,CR,124,262
470,CR,137,469
689,CR,164,320
688,CR,119,267
350,CR,127,276
685,CR,50,83
687,CR,136,303
Total,CR,28043,67125
572,CR,175,417
596(*),CR,0,0
683,CR,128,282
682,CR,128,281
