Row Label,County,Repealed,Maintained
NORTH BONNEVILLE,SM,172,126
STABLER,SM,161,110
UNDERWOOD SOUTH,SM,73,100
WIND RIVER,SM,113,75
CAPE HORN,SM,129,72
SKAMANIA,SM,159,88
ROCK CREEK,SM,89,45
CARSON CREEK,SM,152,63
SOUTH STEVENSON,SM,33,17
SKYE,SM,94,79
HOT SPRINGS SOUTH,SM,71,60
NORTH STEVENSON,SM,88,76
CHENOWITH,SM,76,57
MT. PLEASANT,SM,93,67
BEAR PRAIRIE,SM,89,60
CASCADES,SM,2,7
NELSON CREEK,SM,43,48
HOT SPRINGS NORTH,SM,63,25
LEWIS RIVER,SM,14,4
UNDERWOOD NORTH,SM,101,99
UPPER WASHOUGAL,SM,121,66
WIND MOUNTAIN,SM,68,43
MAPLE VIEW,SM,133,112
Total,SM,2137,1499
