Row Label,County,Repealed,Maintained
BELFAIR,MA,266,192
MILL CREEK,MA,334,330
HARSTINE,MA,342,405
DAYTON,MA,248,180
DOWNTOWN,MA,215,212
AIRPORT,MA,355,341
MATLOCK,MA,283,231
AGATE,MA,286,227
JOHN&#39;S PRAIRIE,MA,238,162
OLYMPIC VIEW,MA,311,281
ISABELLA,MA,190,147
CUSHMAN,MA,357,265
MASON LAKE,MA,237,228
SAND HILL,MA,319,253
KAMILCHE POINT,MA,122,169
HILLCREST,MA,176,176
EELLS,MA,88,115
BORDEAUX,MA,48,33
ANGLESIDE,MA,299,232
ARCADIA,MA,308,329
HOOD CANAL,MA,356,279
UNION,MA,431,407
LIMERICK,MA,425,330
FAWN LAKE,MA,330,278
TIGER LAKE,MA,173,135
PICKERING,MA,264,248
CALLANAN,MA,8,13
KAMILCHE,MA,125,112
VICTOR,MA,222,189
TWANOH,MA,185,162
OAKLAND BAY,MA,241,196
TAHUYA,MA,303,244
ALLYN,MA,496,454
DEWATTO,MA,346,265
TIMBERLAKE,MA,341,291
GRAPEVIEW,MA,358,311
FAIR HARBOR,MA,223,191
TRAIL&#39;S END,MA,325,275
SKOKOMISH,MA,55,54
Total,MA,10229,8942
