Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,SJ,NULL,2869,5452
San Juan South East,11,SJ,NULL,142,237
San Juan South West,12,SJ,NULL,158,399
San Juan Central,13,SJ,NULL,213,361
San Juan West,14,SJ,NULL,201,348
San Juan North,15,SJ,NULL,186,290
San Juan East,16,SJ,NULL,146,281
Turn Point,17,SJ,NULL,82,171
Waldron &amp; Outer Is,21,SJ,NULL,21,48
Orcas West,22,SJ,NULL,224,419
Orcas Central,23,SJ,NULL,206,425
Eastsound,24,SJ,NULL,229,448
Orcas East,25,SJ,NULL,172,382
Blakely &amp; Outer Is,26,SJ,NULL,15,19
Lopez North,31,SJ,NULL,266,584
Lopez South,32,SJ,NULL,184,437
Decatur and Outer Is,33,SJ,NULL,24,25
Shaw,41,SJ,NULL,38,71
Friday Harbor North,101,SJ,NULL,220,281
Friday Harbor South,102,SJ,NULL,142,226
