Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,DG,NULL,5212,4365
PRECINCT 101,101,DG,NULL,107,112
PRECINCT 102,102,DG,NULL,191,211
PRECINCT 103,103,DG,NULL,41,49
PRECINCT 104,104,DG,NULL,231,228
PRECINCT 105,105,DG,NULL,83,51
PRECINCT 106,106,DG,NULL,109,65
PRECINCT 107,107,DG,NULL,94,85
PRECINCT 108,108,DG,NULL,104,90
PRECINCT 109,109,DG,NULL,76,62
PRECINCT 110,110,DG,NULL,122,135
PRECINCT 111,111,DG,NULL,194,170
PRECINCT 112,112,DG,NULL,102,112
PRECINCT 113,113,DG,NULL,112,84
PRECINCT 114,114,DG,NULL,89,77
PRECINCT 201,201,DG,NULL,136,86
PRECINCT 202,202,DG,NULL,46,56
PRECINCT 203,203,DG,NULL,137,124
PRECINCT 204,204,DG,NULL,159,156
PRECINCT 205,205,DG,NULL,258,132
PRECINCT 206,206,DG,NULL,100,82
PRECINCT 207,207,DG,NULL,187,141
PRECINCT 208,208,DG,NULL,94,67
PRECINCT 209,209,DG,NULL,208,109
PRECINCT 210,210,DG,NULL,59,48
PRECINCT 211,211,DG,NULL,50,37
PRECINCT 212,212,DG,NULL,104,106
PRECINCT 213,213,DG,NULL,120,47
PRECINCT 214,214,DG,NULL,42,29
PRECINCT 215,215,DG,NULL,148,118
PRECINCT 301,301,DG,NULL,185,210
PRECINCT 302,302,DG,NULL,122,197
PRECINCT 303,303,DG,NULL,136,78
PRECINCT 304,304,DG,NULL,35,27
PRECINCT 305,305,DG,NULL,103,46
PRECINCT 306,306,DG,NULL,86,83
PRECINCT 307,307,DG,NULL,30,27
PRECINCT 308,308,DG,NULL,33,27
PRECINCT 309,309,DG,NULL,63,22
PRECINCT 310,310,DG,NULL,67,43
PRECINCT 311,311,DG,NULL,84,62
PRECINCT 312,312,DG,NULL,115,79
PRECINCT 313,313,DG,NULL,34,21
PRECINCT 314,314,DG,NULL,21,36
PRECINCT 315,315,DG,NULL,177,172
PRECINCT 316,316,DG,NULL,145,134
PRECINCT 317,317,DG,NULL,222,187
PRECINCT 318,318,DG,NULL,51,45
