Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,MA,NULL,13321
PICKERING,113,MA,NULL,354
HARSTINE,114,MA,NULL,496
GRAPEVIEW,115,MA,NULL,476
MASON LAKE,116,MA,NULL,317
FAIR HARBOR,117,MA,NULL,277
ALLYN,118,MA,NULL,659
VICTOR,119,MA,NULL,263
BELFAIR,120,MA,NULL,324
TIGER LAKE,121,MA,NULL,218
DEWATTO,122,MA,NULL,414
TAHUYA,123,MA,NULL,380
SAND HILL,124,MA,NULL,432
TRAIL&#39;S END,125,MA,NULL,414
TWANOH,126,MA,NULL,242
BORDEAUX,205,MA,NULL,63
KAMILCHE POINT,207,MA,NULL,214
UNION,227,MA,NULL,576
SKOKOMISH,228,MA,NULL,91
HOOD CANAL,229,MA,NULL,409
CUSHMAN,230,MA,NULL,468
EELLS,231,MA,NULL,126
MATLOCK,232,MA,NULL,317
DAYTON,233,MA,NULL,290
KAMILCHE,234,MA,NULL,161
ISABELLA,235,MA,NULL,218
AIRPORT,236,MA,NULL,452
JOHN&#39;S PRAIRIE,237,MA,NULL,290
LIMERICK,238,MA,NULL,531
OLYMPIC VIEW,301,MA,NULL,447
DOWNTOWN,302,MA,NULL,312
ANGLESIDE,303,MA,NULL,386
HILLCREST,304,MA,NULL,275
FAWN LAKE,306,MA,NULL,439
ARCADIA,308,MA,NULL,414
MILL CREEK,309,MA,NULL,452
AGATE,310,MA,NULL,344
OAKLAND BAY,311,MA,NULL,286
TIMBERLAKE,312,MA,NULL,482
CALLANAN,339,MA,NULL,12
