Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,ST,NULL,9627,3331
ADDY,1,ST,NULL,235,79
CAMAS,3,ST,NULL,172,89
CAMAS PRAIRIE,4,ST,NULL,125,57
COLUMBIA,5,ST,NULL,244,137
COLVILLE VALLEY,6,ST,NULL,345,89
DAISY,7,ST,NULL,118,39
ECHO,8,ST,NULL,221,70
EVANS,9,ST,NULL,128,44
HUNTERS,10,ST,NULL,216,88
KELLY HILL,11,ST,NULL,67,19
LOON LAKE 1,12,ST,NULL,327,64
LOON LAKE 2,13,ST,NULL,182,44
MILL CREEK,14,ST,NULL,80,46
NARCISSE,15,ST,NULL,237,88
ONION CREEK,16,ST,NULL,69,39
RICE,19,ST,NULL,96,54
ROCK CUT,20,ST,NULL,40,25
SUMMIT,21,ST,NULL,147,66
FIRST THOUGHT,22,ST,NULL,34,9
WELLPINIT,24,ST,NULL,115,33
WILLIAMS VALLEY,25,ST,NULL,303,106
TUM TUM 1,26,ST,NULL,134,54
TUM TUM 2,27,ST,NULL,288,78
WALKERS PRAIRIE,28,ST,NULL,160,88
STONE LODGE,29,ST,NULL,239,68
TUM TUM 3,39,ST,NULL,323,114
TUM TUM 4,40,ST,NULL,187,69
TUM TUM 5,41,ST,NULL,228,63
MEYERS FALLS 1,42,ST,NULL,168,60
MEYERS FALLS 2,43,ST,NULL,311,78
QUARTZITE 1,44,ST,NULL,337,113
QUARTZITE 2,45,ST,NULL,175,62
VALLEY 1,46,ST,NULL,34,15
VALLEY 2,47,ST,NULL,132,54
ARDEN 1,48,ST,NULL,171,57
ARDEN 2,49,ST,NULL,207,68
CLAYTON 1,50,ST,NULL,146,60
CLAYTON 2,51,ST,NULL,255,90
ORIN 1,52,ST,NULL,162,41
ORIN 2,53,ST,NULL,177,66
WAITTS LAKE,54,ST,NULL,207,96
ECHO VALLEY,55,ST,NULL,119,49
CHEWELAH 1,101,ST,NULL,179,52
CHEWELAH 2,102,ST,NULL,70,34
CHEWELAH 3,103,ST,NULL,130,51
CHEWELAH FORE,104,ST,NULL,99,24
COLVILLE 1,105,ST,NULL,94,26
COLVILLE 2,106,ST,NULL,128,28
COLVILLE 3,107,ST,NULL,113,35
COLVILLE 4,108,ST,NULL,233,70
COLVILLE 5,109,ST,NULL,195,55
COLVILLE 6,110,ST,NULL,137,29
COLVILLE 7,111,ST,NULL,131,35
KETTLE FALLS 1,114,ST,NULL,189,69
KETTLE FALLS 2,115,ST,NULL,131,35
MARCUS,116,ST,NULL,39,13
NORTHPORT,117,ST,NULL,60,23
SPRINGDALE,118,ST,NULL,38,24
