Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,LI,NULL,2327,1705
ALMIRA RURAL,1,LI,NULL,19,11
BLUESTEM,2,LI,NULL,12,7
CANBY,3,LI,NULL,24,10
CRESTON RURAL,4,LI,NULL,29,20
WHEATLAND,5,LI,NULL,50,35
DAVENPORT RURAL,6,LI,NULL,48,35
DOWNS,7,LI,NULL,12,8
EARL,8,LI,NULL,19,13
EDWALL,9,LI,NULL,44,19
EGYPT,10,LI,NULL,68,46
ENOS,11,LI,NULL,11,7
GOVAN,12,LI,NULL,10,9
GRAND COULEE,13,LI,NULL,12,24
GRAVELLE,14,LI,NULL,13,25
HARR RURAL,15,LI,NULL,26,24
HAWK CREEK,16,LI,NULL,45,29
IRBY,17,LI,NULL,16,13
KELLER,18,LI,NULL,36,26
LAKEVIEW,19,LI,NULL,73,41
LAMONA,20,LI,NULL,15,12
EAST LARENE,21,LI,NULL,50,36
WEST LARENE,22,LI,NULL,18,17
LAYTON,23,LI,NULL,10,4
LONG LAKE,24,LI,NULL,52,20
MOHLER,25,LI,NULL,29,20
MONDOVI,26,LI,NULL,44,34
ODESSA RURAL,27,LI,NULL,49,33
PEACH,28,LI,NULL,66,53
N REARDAN RURAL,29,LI,NULL,24,22
S REARDAN RURAL,30,LI,NULL,23,25
RIVERVIEW,31,LI,NULL,78,65
SEVEN BAYS,32,LI,NULL,31,31
SHERMAN,33,LI,NULL,35,23
SPRAGUE RURAL,34,LI,NULL,47,55
SPRING CREEK,35,LI,NULL,48,19
WILBUR RURAL,36,LI,NULL,43,41
WAUKON,37,LI,NULL,25,17
WILSON CREEK,38,LI,NULL,16,16
ALMIRA IN,39,LI,NULL,61,32
CRESTON IN,40,LI,NULL,42,39
DAVENPORT IN,41,LI,NULL,316,250
HARRINGTON IN,42,LI,NULL,78,49
ODESSA IN,43,LI,NULL,191,120
REARDAN IN,44,LI,NULL,110,82
SPRAGUE IN,45,LI,NULL,71,48
WILBUR IN,46,LI,NULL,188,140
