Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,CM,NULL,12946,13390
PORT ANGELES 101,101,CM,NULL,167,177
PORT ANGELES 102,102,CM,NULL,282,278
PORT ANGELES 103,103,CM,NULL,279,299
PORT ANGELES 104,104,CM,NULL,174,224
PORT ANGELES 105,105,CM,NULL,254,267
PORT ANGELES 106,106,CM,NULL,202,240
PORT ANGELES 107,107,CM,NULL,264,336
PORT ANGELES 108,108,CM,NULL,143,147
PORT ANGELES 109,109,CM,NULL,367,319
PORT ANGELES 110,110,CM,NULL,49,81
PORT ANGELES 111,111,CM,NULL,311,305
PORT ANGELES 112,112,CM,NULL,163,183
PORT ANGELES 113,113,CM,NULL,191,172
AGNEW 201,201,CM,NULL,224,176
BEAVER 204,204,CM,NULL,183,153
BELLEVIEW 205,205,CM,NULL,271,226
BELL HILL 207,207,CM,NULL,205,306
BLACK DIAMOND 208,208,CM,NULL,131,179
BLUE MOUNTAIN 209,209,CM,NULL,252,241
BLUFFS 210,210,CM,NULL,156,129
BLYN 211,211,CM,NULL,210,219
BOGACHIEL 212,212,CM,NULL,103,72
CARLSBORG 214,214,CM,NULL,193,183
CLALLAM BAY 215,215,CM,NULL,129,113
CLARK 216,216,CM,NULL,97,82
CLINE 217,217,CM,NULL,209,281
COYOTE 218,218,CM,NULL,262,285
DEER PARK 220,220,CM,NULL,264,273
DIAMOND POINT 221,221,CM,NULL,265,238
DUNGENESS EAST 222,222,CM,NULL,253,347
DUNGENESS WEST 223,223,CM,NULL,132,146
DRY CREEK 224,224,CM,NULL,202,208
EAGLE 226,226,CM,NULL,189,199
ELK 229,229,CM,NULL,58,67
ELWHA 230,230,CM,NULL,79,71
FAIRVIEW 232,232,CM,NULL,262,274
FRESHWATER BAY 233,233,CM,NULL,329,328
HAPPY VALLEY 237,237,CM,NULL,145,130
JAMESTOWN 240,240,CM,NULL,157,184
JOYCE 241,241,CM,NULL,312,268
LOST MOUNTAIN 245,245,CM,NULL,140,190
MILLER PENINSULA 246,246,CM,NULL,121,170
MACLEAY 247,247,CM,NULL,249,231
MADISON CREEK 248,248,CM,NULL,104,77
MONTERRA 249,249,CM,NULL,232,254
MOUNT ANGELES 250,250,CM,NULL,136,173
MOUNT PLEASANT 251,251,CM,NULL,208,237
NEAH BAY 252,252,CM,NULL,83,110
OBRIEN 253,253,CM,NULL,189,225
OLYMPIC 254,254,CM,NULL,186,171
PORT WILLIAMS 258,258,CM,NULL,135,143
PRAIRIE NORTH 259,259,CM,NULL,234,222
PRAIRIE SOUTH 260,260,CM,NULL,245,224
QUILEUTE 262,262,CM,NULL,93,66
RIVERSIDE 265,265,CM,NULL,229,242
ROBIN HILL 266,266,CM,NULL,201,186
SUN 269,269,CM,NULL,76,79
SUNLAND NORTH 270,270,CM,NULL,229,287
SUNLAND SOUTH 271,271,CM,NULL,187,145
FORKS 301,301,CM,NULL,133,124
FORKS 302,302,CM,NULL,202,175
SEQUIM 401,401,CM,NULL,128,131
SEQUIM 402,402,CM,NULL,125,139
SEQUIM 403,403,CM,NULL,265,229
SEQUIM 404,404,CM,NULL,308,338
SEQUIM 405,405,CM,NULL,192,214
SEQUIM 406,406,CM,NULL,198,202
