Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,GY,NULL,12589
Taholah 002,2,GY,NULL,155
Quinault 004,4,GY,NULL,93
Neilton 006,6,GY,NULL,42
Pacific Beach 008,8,GY,NULL,130
Moclips 010,10,GY,NULL,19
Ocean City 012,12,GY,NULL,166
Burrows 014,14,GY,NULL,13
Wilderness 016,16,GY,NULL,70
Humptulips 018,18,GY,NULL,32
Axford 020,20,GY,NULL,83
Dekay 022,22,GY,NULL,41
Hoquiam Rural 024,24,GY,NULL,185
Stover 026,26,GY,NULL,34
North Wishkah 028,28,GY,NULL,1
Wishkah 030,30,GY,NULL,153
Cutoff032,32,GY,NULL,54
Coats Landing 034,34,GY,NULL,164
Geissler 036,36,GY,NULL,29
Aberdeen Lake 038,38,GY,NULL,2
Reynvaan 040,40,GY,NULL,83
Wynoochee 042,42,GY,NULL,4
Boundary 044,44,GY,NULL,28
Black Creek 046,46,GY,NULL,283
Brady 048,48,GY,NULL,244
Riviera 050,50,GY,NULL,22
Satsop 052,52,GY,NULL,110
Calder 056,56,GY,NULL,159
Bush 058,58,GY,NULL,340
McCleary Rural 060,60,GY,NULL,237
Porter 062,62,GY,NULL,112
Cedar Creek 064,64,GY,NULL,56
Chehalis 066,66,GY,NULL,4
Blockhouse 068,68,GY,NULL,184
Delezenne 070,70,GY,NULL,225
Melbourne 072,72,GY,NULL,193
Devonshire 074,74,GY,NULL,174
Vesta 076,76,GY,NULL,29
Artic 078,78,GY,NULL,33
Central Park 080,80,GY,NULL,374
Lois Lane 082,82,GY,NULL,77
Blue Slough 084,84,GY,NULL,125
Sierra 086,86,GY,NULL,1
Lund 088,88,GY,NULL,43
Newskah 090,90,GY,NULL,11
Ocosta 092,92,GY,NULL,0
Johns River 094,94,GY,NULL,183
Grayland 096,96,GY,NULL,202
Cohasset 098,98,GY,NULL,126
Aberdeen 111,111,GY,NULL,380
Aberdeen 121,121,GY,NULL,348
Aberdeen 131,131,GY,NULL,475
Aberdeen 132,132,GY,NULL,0
Aberdeen 141,141,GY,NULL,307
Aberdeen 142,142,GY,NULL,249
Aberdeen 151,151,GY,NULL,214
Aberdeen 161,161,GY,NULL,365
Cosmopolis 201,201,GY,NULL,351
Elma 301,301,GY,NULL,149
Elma 302,302,GY,NULL,313
Hoquiam 411,411,GY,NULL,234
Hoquiam 421,421,GY,NULL,209
Hoquiam 431,431,GY,NULL,252
Hoquiam 441,441,GY,NULL,266
Hoquiam 451,451,GY,NULL,201
Hoquiam 461,461,GY,NULL,218
McCleary 501,501,GY,NULL,258
Montesano 601,601,GY,NULL,416
Montesano 602,602,GY,NULL,452
Montesano 603,603,GY,NULL,0
Oakville 701,701,GY,NULL,94
Ocean Shores 801,801,GY,NULL,392
Ocean Shores 802,802,GY,NULL,507
Ocean Shores 803,803,GY,NULL,458
Westport 901,901,GY,NULL,353
