Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,SK,NULL,24667
ALDER,101,SK,NULL,145
ALGER,102,SK,NULL,177
ALLEN,103,SK,NULL,91
DUNBAR,104,SK,NULL,48
AVON,105,SK,NULL,246
SAUK,107,SK,NULL,294
BAY VIEW,108,SK,NULL,232
BELFAST,109,SK,NULL,132
BIG LAKE,110,SK,NULL,318
BIRDSVIEW,111,SK,NULL,304
BOW,113,SK,NULL,360
CASCADE,114,SK,NULL,52
CEDARDALE,115,SK,NULL,82
CLEAR LAKE,116,SK,NULL,265
COUNTRY CLUB,117,SK,NULL,108
CONWAY,118,SK,NULL,107
DEWEY,119,SK,NULL,453
DIGBY,120,SK,NULL,24
DODGE VALLEY,121,SK,NULL,134
EDISON,122,SK,NULL,151
FIR,124,SK,NULL,114
FRUITDALE,125,SK,NULL,128
GEAR,126,SK,NULL,272
GUEMES,127,SK,NULL,254
HAMBURG,128,SK,NULL,129
HARMONY,129,SK,NULL,152
LAKE SIXTEEN,130,SK,NULL,137
LOOKOUT,132,SK,NULL,312
MANSFORD,133,SK,NULL,41
MAPES,134,SK,NULL,111
MARCH POINT,135,SK,NULL,17
MCMURRAY WEST,136,SK,NULL,139
MCRAE,137,SK,NULL,380
MCMURRAY EAST,138,SK,NULL,51
MINKLER,139,SK,NULL,171
MONTBORNE,140,SK,NULL,363
NOOKACHAMPS,141,SK,NULL,150
SKYRIDGE,144,SK,NULL,222
PRAIRIE,145,SK,NULL,271
POINT WILLIAMS,146,SK,NULL,206
RIDGEWAY,147,SK,NULL,189
ROCKPORT,148,SK,NULL,242
SHELTER BAY,149,SK,NULL,310
SNEE OOSH,150,SK,NULL,224
STERLING,151,SK,NULL,77
SWINOMISH,153,SK,NULL,318
TINGLEY,154,SK,NULL,145
VAN FLEET,155,SK,NULL,228
VEDERE,156,SK,NULL,188
WHITNEY,157,SK,NULL,113
ROSARIO,158,SK,NULL,378
TERRACE,159,SK,NULL,430
STARBIRD,160,SK,NULL,207
FIDALGO,164,SK,NULL,320
GAGES,165,SK,NULL,64
SAMISH,166,SK,NULL,193
COLLINS,167,SK,NULL,142
BLANCHARD,168,SK,NULL,270
VIEW TERRACE,170,SK,NULL,0
LAKE CAVANAUGH,171,SK,NULL,64
LITTLE MOUNTAIN,172,SK,NULL,110
RIVERBEND,173,SK,NULL,16
PADILLA,174,SK,NULL,55
FREDONIA,176,SK,NULL,56
ANACORTES  1,201,SK,NULL,239
ANACORTES  4,204,SK,NULL,204
ANACORTES 5,205,SK,NULL,9
ANACORTES  6,206,SK,NULL,241
ANACORTES  7,207,SK,NULL,534
ANACORTES  9,209,SK,NULL,293
ANACORTES 11,211,SK,NULL,398
ANACORTES 17,217,SK,NULL,509
ANACORTES 20,220,SK,NULL,433
ANACORTES 21,221,SK,NULL,550
ANACORTES 22,222,SK,NULL,405
ANACORTES 24,224,SK,NULL,573
MOUNT VERNON  1,301,SK,NULL,115
MOUNT VERNON  2,302,SK,NULL,131
MOUNT VERNON  3,303,SK,NULL,259
MOUNT VERNON  4,304,SK,NULL,407
MOUNT VERNON  5,305,SK,NULL,79
MOUNT VERNON  6,306,SK,NULL,236
MOUNT VERNON  7,307,SK,NULL,293
MOUNT VERNON  8,308,SK,NULL,496
MOUNT VERNON  9,309,SK,NULL,141
MOUNT VERNON 10,310,SK,NULL,161
MOUNT VERNON 11,311,SK,NULL,252
MOUNT VERNON 12,312,SK,NULL,126
MOUNT VERNON 14,314,SK,NULL,384
MOUNT VERNON 15,315,SK,NULL,188
MOUNT VERNON 16,316,SK,NULL,350
MOUNT VERNON 19,319,SK,NULL,308
MOUNT VERNON 21,321,SK,NULL,459
MOUNT VERNON 22,322,SK,NULL,443
MOUNT VERNON 27,327,SK,NULL,93
MOUNT VERNON 30,330,SK,NULL,330
SEDRO WOOLLEY  1,401,SK,NULL,269
SEDRO WOOLLEY  2,402,SK,NULL,290
SEDRO WOOLLEY  3,403,SK,NULL,221
SEDRO WOOLLEY  4,404,SK,NULL,279
SEDRO WOOLLEY  5,405,SK,NULL,368
SEDRO WOOLLEY  6,406,SK,NULL,280
SEDRO WOOLLEY  7,407,SK,NULL,7
BURLINGTON 1,501,SK,NULL,138
BURLINGTON 2,502,SK,NULL,150
BURLINGTON 3,503,SK,NULL,77
BURLINGTON 4,504,SK,NULL,224
BURLINGTON 5,505,SK,NULL,266
BURLINGTON 6,506,SK,NULL,145
BURLINGTON 7,507,SK,NULL,151
CONCRETE,601,SK,NULL,103
HAMILTON,701,SK,NULL,41
LA CONNER,801,SK,NULL,283
LYMAN,855,SK,NULL,54
