Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,KS,NULL,5319,7661
CLE ELUM 1,1,KS,NULL,66,127
CLE ELUM 2,2,KS,NULL,45,72
CLE ELUM 3,3,KS,NULL,29,41
CLE ELUM 4,4,KS,NULL,113,149
DENMARK,5,KS,NULL,169,332
EAST SANDERS,6,KS,NULL,110,253
EASTON,7,KS,NULL,134,230
ELLENSBURG 1,8,KS,NULL,30,22
ELLENSBURG 2,9,KS,NULL,62,23
ELLENSBURG 4,11,KS,NULL,43,13
ELLENSBURG 5,12,KS,NULL,56,40
ELLENSBURG 6,13,KS,NULL,43,24
ELLENSBURG 7,14,KS,NULL,21,35
ELLENSBURG 8,15,KS,NULL,52,39
ELLENSBURG 9,16,KS,NULL,50,49
ELLENSBURG 10,17,KS,NULL,89,69
ELLENSBURG 11,18,KS,NULL,89,56
ELLENSBURG 12,19,KS,NULL,93,49
ELLENSBURG 13,20,KS,NULL,74,35
ELLENSBURG 14,21,KS,NULL,93,53
ELLENSBURG 15,22,KS,NULL,100,79
ELLENSBURG 16,23,KS,NULL,141,116
ELLENSBURG 17,24,KS,NULL,144,88
ELLENSBURG 18,25,KS,NULL,23,14
ELLENSBURG 19,26,KS,NULL,175,149
ELLENSBURG 20,27,KS,NULL,52,43
ELLENSBURG 21,28,KS,NULL,70,67
ELLENSBURG 22,29,KS,NULL,81,109
ELLENSBURG 23,30,KS,NULL,129,101
ELLENSBURG 24,31,KS,NULL,200,207
HYAK,32,KS,NULL,40,64
KITTITAS 1,33,KS,NULL,45,96
MANASTASH,34,KS,NULL,100,202
MOUNTAIN,35,KS,NULL,75,76
NORTH CENTRAL,36,KS,NULL,99,193
NORTH ELLENSBURG,37,KS,NULL,168,292
PARK,38,KS,NULL,83,280
PEOH POINT,39,KS,NULL,109,229
RIDGEWAY,40,KS,NULL,207,333
ROSLYN 1,41,KS,NULL,100,89
ROSLYN 2,42,KS,NULL,100,59
DRY CREEK,43,KS,NULL,110,309
WESTSIDE,44,KS,NULL,198,235
ROSLYN OUTLYING,45,KS,NULL,20,36
SANDERS,46,KS,NULL,55,100
SOUTH CLE ELUM,47,KS,NULL,70,116
SOUTH ELLENSBURG,48,KS,NULL,192,269
SWAUK,50,KS,NULL,53,163
TEANAWAY,51,KS,NULL,111,214
THORP,52,KS,NULL,95,234
VANTAGE,53,KS,NULL,8,19
FAIRVIEW,54,KS,NULL,56,169
NORTHEAST FAIRVIEW,55,KS,NULL,98,264
THRALL,56,KS,NULL,95,235
DAMMAN,58,KS,NULL,130,223
KACHESS,59,KS,NULL,47,63
KITTITAS 2,60,KS,NULL,51,106
ELLENSBURG 25,61,KS,NULL,163,216
RONALD,62,KS,NULL,65,93
