Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,PI,NULL,8847,5783
02-117,2117,PI,NULL,228,191
02-120,2120,PI,NULL,241,162
02-121,2121,PI,NULL,333,174
02-122,2122,PI,NULL,323,178
02-123,2123,PI,NULL,326,207
02-124,2124,PI,NULL,252,160
02-125,2125,PI,NULL,275,125
02-126,2126,PI,NULL,312,207
02-127,2127,PI,NULL,200,89
02-128,2128,PI,NULL,349,146
02-129,2129,PI,NULL,198,109
02-130,2130,PI,NULL,191,73
02-131,2131,PI,NULL,410,173
02-133,2133,PI,NULL,86,51
02-134,2134,PI,NULL,337,228
02-135(*),2135,PI,NULL,0,0
02-136(*),2136,PI,NULL,0,0
02-137,2137,PI,NULL,7,4
02-138,2138,PI,NULL,393,262
02-139,2139,PI,NULL,278,226
02-140,2140,PI,NULL,326,257
02-141,2141,PI,NULL,356,223
02-142,2142,PI,NULL,225,136
02-148,2148,PI,NULL,306,262
02-150,2150,PI,NULL,256,200
02-151,2151,PI,NULL,105,86
02-153,2153,PI,NULL,262,219
02-154(*),2154,PI,NULL,0,0
02-157,2157,PI,NULL,39,22
02-159,2159,PI,NULL,181,147
25-278,25278,PI,NULL,136,66
25-279,25279,PI,NULL,301,178
25-280,25280,PI,NULL,372,253
28-585,28585,PI,NULL,115,68
28-587,28587,PI,NULL,191,157
28-588,28588,PI,NULL,301,253
28-589,28589,PI,NULL,311,218
