Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,YA,NULL,33407
0001,1,YA,NULL,0
0101,101,YA,NULL,132
0103,103,YA,NULL,131
0104,104,YA,NULL,161
0110,110,YA,NULL,167
0111,111,YA,NULL,179
0113,113,YA,NULL,129
0116,116,YA,NULL,282
0118,118,YA,NULL,112
0120,120,YA,NULL,164
0124,124,YA,NULL,75
0126,126,YA,NULL,116
0127,127,YA,NULL,219
0129,129,YA,NULL,145
0130,130,YA,NULL,168
0131,131,YA,NULL,197
0132,132,YA,NULL,203
0133,133,YA,NULL,395
0134,134,YA,NULL,521
0138,138,YA,NULL,436
0139,139,YA,NULL,371
0140,140,YA,NULL,178
0142,142,YA,NULL,351
0150,150,YA,NULL,160
0153,153,YA,NULL,229
0154,154,YA,NULL,265
0155,155,YA,NULL,294
0156,156,YA,NULL,170
0158,158,YA,NULL,137
0162,162,YA,NULL,177
0163,163,YA,NULL,340
0167,167,YA,NULL,335
0168,168,YA,NULL,340
0169,169,YA,NULL,374
0170,170,YA,NULL,229
0173,173,YA,NULL,216
0175,175,YA,NULL,165
0177,177,YA,NULL,368
0179,179,YA,NULL,335
0180,180,YA,NULL,185
0181,181,YA,NULL,359
0182,182,YA,NULL,495
0183,183,YA,NULL,271
0184,184,YA,NULL,266
0185,185,YA,NULL,325
0186,186,YA,NULL,431
0187,187,YA,NULL,283
0188,188,YA,NULL,379
0189,189,YA,NULL,216
0190,190,YA,NULL,178
0301,301,YA,NULL,57
0302,302,YA,NULL,182
0303,303,YA,NULL,172
0304,304,YA,NULL,92
0305,305,YA,NULL,8
0306,306,YA,NULL,251
0307,307,YA,NULL,15
0308,308,YA,NULL,0
0501,501,YA,NULL,194
0701,701,YA,NULL,69
0901,901,YA,NULL,107
1101,1101,YA,NULL,221
1103,1103,YA,NULL,231
1301,1301,YA,NULL,139
1501,1501,YA,NULL,220
1502,1502,YA,NULL,308
1503,1503,YA,NULL,274
1504,1504,YA,NULL,322
1701,1701,YA,NULL,199
1702,1702,YA,NULL,17
1703,1703,YA,NULL,185
1704,1704,YA,NULL,0
1705,1705,YA,NULL,308
1706,1706,YA,NULL,247
1708,1708,YA,NULL,171
1901,1901,YA,NULL,102
2101,2101,YA,NULL,301
2103,2103,YA,NULL,236
2301,2301,YA,NULL,186
2303,2303,YA,NULL,195
2306,2306,YA,NULL,270
2501,2501,YA,NULL,221
2701,2701,YA,NULL,530
3002,3002,YA,NULL,77
3004,3004,YA,NULL,10
3101,3101,YA,NULL,425
3102,3102,YA,NULL,214
3103,3103,YA,NULL,141
3104,3104,YA,NULL,226
3105,3105,YA,NULL,33
3106,3106,YA,NULL,264
3203,3203,YA,NULL,337
3204,3204,YA,NULL,32
3205,3205,YA,NULL,353
3206,3206,YA,NULL,322
3208,3208,YA,NULL,32
3301,3301,YA,NULL,205
3303,3303,YA,NULL,110
3304,3304,YA,NULL,279
3305,3305,YA,NULL,222
3306,3306,YA,NULL,143
3308,3308,YA,NULL,258
3309,3309,YA,NULL,191
3310,3310,YA,NULL,210
3311,3311,YA,NULL,491
3313,3313,YA,NULL,90
3401,3401,YA,NULL,103
3504,3504,YA,NULL,12
3601,3601,YA,NULL,32
3602,3602,YA,NULL,417
3605,3605,YA,NULL,457
3701,3701,YA,NULL,192
3901,3901,YA,NULL,306
3902,3902,YA,NULL,117
3903,3903,YA,NULL,529
3904,3904,YA,NULL,93
3905,3905,YA,NULL,79
4001,4001,YA,NULL,77
4002,4002,YA,NULL,101
4003,4003,YA,NULL,355
4005,4005,YA,NULL,181
4101,4101,YA,NULL,107
4102,4102,YA,NULL,235
4104,4104,YA,NULL,191
4105,4105,YA,NULL,135
4106,4106,YA,NULL,244
4108,4108,YA,NULL,166
4109,4109,YA,NULL,379
4111,4111,YA,NULL,318
4112,4112,YA,NULL,390
4114,4114,YA,NULL,86
4115,4115,YA,NULL,133
4303,4303,YA,NULL,99
4401,4401,YA,NULL,145
4402,4402,YA,NULL,165
4501,4501,YA,NULL,74
4503,4503,YA,NULL,30
4504,4504,YA,NULL,235
4601,4601,YA,NULL,117
4602,4602,YA,NULL,135
4603,4603,YA,NULL,301
4604,4604,YA,NULL,126
4605,4605,YA,NULL,2
4606,4606,YA,NULL,288
4608,4608,YA,NULL,96
4609,4609,YA,NULL,109
4615,4615,YA,NULL,230
4616,4616,YA,NULL,106
4618,4618,YA,NULL,187
4623,4623,YA,NULL,22
4624,4624,YA,NULL,143
4625,4625,YA,NULL,10
4626,4626,YA,NULL,13
4627,4627,YA,NULL,84
4628,4628,YA,NULL,89
4801,4801,YA,NULL,427
4802,4802,YA,NULL,415
5001,5001,YA,NULL,75
5003,5003,YA,NULL,253
5010,5010,YA,NULL,81
5012,5012,YA,NULL,216
5014,5014,YA,NULL,253
5016,5016,YA,NULL,118
5020,5020,YA,NULL,163
5101,5101,YA,NULL,116
5202,5202,YA,NULL,0
