Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,CZ,NULL,14878,16653
Alabama,1,CZ,NULL,152,134
Ammons,2,CZ,NULL,191,176
Arkansas,3,CZ,NULL,65,168
Bakers,4,CZ,NULL,9,13
Baltimore,5,CZ,NULL,276,191
Beacon,6,CZ,NULL,305,360
Boondox,7,CZ,NULL,7,10
Brynion,8,CZ,NULL,142,242
Burcham,9,CZ,NULL,429,353
Caples,10,CZ,NULL,81,149
Carrolls,11,CZ,NULL,209,311
Castle Rock,12,CZ,NULL,273,366
Chinook,13,CZ,NULL,271,318
Cloverdale,14,CZ,NULL,182,212
Coal Creek,15,CZ,NULL,241,459
Columbia Heights,16,CZ,NULL,130,160
Columbia Valley Gdns,17,CZ,NULL,176,188
Crawford,18,CZ,NULL,226,225
Delameter,19,CZ,NULL,158,284
Douglas(*),20,CZ,NULL,0,0
Elk Ridge(*),21,CZ,NULL,0,0
Harris,22,CZ,NULL,196,259
Haussler,23,CZ,NULL,188,150
Hillcrest,24,CZ,NULL,438,392
Hudson,25,CZ,NULL,321,188
Industrial,26,CZ,NULL,0,0
Kalama North,27,CZ,NULL,225,163
Kalama South,28,CZ,NULL,263,256
Kessler,29,CZ,NULL,355,236
Lake,30,CZ,NULL,244,176
Laurel,31,CZ,NULL,331,295
Lewis River,32,CZ,NULL,290,468
Lexington,33,CZ,NULL,219,194
Lone Oak,34,CZ,NULL,152,162
Magnolia,35,CZ,NULL,381,373
Marigold,36,CZ,NULL,341,270
McGowan,37,CZ,NULL,43,63
Memorial,38,CZ,NULL,153,136
Mill,39,CZ,NULL,276,276
Mint Valley,40,CZ,NULL,367,340
Modrow,41,CZ,NULL,184,264
Mt. Solo,42,CZ,NULL,78,69
Nevada,43,CZ,NULL,223,213
Ocean Beach,44,CZ,NULL,235,252
Olson,45,CZ,NULL,163,165
Ostrander,46,CZ,NULL,211,312
Owl Creek,47,CZ,NULL,274,407
Pacific,48,CZ,NULL,243,268
Ponderosa,49,CZ,NULL,193,238
Powell,50,CZ,NULL,192,278
Redpath,51,CZ,NULL,206,158
Ridgecrest,52,CZ,NULL,12,25
Robbins,53,CZ,NULL,358,287
Rose Valley,54,CZ,NULL,119,241
Ryderwood,55,CZ,NULL,117,108
Sacajawea,56,CZ,NULL,560,316
Sandy Bend,57,CZ,NULL,180,318
Silver Lake,58,CZ,NULL,274,511
Sparks,59,CZ,NULL,126,187
St. Helens,60,CZ,NULL,130,98
Stella,61,CZ,NULL,180,283
Toutle,62,CZ,NULL,201,378
Tower,63,CZ,NULL,271,444
Tunstall,64,CZ,NULL,57,150
View,65,CZ,NULL,148,189
West Kelso,66,CZ,NULL,69,48
Willow Grove,67,CZ,NULL,75,73
Windemere,68,CZ,NULL,366,322
Woodage,69,CZ,NULL,191,221
Woodland North,70,CZ,NULL,307,395
Woodland South,71,CZ,NULL,279,310
Yale,72,CZ,NULL,171,262
