Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,PE,NULL,2794,2032
Camden,1,PE,NULL,119,67
Cusick,2,PE,NULL,65,64
Dalkena,3,PE,NULL,149,138
Diamond Lk East,4,PE,NULL,54,58
Fertile Valley North,5,PE,NULL,110,74
Furport,6,PE,NULL,132,102
Ione East,7,PE,NULL,111,56
Ione West,8,PE,NULL,124,74
Metaline,9,PE,NULL,53,40
Metaline Falls,10,PE,NULL,95,86
Tiger Dry Canyon,11,PE,NULL,184,118
Newport NE,12,PE,NULL,139,100
Newport SE,13,PE,NULL,66,39
Newport NW,14,PE,NULL,121,99
Newport SW,15,PE,NULL,104,73
Noble,16,PE,NULL,170,137
Ruby,17,PE,NULL,16,5
Sacheen,18,PE,NULL,142,114
Usk,19,PE,NULL,117,58
Diamond Lk West,20,PE,NULL,115,72
Deer Valley North,21,PE,NULL,122,100
Locke,22,PE,NULL,21,21
Kalispel Leclerc,23,PE,NULL,94,50
Skookum,24,PE,NULL,43,23
Deer Valley South,25,PE,NULL,45,23
Fertile Valley South,26,PE,NULL,93,76
Diamond Lk,27,PE,NULL,190,165
