Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,ST,NULL,9903,5790
ADDY,1,ST,NULL,250,147
CAMAS,3,ST,NULL,239,104
CAMAS PRAIRIE,4,ST,NULL,162,57
COLUMBIA,5,ST,NULL,342,146
COLVILLE VALLEY,6,ST,NULL,356,208
DAISY,7,ST,NULL,123,53
ECHO,8,ST,NULL,225,135
EVANS,9,ST,NULL,134,83
HUNTERS,10,ST,NULL,256,130
KELLY HILL,11,ST,NULL,88,16
LOON LAKE 1,12,ST,NULL,289,173
LOON LAKE 2,13,ST,NULL,149,107
MILL CREEK,14,ST,NULL,88,65
NARCISSE,15,ST,NULL,260,173
ONION CREEK,16,ST,NULL,77,56
RICE,19,ST,NULL,111,70
ROCK CUT,20,ST,NULL,57,29
SUMMIT,21,ST,NULL,182,68
FIRST THOUGHT,22,ST,NULL,34,27
WELLPINIT,24,ST,NULL,133,53
WILLIAMS VALLEY,25,ST,NULL,280,193
TUM TUM 1,26,ST,NULL,133,93
TUM TUM 2,27,ST,NULL,233,193
WALKERS PRAIRIE,28,ST,NULL,175,93
STONE LODGE,29,ST,NULL,210,162
TUM TUM 3,39,ST,NULL,289,200
TUM TUM 4,40,ST,NULL,185,122
TUM TUM 5,41,ST,NULL,185,168
MEYERS FALLS 1,42,ST,NULL,192,100
MEYERS FALLS 2,43,ST,NULL,317,155
QUARTZITE 1,44,ST,NULL,307,226
QUARTZITE 2,45,ST,NULL,179,92
VALLEY 1,46,ST,NULL,36,24
VALLEY 2,47,ST,NULL,128,92
ARDEN 1,48,ST,NULL,198,100
ARDEN 2,49,ST,NULL,228,113
CLAYTON 1,50,ST,NULL,138,100
CLAYTON 2,51,ST,NULL,272,125
ORIN 1,52,ST,NULL,163,87
ORIN 2,53,ST,NULL,206,112
WAITTS LAKE,54,ST,NULL,240,119
ECHO VALLEY,55,ST,NULL,126,79
CHEWELAH 1,101,ST,NULL,174,98
CHEWELAH 2,102,ST,NULL,86,50
CHEWELAH 3,103,ST,NULL,124,87
CHEWELAH FORE,104,ST,NULL,98,65
COLVILLE 1,105,ST,NULL,94,41
COLVILLE 2,106,ST,NULL,94,75
COLVILLE 3,107,ST,NULL,106,70
COLVILLE 4,108,ST,NULL,215,144
COLVILLE 5,109,ST,NULL,185,121
COLVILLE 6,110,ST,NULL,129,61
COLVILLE 7,111,ST,NULL,119,75
KETTLE FALLS 1,114,ST,NULL,208,111
KETTLE FALLS 2,115,ST,NULL,143,67
MARCUS,116,ST,NULL,44,17
NORTHPORT,117,ST,NULL,57,40
SPRINGDALE,118,ST,NULL,52,20
