Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,FE,NULL,1779
BELCHER,101,FE,NULL,56
BOYDS,102,FE,NULL,88
CURLEW,103,FE,NULL,19
HALL CREEK,104,FE,NULL,65
INCHELIUM,105,FE,NULL,60
KELLER,106,FE,NULL,87
KETTLE RIVER,107,FE,NULL,125
KEWA,108,FE,NULL,78
LAMBERT,109,FE,NULL,50
MALO,110,FE,NULL,110
ORIENT,111,FE,NULL,77
REPUBLIC 1,112,FE,NULL,136
REPUBLIC 2,113,FE,NULL,118
SAN POIL,114,FE,NULL,138
SHERMAN,115,FE,NULL,135
SOUTH LAKE,116,FE,NULL,90
STORM KING,117,FE,NULL,125
TORODA,118,FE,NULL,52
TROUT CREEK,119,FE,NULL,170
