Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,SK,NULL,21584,18641
ALDER,101,SK,NULL,87,161
ALGER,102,SK,NULL,125,169
ALLEN,103,SK,NULL,77,137
DUNBAR,104,SK,NULL,45,44
AVON,105,SK,NULL,195,198
SAUK,107,SK,NULL,189,239
BAY VIEW,108,SK,NULL,211,182
BELFAST,109,SK,NULL,112,140
BIG LAKE,110,SK,NULL,260,331
BIRDSVIEW,111,SK,NULL,163,278
BOW,113,SK,NULL,317,250
CASCADE,114,SK,NULL,44,48
CEDARDALE,115,SK,NULL,75,80
CLEAR LAKE,116,SK,NULL,172,260
COUNTRY CLUB,117,SK,NULL,121,69
CONWAY,118,SK,NULL,99,91
DEWEY,119,SK,NULL,432,365
DIGBY,120,SK,NULL,13,24
DODGE VALLEY,121,SK,NULL,122,65
EDISON,122,SK,NULL,152,130
FIR,124,SK,NULL,94,92
FRUITDALE,125,SK,NULL,81,117
GEAR,126,SK,NULL,204,276
GUEMES,127,SK,NULL,290,122
HAMBURG,128,SK,NULL,117,74
HARMONY,129,SK,NULL,166,123
LAKE SIXTEEN,130,SK,NULL,105,119
LOOKOUT,132,SK,NULL,225,300
MANSFORD,133,SK,NULL,26,47
MAPES,134,SK,NULL,73,86
MARCH POINT,135,SK,NULL,11,18
MCMURRAY WEST,136,SK,NULL,117,105
MCRAE,137,SK,NULL,246,402
MCMURRAY EAST,138,SK,NULL,57,50
MINKLER,139,SK,NULL,110,196
MONTBORNE,140,SK,NULL,272,294
NOOKACHAMPS,141,SK,NULL,126,130
SKYRIDGE,144,SK,NULL,220,194
PRAIRIE,145,SK,NULL,169,284
POINT WILLIAMS,146,SK,NULL,231,130
RIDGEWAY,147,SK,NULL,167,136
ROCKPORT,148,SK,NULL,173,196
SHELTER BAY,149,SK,NULL,341,188
SNEE OOSH,150,SK,NULL,248,123
STERLING,151,SK,NULL,52,72
SWINOMISH,153,SK,NULL,302,157
TINGLEY,154,SK,NULL,87,165
VAN FLEET,155,SK,NULL,143,234
VEDERE,156,SK,NULL,161,140
WHITNEY,157,SK,NULL,109,68
ROSARIO,158,SK,NULL,382,293
TERRACE,159,SK,NULL,389,299
STARBIRD,160,SK,NULL,132,254
FIDALGO,164,SK,NULL,306,273
GAGES,165,SK,NULL,48,54
SAMISH,166,SK,NULL,127,183
COLLINS,167,SK,NULL,101,169
BLANCHARD(*),168,SK,NULL,0,0
VIEW TERRACE(*),170,SK,NULL,0,0
LAKE CAVANAUGH,171,SK,NULL,50,91
LITTLE MOUNTAIN,172,SK,NULL,96,111
RIVERBEND,173,SK,NULL,10,9
PADILLA,174,SK,NULL,48,66
FREDONIA,176,SK,NULL,40,46
ANACORTES  1,201,SK,NULL,272,126
ANACORTES  4,204,SK,NULL,191,102
ANACORTES 5,205,SK,NULL,4,9
ANACORTES  6,206,SK,NULL,232,202
ANACORTES  7,207,SK,NULL,516,359
ANACORTES  9,209,SK,NULL,298,192
ANACORTES 11,211,SK,NULL,381,233
ANACORTES 17,217,SK,NULL,504,283
ANACORTES 20,220,SK,NULL,454,297
ANACORTES 21,221,SK,NULL,562,404
ANACORTES 22,222,SK,NULL,371,270
ANACORTES 24,224,SK,NULL,624,418
MOUNT VERNON  1,301,SK,NULL,93,83
MOUNT VERNON  2,302,SK,NULL,104,85
MOUNT VERNON  3,303,SK,NULL,249,138
MOUNT VERNON  4,304,SK,NULL,342,255
MOUNT VERNON  5,305,SK,NULL,67,51
MOUNT VERNON  6,306,SK,NULL,236,103
MOUNT VERNON  7,307,SK,NULL,317,137
MOUNT VERNON  8,308,SK,NULL,448,300
MOUNT VERNON  9,309,SK,NULL,134,91
MOUNT VERNON 10,310,SK,NULL,141,89
MOUNT VERNON 11,311,SK,NULL,249,151
MOUNT VERNON 12,312,SK,NULL,125,75
MOUNT VERNON 14,314,SK,NULL,334,199
MOUNT VERNON 15,315,SK,NULL,150,125
MOUNT VERNON 16,316,SK,NULL,367,223
MOUNT VERNON 19,319,SK,NULL,281,212
MOUNT VERNON 21,321,SK,NULL,395,301
MOUNT VERNON 22,322,SK,NULL,409,372
MOUNT VERNON 27,327,SK,NULL,64,66
MOUNT VERNON 30,330,SK,NULL,294,217
SEDRO WOOLLEY  1,401,SK,NULL,207,223
SEDRO WOOLLEY  2,402,SK,NULL,227,234
SEDRO WOOLLEY  3,403,SK,NULL,128,178
SEDRO WOOLLEY  4,404,SK,NULL,177,250
SEDRO WOOLLEY  5,405,SK,NULL,302,276
SEDRO WOOLLEY  6,406,SK,NULL,188,218
SEDRO WOOLLEY  7,407,SK,NULL,7,2
BURLINGTON 1,501,SK,NULL,121,77
BURLINGTON 2,502,SK,NULL,129,116
BURLINGTON 3,503,SK,NULL,70,33
BURLINGTON 4,504,SK,NULL,173,146
BURLINGTON 5,505,SK,NULL,246,180
BURLINGTON 6,506,SK,NULL,122,107
BURLINGTON 7,507,SK,NULL,130,116
CONCRETE,601,SK,NULL,78,98
HAMILTON,701,SK,NULL,21,39
LA CONNER,801,SK,NULL,284,133
LYMAN,855,SK,NULL,42,68
