Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,MA,NULL,4437,11573
PICKERING,113,MA,NULL,120,302
HARSTINE,114,MA,NULL,181,439
GRAPEVIEW,115,MA,NULL,141,423
MASON LAKE,116,MA,NULL,91,279
FAIR HARBOR,117,MA,NULL,106,239
ALLYN,118,MA,NULL,180,594
VICTOR,119,MA,NULL,96,246
BELFAIR,120,MA,NULL,101,286
TIGER LAKE,121,MA,NULL,69,196
DEWATTO,122,MA,NULL,137,397
TAHUYA,123,MA,NULL,126,329
SAND HILL,124,MA,NULL,148,347
TRAIL&#39;S END,125,MA,NULL,129,361
TWANOH,126,MA,NULL,76,218
BORDEAUX,205,MA,NULL,15,57
KAMILCHE POINT,207,MA,NULL,58,176
UNION,227,MA,NULL,183,534
SKOKOMISH,228,MA,NULL,34,65
HOOD CANAL,229,MA,NULL,159,367
CUSHMAN,230,MA,NULL,159,377
EELLS,231,MA,NULL,41,124
MATLOCK,232,MA,NULL,118,299
DAYTON,233,MA,NULL,126,230
KAMILCHE,234,MA,NULL,55,145
ISABELLA,235,MA,NULL,69,201
AIRPORT,236,MA,NULL,157,380
JOHN&#39;S PRAIRIE,237,MA,NULL,91,260
LIMERICK,238,MA,NULL,158,446
OLYMPIC VIEW,301,MA,NULL,133,384
DOWNTOWN,302,MA,NULL,121,238
ANGLESIDE,303,MA,NULL,124,323
HILLCREST,304,MA,NULL,86,220
FAWN LAKE,306,MA,NULL,147,358
ARCADIA,308,MA,NULL,173,374
MILL CREEK,309,MA,NULL,142,396
AGATE,310,MA,NULL,117,306
OAKLAND BAY,311,MA,NULL,98,264
TIMBERLAKE,312,MA,NULL,169,382
CALLANAN,339,MA,NULL,3,11
