Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,SP,NULL,39200,81062
PCT 3000,3000,SP,NULL,4,2
PCT 3100,3100,SP,NULL,107,199
PCT 3101,3101,SP,NULL,84,178
PCT 3102,3102,SP,NULL,64,143
PCT 3103,3103,SP,NULL,105,130
PCT 3104,3104,SP,NULL,126,216
PCT 3105,3105,SP,NULL,88,196
PCT 3106,3106,SP,NULL,96,207
PCT 3107,3107,SP,NULL,110,226
PCT 3108,3108,SP,NULL,93,144
PCT 3109,3109,SP,NULL,110,187
PCT 3110,3110,SP,NULL,81,164
PCT 3111,3111,SP,NULL,84,169
PCT 3112,3112,SP,NULL,7,12
PCT 3113,3113,SP,NULL,113,248
PCT 3114,3114,SP,NULL,120,227
PCT 3115,3115,SP,NULL,125,220
PCT 3116,3116,SP,NULL,140,222
PCT 3117,3117,SP,NULL,86,154
PCT 3118,3118,SP,NULL,72,162
PCT 3119,3119,SP,NULL,115,174
PCT 3120,3120,SP,NULL,119,208
PCT 3121,3121,SP,NULL,98,193
PCT 3122,3122,SP,NULL,125,249
PCT 3123,3123,SP,NULL,103,178
PCT 3124,3124,SP,NULL,113,211
PCT 3125,3125,SP,NULL,101,189
PCT 3126,3126,SP,NULL,19,55
PCT 3127,3127,SP,NULL,97,193
PCT 3128,3128,SP,NULL,116,199
PCT 3200,3200,SP,NULL,108,157
PCT 3201,3201,SP,NULL,137,269
PCT 3202,3202,SP,NULL,82,134
PCT 3203,3203,SP,NULL,142,216
PCT 3204,3204,SP,NULL,105,169
PCT 3205,3205,SP,NULL,102,199
PCT 3206,3206,SP,NULL,120,163
PCT 3207,3207,SP,NULL,71,117
PCT 3208,3208,SP,NULL,137,215
PCT 3209,3209,SP,NULL,180,270
PCT 3210,3210,SP,NULL,100,235
PCT 3211,3211,SP,NULL,131,223
PCT 3212,3212,SP,NULL,80,220
PCT 3213,3213,SP,NULL,136,300
PCT 3214,3214,SP,NULL,122,256
PCT 3215,3215,SP,NULL,87,144
PCT 3216,3216,SP,NULL,173,335
PCT 3217,3217,SP,NULL,140,324
PCT 3218,3218,SP,NULL,112,327
PCT 3219,3219,SP,NULL,73,292
PCT 3220,3220,SP,NULL,112,345
PCT 3221,3221,SP,NULL,153,267
PCT 3222,3222,SP,NULL,77,117
PCT 3223,3223,SP,NULL,88,177
PCT 3300,3300,SP,NULL,101,254
PCT 3301,3301,SP,NULL,172,350
PCT 3302,3302,SP,NULL,110,269
PCT 3303,3303,SP,NULL,144,231
PCT 3304,3304,SP,NULL,136,253
PCT 3305,3305,SP,NULL,106,200
PCT 3306,3306,SP,NULL,130,235
PCT 3307,3307,SP,NULL,91,179
PCT 3308,3308,SP,NULL,147,234
PCT 3309,3309,SP,NULL,124,254
PCT 3310,3310,SP,NULL,160,239
PCT 3311,3311,SP,NULL,72,178
PCT 3312,3312,SP,NULL,142,320
PCT 3313,3313,SP,NULL,146,354
PCT 3314,3314,SP,NULL,126,199
PCT 3315,3315,SP,NULL,128,281
PCT 3316,3316,SP,NULL,155,292
PCT 3317,3317,SP,NULL,185,340
PCT 3318,3318,SP,NULL,125,238
PCT 3319,3319,SP,NULL,131,189
PCT 3320,3320,SP,NULL,113,189
PCT 3321,3321,SP,NULL,132,262
PCT 3322,3322,SP,NULL,112,200
PCT 3323,3323,SP,NULL,121,253
PCT 3324,3324,SP,NULL,148,214
PCT 3325,3325,SP,NULL,151,288
PCT 3326,3326,SP,NULL,63,93
PCT 3327,3327,SP,NULL,89,179
PCT 3328,3328,SP,NULL,136,231
PCT 3329,3329,SP,NULL,116,195
PCT 4001,4001,SP,NULL,102,202
PCT 4002,4002,SP,NULL,106,278
PCT 4003,4003,SP,NULL,178,387
PCT 4004,4004,SP,NULL,146,297
PCT 4005,4005,SP,NULL,143,209
PCT 4006,4006,SP,NULL,156,351
PCT 4007,4007,SP,NULL,124,184
PCT 4008,4008,SP,NULL,98,201
PCT 4009,4009,SP,NULL,148,242
PCT 4010,4010,SP,NULL,113,256
PCT 4011,4011,SP,NULL,212,342
PCT 4012,4012,SP,NULL,191,416
PCT 4013,4013,SP,NULL,118,237
PCT 4014,4014,SP,NULL,105,181
PCT 4015,4015,SP,NULL,83,216
PCT 4016,4016,SP,NULL,134,271
PCT 4017,4017,SP,NULL,173,322
PCT 4018,4018,SP,NULL,95,175
PCT 4019,4019,SP,NULL,108,208
PCT 4020,4020,SP,NULL,149,295
PCT 4021,4021,SP,NULL,137,304
PCT 4022,4022,SP,NULL,111,238
PCT 4023,4023,SP,NULL,59,100
PCT 4024,4024,SP,NULL,90,184
PCT 4025,4025,SP,NULL,107,259
PCT 4026,4026,SP,NULL,105,226
PCT 4027,4027,SP,NULL,115,252
PCT 4028,4028,SP,NULL,142,356
PCT 4029,4029,SP,NULL,111,262
PCT 4030,4030,SP,NULL,82,168
PCT 4031,4031,SP,NULL,86,224
PCT 4032,4032,SP,NULL,76,175
PCT 4033,4033,SP,NULL,88,214
PCT 4034,4034,SP,NULL,81,227
PCT 4035,4035,SP,NULL,74,181
PCT 4200,4200,SP,NULL,107,207
PCT 4201,4201,SP,NULL,57,132
PCT 4300,4300,SP,NULL,105,211
PCT 4301,4301,SP,NULL,69,136
PCT 4302,4302,SP,NULL,142,244
PCT 4303,4303,SP,NULL,109,287
PCT 4304,4304,SP,NULL,79,189
PCT 4305,4305,SP,NULL,86,167
PCT 4306,4306,SP,NULL,145,257
PCT 4307,4307,SP,NULL,36,44
PCT 4400,4400,SP,NULL,128,252
PCT 4401,4401,SP,NULL,155,296
PCT 4402,4402,SP,NULL,147,239
PCT 4403,4403,SP,NULL,155,294
PCT 4404,4404,SP,NULL,138,319
PCT 4405,4405,SP,NULL,131,334
PCT 4406,4406,SP,NULL,112,274
PCT 4407,4407,SP,NULL,134,273
PCT 4408,4408,SP,NULL,162,352
PCT 4409,4409,SP,NULL,206,386
PCT 4410,4410,SP,NULL,116,326
PCT 4411,4411,SP,NULL,143,289
PCT 4412,4412,SP,NULL,97,232
PCT 4413,4413,SP,NULL,127,267
PCT 4414,4414,SP,NULL,162,329
PCT 4415,4415,SP,NULL,97,240
PCT 4416,4416,SP,NULL,123,278
PCT 4417,4417,SP,NULL,106,168
PCT 4418,4418,SP,NULL,144,260
PCT 4419,4419,SP,NULL,101,314
PCT 4420,4420,SP,NULL,47,146
PCT 4421,4421,SP,NULL,85,233
PCT 4422,4422,SP,NULL,113,306
PCT 4423,4423,SP,NULL,175,360
PCT 4424,4424,SP,NULL,111,277
PCT 4425,4425,SP,NULL,85,234
PCT 4426,4426,SP,NULL,64,171
PCT 4427,4427,SP,NULL,162,354
PCT 4428,4428,SP,NULL,81,207
PCT 4429,4429,SP,NULL,129,327
PCT 4430,4430,SP,NULL,157,294
PCT 4431,4431,SP,NULL,117,234
PCT 4432,4432,SP,NULL,123,291
PCT 4433,4433,SP,NULL,92,196
PCT 4434,4434,SP,NULL,174,388
PCT 4435,4435,SP,NULL,120,312
PCT 4436,4436,SP,NULL,178,385
PCT 4437,4437,SP,NULL,137,337
PCT 4438,4438,SP,NULL,176,384
PCT 4439,4439,SP,NULL,135,290
PCT 4440,4440,SP,NULL,137,280
PCT 4441,4441,SP,NULL,97,205
PCT 4442,4442,SP,NULL,91,197
PCT 4443,4443,SP,NULL,79,151
PCT 4444,4444,SP,NULL,125,307
PCT 4445,4445,SP,NULL,99,256
PCT 4446,4446,SP,NULL,81,168
PCT 4447,4447,SP,NULL,74,125
PCT 4448,4448,SP,NULL,117,201
PCT 4449,4449,SP,NULL,66,186
PCT 4450,4450,SP,NULL,70,136
PCT 4451,4451,SP,NULL,98,215
PCT 4452,4452,SP,NULL,101,205
PCT 4453,4453,SP,NULL,129,274
PCT 4454,4454,SP,NULL,77,217
PCT 4455,4455,SP,NULL,104,219
PCT 6000,6000,SP,NULL,77,205
PCT 6001,6001,SP,NULL,117,243
PCT 6002,6002,SP,NULL,43,66
PCT 6003,6003,SP,NULL,161,267
PCT 6004,6004,SP,NULL,102,168
PCT 6005,6005,SP,NULL,106,249
PCT 6006,6006,SP,NULL,136,238
PCT 6007,6007,SP,NULL,110,236
PCT 6008,6008,SP,NULL,93,233
PCT 6009,6009,SP,NULL,121,198
PCT 6010,6010,SP,NULL,19,39
PCT 6011,6011,SP,NULL,111,217
PCT 6012,6012,SP,NULL,75,171
PCT 6013,6013,SP,NULL,93,205
PCT 6014,6014,SP,NULL,68,131
