Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,OK,NULL,5561,6690
ALMA,1,OK,NULL,19,31
ANGLIN,2,OK,NULL,26,49
BEEMAN,3,OK,NULL,39,46
BODIE,4,OK,NULL,10,14
BONAPARTE,5,OK,NULL,10,26
BOSTON,6,OK,NULL,38,48
BREWSTER RURAL,7,OK,NULL,16,39
CARLTON,8,OK,NULL,28,32
CHESAW,9,OK,NULL,21,29
CONCONULLY RURAL,10,OK,NULL,17,29
DUCK LAKE,11,OK,NULL,9,29
DULEY LAKE,12,OK,NULL,6,28
EASTLAKE,13,OK,NULL,10,18
EASTSIDE,14,OK,NULL,43,58
ELLISFORDE,15,OK,NULL,29,46
ELMERTON,16,OK,NULL,53,47
ELMWAY,17,OK,NULL,20,26
HAVILLAH,18,OK,NULL,34,52
LOOMIS,19,OK,NULL,20,52
MALOTT,20,OK,NULL,44,45
MAZAMA,21,OK,NULL,77,39
METHOW,22,OK,NULL,35,55
MISSION,23,OK,NULL,19,17
MOLSON,24,OK,NULL,33,48
MONSE #1,25,OK,NULL,23,51
NESPELEM RURAL,27,OK,NULL,14,15
NIGHTHAWK,28,OK,NULL,8,11
NORTH OMAK,29,OK,NULL,4,28
PATEROS RURAL,30,OK,NULL,27,34
PINE CREEK,31,OK,NULL,14,28
POGUE,32,OK,NULL,34,56
RIVERSIDE RURAL,33,OK,NULL,38,64
SAN POIL,34,OK,NULL,34,60
SOUTH OROVILLE,35,OK,NULL,27,42
SPRING COULEE,36,OK,NULL,34,39
TONASKET RURAL,37,OK,NULL,14,26
TUNK CREEK,38,OK,NULL,37,58
TWISP RURAL,39,OK,NULL,46,40
WOLF CREEK,40,OK,NULL,39,29
WAUCONDA,41,OK,NULL,22,46
WESTLAKE,42,OK,NULL,10,25
WHITESTONE,43,OK,NULL,12,32
WINTHROP RURAL,44,OK,NULL,63,51
CHILIWIST,45,OK,NULL,22,36
MONSE #3,46,OK,NULL,17,25
OKANOGAN RURAL,47,OK,NULL,16,30
AENEAS,48,OK,NULL,12,35
COLUMBIA,49,OK,NULL,23,5
CRUMBACHER,50,OK,NULL,17,57
DISAUTEL,51,OK,NULL,20,3
HUDSON,52,OK,NULL,18,14
KIPLING,53,OK,NULL,12,31
ORCHARD,54,OK,NULL,20,29
TORODA,55,OK,NULL,26,45
BEAVER CREEK,56,OK,NULL,29,20
BLACK CANYON,57,OK,NULL,21,34
BUFFALO LAKE,58,OK,NULL,22,2
COPPLE,59,OK,NULL,30,35
EDELWEISS,60,OK,NULL,55,46
ENGH,61,OK,NULL,32,42
FINLEY CANYON,62,OK,NULL,46,58
JANIS,63,OK,NULL,19,19
LEESE,64,OK,NULL,11,15
LIBBY CREEK,65,OK,NULL,50,56
MCGINNIS LAKE,66,OK,NULL,6,10
NORTH STAR,67,OK,NULL,13,14
OWHI,68,OK,NULL,23,14
PALMER LAKE,69,OK,NULL,21,35
PINE CONE,70,OK,NULL,19,22
POORMAN CREEK,71,OK,NULL,46,70
SAND FLAT,72,OK,NULL,32,45
SOURDOUGH,74,OK,NULL,23,55
TWIN LAKES,75,OK,NULL,58,51
VALLEY,76,OK,NULL,17,32
WANNACUT,77,OK,NULL,42,41
WEST CHEWUCH,78,OK,NULL,38,46
CANAL,79,OK,NULL,15,29
AIRPORT,81,OK,NULL,37,38
BALKY HILL,82,OK,NULL,35,32
BRIDGE CREEK,83,OK,NULL,52,16
CROSSROADS,84,OK,NULL,24,22
DAVIS LAKE,85,OK,NULL,67,26
GREENACRES,86,OK,NULL,10,30
JOHNSON CREEK,87,OK,NULL,38,26
LEWIS BUTTE,88,OK,NULL,60,38
LIME BELT,89,OK,NULL,10,23
MCCLURE MTN,90,OK,NULL,48,57
MOCCASIN LAKE,91,OK,NULL,51,47
NORTH MALOTT,92,OK,NULL,23,53
PATTERSON LAKE,93,OK,NULL,52,53
PEARRYGIN LAKE,94,OK,NULL,36,24
BOUNDARY,95,OK,NULL,23,35
BUCKHORN MTN,96,OK,NULL,27,26
EDER,97,OK,NULL,12,47
HORSESHOE LAKE,98,OK,NULL,20,29
LAKE ANDREWS,99,OK,NULL,23,27
MYERS CREEK,100,OK,NULL,15,12
COULEE DAM #1,101,OK,NULL,40,35
COULEE DAM #2,102,OK,NULL,31,31
COULEE DAM #3,103,OK,NULL,27,16
NESPELEM CITY,104,OK,NULL,27,4
OKANOGAN #1,105,OK,NULL,21,19
OKANOGAN #2,106,OK,NULL,19,37
OKANOGAN #3,107,OK,NULL,14,17
