Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
GREGORY,13914028,SN,NULL,134,71
HARTFORD,13914033,SN,NULL,88,42
HAZEL,13914034,SN,NULL,223,91
ROBE,13914035,SN,NULL,120,37
LOCHSLOY,13914042,SN,NULL,230,97
JIM CREEK,13914053,SN,NULL,224,95
OUTLOOK,13914057,SN,NULL,177,72
OSO,13914060,SN,NULL,117,48
NEWBERG,13914069,SN,NULL,139,61
SAUK,13914211,SN,NULL,82,27
BURN HILL,13914264,SN,NULL,206,64
SISCO,13914270,SN,NULL,225,68
PILCHUCK,13914275,SN,NULL,160,56
SLEEPY HOLLOW,13914321,SN,NULL,168,68
HEIGHTS,13914347,SN,NULL,194,60
LOOP,13914374,SN,NULL,165,78
GETCHELL,13914416,SN,NULL,159,59
PORTAGE,13914433,SN,NULL,85,23
SPADA(*),13914439,SN,NULL,0,0
MENZEL,13914470,SN,NULL,132,70
STILLAGUAMISH,13914496,SN,NULL,88,24
JORDAN TRAILS,13914515,SN,NULL,111,32
PILOT,13914517,SN,NULL,195,69
ARNOT,13914519,SN,NULL,144,44
BOSWORTH,13914521,SN,NULL,239,70
FIRTREE,13914529,SN,NULL,148,59
HUCKLEBERRY,13914533,SN,NULL,91,44
SANDMAN,13914555,SN,NULL,124,55
TRANGEN,13914557,SN,NULL,157,73
AIRPARK,13914573,SN,NULL,52,16
JORDAN BRIDGE,13914583,SN,NULL,55,14
MC FARLAND,13914681,SN,NULL,215,68
STAR CREEK,13914683,SN,NULL,118,33
INDEX,13951039,SN,NULL,37,14
MONROE  1,13951054,SN,NULL,238,70
MONROE  2,13951055,SN,NULL,220,67
SULTAN 1,13951070,SN,NULL,180,83
SULTAN 2,13951071,SN,NULL,163,64
MONROE  4,13951187,SN,NULL,211,65
MONROE  5,13951188,SN,NULL,238,80
SULTAN 3,13951322,SN,NULL,163,63
MONROE  3,13951431,SN,NULL,181,75
MONROE  6,13951506,SN,NULL,176,51
MONROE  7,13951548,SN,NULL,195,55
GOLD BAR 1,13951566,SN,NULL,141,66
GOLD BAR 2,13951567,SN,NULL,126,63
MONROE  8,13951568,SN,NULL,124,31
MONROE 10,13951586,SN,NULL,180,88
MONROE 11,13951587,SN,NULL,70,27
MONROE  9,13951653,SN,NULL,204,64
MONROE 12,13951654,SN,NULL,126,41
SULTAN 4,13951713,SN,NULL,134,61
PARK PLACE,13954003,SN,NULL,61,33
SULTAN RIVER,13954005,SN,NULL,177,64
TUALCO,13954007,SN,NULL,133,60
WALLACE,13954008,SN,NULL,125,48
LAKE,13954010,SN,NULL,233,84
SHORTS,13954013,SN,NULL,264,61
THREE LAKES,13954031,SN,NULL,142,59
ROOSEVELT,13954036,SN,NULL,96,41
SKYKOMISH,13954041,SN,NULL,51,34
OLNEY,13954043,SN,NULL,194,81
WINTER LAKE,13954058,SN,NULL,113,42
HIGHLAND,13954064,SN,NULL,154,47
TROMBLEY,13954272,SN,NULL,173,69
HIGH BRIDGE,13954292,SN,NULL,276,98
OWEN,13954309,SN,NULL,163,54
BLUFF,13954340,SN,NULL,199,67
CHAIN LAKE,13954371,SN,NULL,248,79
BROCKLIN,13954388,SN,NULL,188,75
HIGH ROCK,13954417,SN,NULL,151,73
MANN,13954425,SN,NULL,178,48
WAGNER,13954442,SN,NULL,217,70
WOODS CREEK,13954443,SN,NULL,151,70
FAIRVIEW,13954454,SN,NULL,164,33
MAY CREEK,13954469,SN,NULL,177,75
MILL,13954471,SN,NULL,211,80
STORM LAKE,13954487,SN,NULL,270,78
PIPELINE,13954507,SN,NULL,174,70
FERN,13954526,SN,NULL,83,12
IVERSON,13954534,SN,NULL,125,37
LUPINE,13954537,SN,NULL,148,50
ROBINHOOD,13954553,SN,NULL,151,55
SOFIE,13954710,SN,NULL,123,32
WEST FORK,13954750,SN,NULL,66,23
PILCHUCK RIVER,13954753,SN,NULL,18,3
RICHLAND,13954754,SN,NULL,73,22
SUNNYSIDE,14414044,SN,NULL,57,23
RAILROAD,14414318,SN,NULL,136,46
CASSIDY,14414522,SN,NULL,206,53
MILL CREEK  1,14441301,SN,NULL,279,41
MILL CREEK  2,14441302,SN,NULL,197,30
MILL CREEK  3,14441303,SN,NULL,147,20
MILL CREEK  4,14441304,SN,NULL,175,35
MILL CREEK  5,14441353,SN,NULL,285,58
MILL CREEK  6,14441354,SN,NULL,294,47
MILL CREEK  7(*),14441367,SN,NULL,0,0
MILL CREEK  8,14441376,SN,NULL,284,51
MILL CREEK  9,14441377,SN,NULL,212,45
MILL CREEK 10,14441472,SN,NULL,162,34
MILL CREEK 11,14441473,SN,NULL,166,35
MILL CREEK 12,14441495,SN,NULL,198,23
MILL CREEK 13,14441505,SN,NULL,185,47
MILL CREEK 14,14441629,SN,NULL,7,2
MILL CREEK 15,14441640,SN,NULL,232,40
MILL CREEK 16,14441652,SN,NULL,141,27
MILL CREEK 17,14441665,SN,NULL,226,49
MILL CREEK 18,14441666,SN,NULL,176,53
MILL CREEK 19,14441667,SN,NULL,259,81
MILL CREEK 20,14441668,SN,NULL,182,25
MILL CREEK 21,14441702,SN,NULL,106,27
MILL CREEK 22,14441703,SN,NULL,129,38
FERNWOOD,14444006,SN,NULL,196,30
BROOK,14444278,SN,NULL,245,58
HILL,14444293,SN,NULL,164,46
LARIMER,14444298,SN,NULL,160,56
MISTY,14444305,SN,NULL,213,56
OAKS,14444308,SN,NULL,224,72
PUGET PARK,14444317,SN,NULL,182,30
KENWOOD,14444348,SN,NULL,181,52
OLYMPUS,14444357,SN,NULL,163,47
SEATTLE HILL,14444361,SN,NULL,182,39
MERWIN,14444547,SN,NULL,132,34
CREEKSIDE,14444575,SN,NULL,163,25
DOUGLAS FIRS,14444576,SN,NULL,156,56
GRAND FIRS,14444582,SN,NULL,270,57
KATTENHORN,14444584,SN,NULL,288,66
SILVER FIRS,14444590,SN,NULL,254,64
TUCKER,14444595,SN,NULL,218,49
SPRUCE,14444658,SN,NULL,118,28
THOMAS CREEK,14444659,SN,NULL,165,56
WINDROSE,14444660,SN,NULL,273,67
STRAWBERRY,14444684,SN,NULL,196,74
DOGWOOD,14444693,SN,NULL,153,34
SNOHOMISH  1,14451014,SN,NULL,215,68
SNOHOMISH  3,14451038,SN,NULL,180,47
SNOHOMISH  5,14451056,SN,NULL,257,77
LAKE STEVENS  1,14451134,SN,NULL,241,94
LAKE STEVENS  2,14451135,SN,NULL,190,59
SNOHOMISH  7,14451144,SN,NULL,220,52
SNOHOMISH  8,14451145,SN,NULL,277,76
LAKE STEVENS  3,14451349,SN,NULL,262,72
LAKE STEVENS  4,14451418,SN,NULL,151,57
SNOHOMISH  2,14451436,SN,NULL,144,45
SNOHOMISH  4,14451437,SN,NULL,200,53
SNOHOMISH  6,14451438,SN,NULL,149,28
LAKE STEVENS  6,14451503,SN,NULL,197,62
SNOHOMISH  9,14451508,SN,NULL,140,17
LAKE STEVENS  7,14451536,SN,NULL,225,66
LAKE STEVENS  5,14451625,SN,NULL,153,66
LAKE STEVENS  8,14451649,SN,NULL,187,54
LAKE STEVENS  9,14451663,SN,NULL,146,54
LAKE STEVENS 10,14451664,SN,NULL,181,66
LAKE STEVENS 11,14451671,SN,NULL,126,45
LAKE STEVENS 12,14451672,SN,NULL,147,49
LAKE STEVENS 13,14451673,SN,NULL,179,52
LAKE STEVENS 14,14451674,SN,NULL,182,50
LAKE STEVENS 15,14451675,SN,NULL,242,66
SNOHOMISH 10,14451709,SN,NULL,87,36
LAKE STEVENS 16,14451716,SN,NULL,123,63
LAKE STEVENS 17,14451717,SN,NULL,183,69
LAKE STEVENS 18,14451718,SN,NULL,168,58
LAKE STEVENS 19,14451719,SN,NULL,219,62
LAKE STEVENS 20,14451720,SN,NULL,190,69
LAKE STEVENS 21,14451721,SN,NULL,248,65
LAKE STEVENS 22,14451722,SN,NULL,141,67
LAKE STEVENS 23,14451723,SN,NULL,137,50
LAKE STEVENS 24,14451724,SN,NULL,142,44
LAKE STEVENS 25,14451725,SN,NULL,56,18
LAKE STEVENS 26,14451726,SN,NULL,99,36
LAKE STEVENS 27,14451727,SN,NULL,120,18
LAKE STEVENS 28,14451757,SN,NULL,185,57
MARSH,14454012,SN,NULL,249,72
SOUTH SNOHOMISH,14454017,SN,NULL,140,58
WELANGDON,14454018,SN,NULL,9,11
LUDWIG,14454024,SN,NULL,187,45
SEXTON,14454029,SN,NULL,258,54
MACHIAS,14454045,SN,NULL,283,87
MARION,14454046,SN,NULL,168,46
RIVERVIEW,14454052,SN,NULL,196,72
SOUTH LAKE STEVENS,14454059,SN,NULL,204,70
FIR,14454066,SN,NULL,179,66
GLENWOOD,14454067,SN,NULL,128,48
TRAIL,14454072,SN,NULL,94,36
BERKSHIRE,14454075,SN,NULL,278,81
HAINES,14454291,SN,NULL,208,64
MEADOW,14454300,SN,NULL,147,64
PEAK,14454311,SN,NULL,11,2
PENNANT,14454312,SN,NULL,240,80
PETERSON,14454313,SN,NULL,239,77
PINEWOOD,14454315,SN,NULL,195,47
WINDSONG,14454336,SN,NULL,168,51
WOODRIDGE,14454339,SN,NULL,274,67
DUBUQUE,14454345,SN,NULL,168,71
POINTE,14454358,SN,NULL,41,3
SUNRISE,14454364,SN,NULL,196,40
VALMONT,14454366,SN,NULL,131,19
HEARTHSTONE,14454458,SN,NULL,152,38
MARKS,14454464,SN,NULL,209,55
OSBORN,14454477,SN,NULL,167,56
PANTHER CREEK,14454478,SN,NULL,192,71
PIONEER TRAILS,14454480,SN,NULL,208,31
RIDGEWAY,14454482,SN,NULL,131,40
STITCH,14454485,SN,NULL,64,19
CENTENNIAL,14454490,SN,NULL,267,90
FIRCREST,14454493,SN,NULL,149,29
GREENWOOD,14454530,SN,NULL,212,71
HAVEN,14454531,SN,NULL,227,57
HILLSIDE,14454532,SN,NULL,83,31
OHLDE,14454549,SN,NULL,187,58
RUGGS LAKE,14454554,SN,NULL,214,74
FOUR CORNERS,14454580,SN,NULL,199,58
KNOX,14454585,SN,NULL,13,3
MORNING RISE,14454588,SN,NULL,176,63
PELLERIN,14454634,SN,NULL,156,74
KENSINGTON,14454648,SN,NULL,112,26
OVERLOOK,14454706,SN,NULL,264,57
SOUTH ALDERWOOD,20134083,SN,NULL,253,72
SAMOEA,20134196,SN,NULL,205,65
POPLAR,20134316,SN,NULL,114,27
CRAWFORD,20134690,SN,NULL,60,12
MOUNTLAKE TERRACE  1,20141090,SN,NULL,150,70
MOUNTLAKE TERRACE  2,20141091,SN,NULL,169,49
MOUNTLAKE TERRACE  3,20141092,SN,NULL,177,36
MOUNTLAKE TERRACE  5,20141093,SN,NULL,164,69
MOUNTLAKE TERRACE  6,20141094,SN,NULL,122,52
MOUNTLAKE TERRACE 11,20141138,SN,NULL,157,64
MOUNTLAKE TERRACE 12,20141139,SN,NULL,174,52
MOUNTLAKE TERRACE 13,20141140,SN,NULL,206,61
MOUNTLAKE TERRACE 14,20141141,SN,NULL,215,46
MOUNTLAKE TERRACE 15,20141142,SN,NULL,167,37
BRIER 1,20141179,SN,NULL,205,62
BRIER 2,20141180,SN,NULL,166,34
BRIER 3,20141181,SN,NULL,326,62
MOUNTLAKE TERRACE 17,20141189,SN,NULL,254,68
MOUNTLAKE TERRACE 18,20141190,SN,NULL,181,57
MOUNTLAKE TERRACE 19,20141191,SN,NULL,195,66
BRIER 4,20141276,SN,NULL,226,55
BRIER 5,20141277,SN,NULL,281,48
BRIER 6,20141343,SN,NULL,155,29
BRIER 7,20141344,SN,NULL,165,47
MOUNTLAKE TERRACE  4,20141432,SN,NULL,140,37
BRIER 8,20141614,SN,NULL,151,43
MOUNTLAKE TERRACE 16,20141630,SN,NULL,135,41
NORTH CREEK,20144065,SN,NULL,179,39
LOCUST,20144078,SN,NULL,211,42
WILLOWDALE,20144085,SN,NULL,217,54
HUNT(*),20144089,SN,NULL,0,0
MERIDIAN,20144136,SN,NULL,229,43
VINE,20144146,SN,NULL,166,58
ATLAS,20144177,SN,NULL,257,51
QUEENS,20144212,SN,NULL,178,58
WAXON,20144213,SN,NULL,287,61
COUNTRY,20144281,SN,NULL,151,25
CRYSTAL,20144284,SN,NULL,205,42
THRASHERS,20144324,SN,NULL,155,59
DAMSON,20144446,SN,NULL,230,79
WANDERING CREEK,20144596,SN,NULL,243,42
NEWTON,20144705,SN,NULL,142,37
STANWOOD 1,21011199,SN,NULL,104,22
STANWOOD 2,21011200,SN,NULL,175,65
STANWOOD 3,21011509,SN,NULL,154,36
STANWOOD 4,21011641,SN,NULL,260,62
STANWOOD 5,21011669,SN,NULL,226,72
STANWOOD 6,21011711,SN,NULL,126,44
STANWOOD 7,21011712,SN,NULL,104,38
FLORENCE,21014002,SN,NULL,82,32
PORT SUSAN,21014004,SN,NULL,282,93
CEDARHOME,21014022,SN,NULL,195,67
CLIFF,21014025,SN,NULL,149,39
STANBY,21014030,SN,NULL,47,20
SILVANA,21014037,SN,NULL,128,51
LAKEWOOD,21014061,SN,NULL,168,63
VILLAGE,21014073,SN,NULL,265,100
LAKE GOODWIN,21014087,SN,NULL,290,101
KACKMAN,21014296,SN,NULL,145,44
ROWLAND,21014319,SN,NULL,136,37
THOMPSON,21014323,SN,NULL,225,79
WATERS,21014332,SN,NULL,250,72
MC RAE,21014352,SN,NULL,132,55
HAPPY VALLEY,21014457,SN,NULL,131,41
SHOECRAFT,21014483,SN,NULL,215,73
LAKE HOWARD,21014502,SN,NULL,174,82
MC DONALD,21014545,SN,NULL,140,51
KAYAK,21014638,SN,NULL,172,60
SILVANA TERRACE,21014682,SN,NULL,152,36
KETCHUM,21014700,SN,NULL,162,82
ROSE,21014708,SN,NULL,165,30
SUNDAY LAKE,21014714,SN,NULL,259,83
MUKILTEO  1,22121192,SN,NULL,272,71
MUKILTEO  2,22121193,SN,NULL,314,70
MUKILTEO  3,22121194,SN,NULL,186,36
EVERETT  56,22121259,SN,NULL,145,70
EVERETT  57,22121260,SN,NULL,176,58
MUKILTEO  4,22121262,SN,NULL,168,37
MUKILTEO  5,22121263,SN,NULL,312,60
MUKILTEO  7,22121306,SN,NULL,186,30
MUKILTEO  8,22121307,SN,NULL,157,44
MUKILTEO  9,22121355,SN,NULL,194,60
MUKILTEO 11,22121378,SN,NULL,176,68
MUKILTEO 12,22121379,SN,NULL,319,59
MUKILTEO 13,22121380,SN,NULL,227,43
MUKILTEO 14,22121381,SN,NULL,270,62
MUKILTEO 16,22121382,SN,NULL,302,55
MUKILTEO 18,22121383,SN,NULL,293,51
EVERETT  35,22121400,SN,NULL,178,68
EVERETT  64,22121405,SN,NULL,84,32
EVERETT  65,22121406,SN,NULL,172,49
EVERETT  66,22121407,SN,NULL,204,44
EVERETT  84,22121448,SN,NULL,49,21
MUKILTEO 19,22121474,SN,NULL,191,29
MUKILTEO 20,22121475,SN,NULL,261,56
EVERETT  91,22121491,SN,NULL,141,37
EVERETT  52,22121615,SN,NULL,175,44
EVERETT  61,22121616,SN,NULL,34,13
EVERETT  79,22121621,SN,NULL,157,63
EVERETT  83,22121622,SN,NULL,152,50
EVERETT  92(*),22121624,SN,NULL,0,0
MUKILTEO  6,22121631,SN,NULL,233,45
MUKILTEO 15,22121632,SN,NULL,65,26
MUKILTEO 17,22121633,SN,NULL,285,78
MUKILTEO 10,22121655,SN,NULL,167,28
EVERETT  95,22121697,SN,NULL,91,23
MUKILTEO 21,22121704,SN,NULL,143,20
HIWAY,22124068,SN,NULL,21,7
SHELBY,22124100,SN,NULL,183,28
LIND,22124185,SN,NULL,196,59
YORK,22124274,SN,NULL,216,69
WINGATE,22124337,SN,NULL,218,60
STOCK SHOW,22124486,SN,NULL,91,32
OLIVIA,22124589,SN,NULL,28,4
LYNNWOOD 19,22131422,SN,NULL,195,49
LYNNWOOD 34,22131538,SN,NULL,109,20
MEADOWDALE,22134040,SN,NULL,191,38
EMANDER,22134063,SN,NULL,198,58
ASH,22134076,SN,NULL,244,85
MANOR,22134079,SN,NULL,191,49
MANORDALE,22134080,SN,NULL,175,49
SERENE,22134082,SN,NULL,167,63
STICKNEY,22134084,SN,NULL,190,65
FIELD,22134088,SN,NULL,180,61
ALICIA,22134150,SN,NULL,214,64
CASCADE,22134152,SN,NULL,128,47
GROVE,22134183,SN,NULL,213,74
PIONEER,22134195,SN,NULL,195,44
GIBSON,22134265,SN,NULL,129,44
HEMLOCK,22134268,SN,NULL,253,82
COVE,22134282,SN,NULL,173,48
EMERALD,22134286,SN,NULL,202,38
PICNIC POINT,22134314,SN,NULL,159,49
SHORE,22134320,SN,NULL,205,81
NORMA,22134356,SN,NULL,167,43
PUGET,22134359,SN,NULL,171,45
SHADOW WOOD,22134362,SN,NULL,178,61
ALDER,22134368,SN,NULL,179,46
KEELER,22134373,SN,NULL,154,40
MARINER,22134427,SN,NULL,155,53
POST,22134434,SN,NULL,195,50
HAMPTON,22134456,SN,NULL,206,60
HIPOINT,22134459,SN,NULL,129,32
JEFF,22134460,SN,NULL,151,42
MADISON,22134463,SN,NULL,256,77
WOODGATE,22134489,SN,NULL,111,33
FAIRWOOD,22134492,SN,NULL,87,38
STONE GATE,22134497,SN,NULL,160,40
HILLMAN,22134501,SN,NULL,181,41
BEVERLY,22134520,SN,NULL,183,57
ADMIRALTY,22134642,SN,NULL,126,53
AVALON,22134688,SN,NULL,99,27
DALE,22134692,SN,NULL,202,53
JEFFERSON,22134699,SN,NULL,143,33
LUNDS GULCH,22134758,SN,NULL,64,27
MARTHA LAKE,22144081,SN,NULL,210,51
EAST SHORE,22144131,SN,NULL,198,58
FREEWAY,22144166,SN,NULL,212,56
ROYAL,22144209,SN,NULL,253,92
CASCADIAN,22144279,SN,NULL,227,79
CLOVER,22144280,SN,NULL,160,44
KENTISH,22144297,SN,NULL,145,45
WALNUT,22144331,SN,NULL,132,43
EVERGREEN,22144415,SN,NULL,132,33
FOREST,22144455,SN,NULL,208,62
NORTHROAD,22144476,SN,NULL,252,65
RHODY RIDGE,22144481,SN,NULL,140,32
FILBERT,22144527,SN,NULL,250,59
MEADOWCREST,22144546,SN,NULL,197,53
TERRACE,22144556,SN,NULL,40,14
ELFIN,22144578,SN,NULL,106,38
BUTTERNUT,22144689,SN,NULL,209,35
POPPY,22144707,SN,NULL,141,19
LYNNWOOD  1,23231115,SN,NULL,95,29
LYNNWOOD  2,23231116,SN,NULL,142,42
LYNNWOOD  3,23231117,SN,NULL,173,47
LYNNWOOD  4,23231118,SN,NULL,154,41
LYNNWOOD  5,23231119,SN,NULL,100,39
LYNNWOOD  6,23231120,SN,NULL,167,51
LYNNWOOD  7,23231121,SN,NULL,230,57
LYNNWOOD  8,23231122,SN,NULL,146,38
LYNNWOOD  9,23231123,SN,NULL,233,47
LYNNWOOD 10,23231124,SN,NULL,105,19
LYNNWOOD 11,23231125,SN,NULL,165,74
LYNNWOOD 13,23231168,SN,NULL,149,38
LYNNWOOD 16,23231186,SN,NULL,169,46
LYNNWOOD 17,23231201,SN,NULL,242,62
LYNNWOOD 18,23231202,SN,NULL,185,52
LYNNWOOD 20,23231203,SN,NULL,176,48
LYNNWOOD 22,23231204,SN,NULL,116,56
LYNNWOOD 23,23231205,SN,NULL,194,41
LYNNWOOD 24,23231206,SN,NULL,139,52
LYNNWOOD 28,23231207,SN,NULL,115,33
LYNNWOOD 29,23231208,SN,NULL,236,86
LYNNWOOD 30,23231210,SN,NULL,208,66
LYNNWOOD 12,23231419,SN,NULL,185,68
LYNNWOOD 14,23231420,SN,NULL,161,39
LYNNWOOD 15,23231421,SN,NULL,154,41
LYNNWOOD 21,23231423,SN,NULL,182,68
LYNNWOOD 31,23231424,SN,NULL,122,21
LYNNWOOD 32(*),23231462,SN,NULL,0,0
LYNNWOOD 33,23231516,SN,NULL,185,80
LYNNWOOD 25,23231626,SN,NULL,238,59
LYNNWOOD 26,23231627,SN,NULL,202,46
HILLTOP,23234077,SN,NULL,235,71
CYPRESS,23234175,SN,NULL,202,56
LAURA,23234184,SN,NULL,236,63
ALDERCREST,23234444,SN,NULL,35,15
LARCH,23234461,SN,NULL,185,50
MAGNOLIA,23234539,SN,NULL,163,33
PACIFIC,23234550,SN,NULL,51,13
RIDGEVIEW,23234755,SN,NULL,94,30
MOUNTLAKE TERRACE  7,23241095,SN,NULL,92,42
MOUNTLAKE TERRACE  8,23241096,SN,NULL,181,44
MOUNTLAKE TERRACE  9,23241097,SN,NULL,111,43
MOUNTLAKE TERRACE 10,23241137,SN,NULL,281,57
NILE,23244749,SN,NULL,0,0
MARYSVILLE  1,23811047,SN,NULL,112,57
MARYSVILLE  2,23811048,SN,NULL,76,34
MARYSVILLE  4,23811128,SN,NULL,135,63
MARYSVILLE  6,23811129,SN,NULL,144,45
MARYSVILLE  3,23811261,SN,NULL,215,67
MARYSVILLE  9,23811299,SN,NULL,84,29
MARYSVILLE 11,23811342,SN,NULL,259,74
MARYSVILLE  7,23811350,SN,NULL,120,39
MARYSVILLE  8,23811351,SN,NULL,164,66
MARYSVILLE 10,23811429,SN,NULL,150,39
MARYSVILLE 13,23811430,SN,NULL,146,56
MARYSVILLE 15,23811465,SN,NULL,190,58
MARYSVILLE 17,23811467,SN,NULL,190,50
MARYSVILLE 20,23811504,SN,NULL,180,66
MARYSVILLE 26,23811544,SN,NULL,201,69
MARYSVILLE 27,23811571,SN,NULL,251,56
MARYSVILLE 28,23811572,SN,NULL,115,43
MARYSVILLE 25,23811650,SN,NULL,101,45
MARYSVILLE 29,23811651,SN,NULL,94,49
MARYSVILLE 32,23811679,SN,NULL,127,48
MARYSVILLE 35,23811728,SN,NULL,187,61
MARYSVILLE 36,23811729,SN,NULL,140,46
MARYSVILLE 37,23811730,SN,NULL,127,40
MARYSVILLE 38,23811731,SN,NULL,132,58
MARYSVILLE 39,23811732,SN,NULL,183,38
MARYSVILLE 40,23811733,SN,NULL,144,50
MARYSVILLE 41,23811734,SN,NULL,117,57
MARYSVILLE 42,23811735,SN,NULL,155,59
MARYSVILLE 43,23811736,SN,NULL,183,71
MARYSVILLE 46,23811739,SN,NULL,240,84
MARYSVILLE 47,23811740,SN,NULL,182,55
MARYSVILLE 48,23811741,SN,NULL,138,61
MARYSVILLE 49,23811742,SN,NULL,155,45
MARYSVILLE 50,23811743,SN,NULL,183,69
MARYSVILLE 51,23811744,SN,NULL,78,31
LOMA,23814167,SN,NULL,184,42
TIMBER,23814325,SN,NULL,0,0
WILLOW,23814335,SN,NULL,161,45
STRAUS,23814363,SN,NULL,257,92
WENBERG,23814488,SN,NULL,187,59
EVERETT   1,23821214,SN,NULL,233,41
EVERETT   2,23821215,SN,NULL,209,32
EVERETT   3,23821216,SN,NULL,162,39
EVERETT   4,23821217,SN,NULL,197,51
EVERETT   6,23821218,SN,NULL,129,47
EVERETT   8,23821219,SN,NULL,147,59
EVERETT  11,23821220,SN,NULL,238,56
EVERETT  12,23821221,SN,NULL,153,52
EVERETT  13,23821222,SN,NULL,135,62
EVERETT  14,23821223,SN,NULL,171,51
EVERETT  15,23821224,SN,NULL,146,69
EVERETT  16,23821225,SN,NULL,134,49
EVERETT  17,23821226,SN,NULL,101,35
EVERETT  18,23821227,SN,NULL,230,86
EVERETT  19,23821228,SN,NULL,170,47
EVERETT  20,23821229,SN,NULL,147,83
EVERETT  21,23821230,SN,NULL,244,73
EVERETT  22,23821231,SN,NULL,156,52
EVERETT  24,23821232,SN,NULL,200,51
EVERETT  25,23821233,SN,NULL,163,36
EVERETT  26,23821234,SN,NULL,279,61
EVERETT  27,23821235,SN,NULL,184,72
EVERETT  28,23821236,SN,NULL,141,44
EVERETT  29,23821237,SN,NULL,150,38
EVERETT  31,23821238,SN,NULL,125,50
EVERETT  32,23821239,SN,NULL,189,57
EVERETT  33,23821240,SN,NULL,256,63
EVERETT  34,23821241,SN,NULL,122,42
EVERETT  36,23821242,SN,NULL,150,50
EVERETT  37,23821243,SN,NULL,185,52
EVERETT  38,23821244,SN,NULL,42,21
EVERETT  39,23821245,SN,NULL,165,60
EVERETT  40,23821246,SN,NULL,78,31
EVERETT  41,23821247,SN,NULL,160,37
EVERETT  42,23821248,SN,NULL,135,53
EVERETT  43,23821249,SN,NULL,92,52
EVERETT  44,23821250,SN,NULL,139,25
EVERETT  45,23821251,SN,NULL,144,46
EVERETT  48,23821252,SN,NULL,143,46
