Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,CR,NULL,81307
100,100,CR,NULL,440
102,102,CR,NULL,316
104,104,CR,NULL,407
106,106,CR,NULL,373
108,108,CR,NULL,390
110,110,CR,NULL,420
112,112,CR,NULL,38
113,113,CR,NULL,233
120,120,CR,NULL,482
130,130,CR,NULL,416
147,147,CR,NULL,325
150,150,CR,NULL,254
153,153,CR,NULL,282
160,160,CR,NULL,330
170,170,CR,NULL,328
175,175,CR,NULL,306
180,180,CR,NULL,334
190,190,CR,NULL,427
200,200,CR,NULL,445
220,220,CR,NULL,311
225,225,CR,NULL,538
240,240,CR,NULL,483
245,245,CR,NULL,421
250,250,CR,NULL,490
255,255,CR,NULL,411
257,257,CR,NULL,425
290,290,CR,NULL,396
294,294,CR,NULL,276
296,296,CR,NULL,298
298,298,CR,NULL,254
325,325,CR,NULL,312
327,327,CR,NULL,424
330,330,CR,NULL,416
335,335,CR,NULL,330
337,337,CR,NULL,348
338,338,CR,NULL,390
340,340,CR,NULL,406
350,350,CR,NULL,329
360,360,CR,NULL,403
370,370,CR,NULL,287
390,390,CR,NULL,483
395,395,CR,NULL,116
400,400,CR,NULL,239
410,410,CR,NULL,484
415,415,CR,NULL,303
420,420,CR,NULL,390
423,423,CR,NULL,321
424,424,CR,NULL,466
425,425,CR,NULL,296
426,426,CR,NULL,538
430,430,CR,NULL,290
432,432,CR,NULL,305
434,434,CR,NULL,280
435,435,CR,NULL,276
436,436,CR,NULL,233
440,440,CR,NULL,400
441,441,CR,NULL,399
444,444,CR,NULL,505
445,445,CR,NULL,510
446,446,CR,NULL,386
447,447,CR,NULL,488
448,448,CR,NULL,507
449,449,CR,NULL,513
450,450,CR,NULL,468
451,451,CR,NULL,406
452,452,CR,NULL,353
453,453,CR,NULL,372
455,455,CR,NULL,297
456,456,CR,NULL,544
460,460,CR,NULL,585
470,470,CR,NULL,531
480,480,CR,NULL,538
483,483,CR,NULL,569
485,485,CR,NULL,247
487,487,CR,NULL,197
490,490,CR,NULL,278
491,491,CR,NULL,30
500,500,CR,NULL,417
502,502,CR,NULL,347
503,503,CR,NULL,299
505,505,CR,NULL,451
510,510,CR,NULL,266
511,511,CR,NULL,23
515,515,CR,NULL,462
520,520,CR,NULL,213
521,521,CR,NULL,9
522,522,CR,NULL,136
523,523,CR,NULL,6
524,524,CR,NULL,39
525,525,CR,NULL,248
527,527,CR,NULL,313
528,528,CR,NULL,345
530,530,CR,NULL,160
535,535,CR,NULL,485
536,536,CR,NULL,244
537,537,CR,NULL,163
538,538,CR,NULL,196
540,540,CR,NULL,409
543,543,CR,NULL,381
545,545,CR,NULL,286
550,550,CR,NULL,463
553,553,CR,NULL,385
555,555,CR,NULL,459
560,560,CR,NULL,402
563,563,CR,NULL,454
565,565,CR,NULL,333
566,566,CR,NULL,271
570,570,CR,NULL,395
571,571,CR,NULL,398
572,572,CR,NULL,520
573,573,CR,NULL,492
574,574,CR,NULL,16
575,575,CR,NULL,125
576,576,CR,NULL,3
577,577,CR,NULL,491
578,578,CR,NULL,35
579,579,CR,NULL,14
580,580,CR,NULL,269
581,581,CR,NULL,193
582,582,CR,NULL,307
583,583,CR,NULL,306
584,584,CR,NULL,373
585,585,CR,NULL,464
586,586,CR,NULL,342
587,587,CR,NULL,324
588,588,CR,NULL,231
590,590,CR,NULL,511
591,591,CR,NULL,500
592,592,CR,NULL,470
593,593,CR,NULL,393
594,594,CR,NULL,13
595,595,CR,NULL,216
596,596,CR,NULL,0
597,597,CR,NULL,40
598,598,CR,NULL,11
600,600,CR,NULL,202
603,603,CR,NULL,206
605,605,CR,NULL,361
606,606,CR,NULL,76
610,610,CR,NULL,536
613,613,CR,NULL,168
615,615,CR,NULL,182
617,617,CR,NULL,392
618,618,CR,NULL,410
620,620,CR,NULL,426
624,624,CR,NULL,101
625,625,CR,NULL,401
626,626,CR,NULL,397
627,627,CR,NULL,404
628,628,CR,NULL,449
629,629,CR,NULL,363
630,630,CR,NULL,336
631,631,CR,NULL,474
632,632,CR,NULL,218
633,633,CR,NULL,371
634,634,CR,NULL,351
635,635,CR,NULL,315
636,636,CR,NULL,339
638,638,CR,NULL,364
639,639,CR,NULL,359
640,640,CR,NULL,402
641,641,CR,NULL,159
642,642,CR,NULL,180
643,643,CR,NULL,382
644,644,CR,NULL,418
645,645,CR,NULL,492
646,646,CR,NULL,203
647,647,CR,NULL,270
648,648,CR,NULL,326
649,649,CR,NULL,338
650,650,CR,NULL,411
651,651,CR,NULL,275
652,652,CR,NULL,382
653,653,CR,NULL,350
654,654,CR,NULL,277
655,655,CR,NULL,386
656,656,CR,NULL,207
658,658,CR,NULL,345
659,659,CR,NULL,405
660,660,CR,NULL,438
662,662,CR,NULL,421
663,663,CR,NULL,293
664,664,CR,NULL,419
667,667,CR,NULL,335
668,668,CR,NULL,395
669,669,CR,NULL,343
670,670,CR,NULL,423
672,672,CR,NULL,345
673,673,CR,NULL,431
674,674,CR,NULL,351
