Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,OK,NULL,6354,4782
ALMA,1,OK,NULL,27,18
ANGLIN,2,OK,NULL,52,21
BEEMAN,3,OK,NULL,48,29
BODIE,4,OK,NULL,15,8
BONAPARTE,5,OK,NULL,19,11
BOSTON,6,OK,NULL,37,37
BREWSTER RURAL,7,OK,NULL,41,11
CARLTON,8,OK,NULL,30,17
CHESAW,9,OK,NULL,34,11
CONCONULLY RURAL,10,OK,NULL,24,19
DUCK LAKE,11,OK,NULL,18,19
DULEY LAKE,12,OK,NULL,21,8
EASTLAKE,13,OK,NULL,9,18
EASTSIDE,14,OK,NULL,49,32
ELLISFORDE,15,OK,NULL,52,21
ELMERTON,16,OK,NULL,61,25
ELMWAY,17,OK,NULL,29,10
HAVILLAH,18,OK,NULL,51,27
LOOMIS,19,OK,NULL,41,22
MALOTT,20,OK,NULL,60,25
MAZAMA,21,OK,NULL,28,76
METHOW,22,OK,NULL,44,30
MISSION,23,OK,NULL,24,9
MOLSON,24,OK,NULL,46,30
MONSE #1,25,OK,NULL,47,23
NESPELEM RURAL,27,OK,NULL,9,18
NIGHTHAWK,28,OK,NULL,10,8
NORTH OMAK,29,OK,NULL,29,5
PATEROS RURAL,30,OK,NULL,32,19
PINE CREEK,31,OK,NULL,22,16
POGUE,32,OK,NULL,47,35
RIVERSIDE RURAL,33,OK,NULL,54,44
SAN POIL,34,OK,NULL,54,33
SOUTH OROVILLE,35,OK,NULL,40,23
SPRING COULEE,36,OK,NULL,41,24
TONASKET RURAL,37,OK,NULL,24,16
TUNK CREEK,38,OK,NULL,57,34
TWISP RURAL,39,OK,NULL,32,41
WOLF CREEK,40,OK,NULL,18,38
WAUCONDA,41,OK,NULL,56,11
WESTLAKE,42,OK,NULL,24,9
WHITESTONE,43,OK,NULL,15,22
WINTHROP RURAL,44,OK,NULL,43,59
CHILIWIST,45,OK,NULL,34,21
MONSE #3,46,OK,NULL,28,10
OKANOGAN RURAL,47,OK,NULL,28,13
AENEAS,48,OK,NULL,29,17
COLUMBIA,49,OK,NULL,16,11
CRUMBACHER,50,OK,NULL,48,20
DISAUTEL,51,OK,NULL,14,8
HUDSON,52,OK,NULL,15,14
KIPLING,53,OK,NULL,25,15
ORCHARD,54,OK,NULL,23,22
TORODA,55,OK,NULL,49,18
BEAVER CREEK,56,OK,NULL,19,21
BLACK CANYON,57,OK,NULL,25,31
BUFFALO LAKE,58,OK,NULL,16,6
COPPLE,59,OK,NULL,27,29
EDELWEISS,60,OK,NULL,21,68
ENGH,61,OK,NULL,31,37
FINLEY CANYON,62,OK,NULL,60,31
JANIS,63,OK,NULL,21,14
LEESE,64,OK,NULL,21,3
LIBBY CREEK,65,OK,NULL,46,48
MCGINNIS LAKE,66,OK,NULL,7,9
NORTH STAR,67,OK,NULL,8,14
OWHI,68,OK,NULL,19,17
PALMER LAKE,69,OK,NULL,30,20
PINE CONE,70,OK,NULL,20,18
POORMAN CREEK,71,OK,NULL,50,52
SAND FLAT,72,OK,NULL,41,31
SOURDOUGH,74,OK,NULL,47,25
TWIN LAKES,75,OK,NULL,46,49
VALLEY,76,OK,NULL,32,16
WANNACUT,77,OK,NULL,43,33
WEST CHEWUCH,78,OK,NULL,25,40
CANAL,79,OK,NULL,24,16
AIRPORT,81,OK,NULL,30,36
BALKY HILL,82,OK,NULL,26,34
BRIDGE CREEK,83,OK,NULL,18,42
CROSSROADS,84,OK,NULL,20,20
DAVIS LAKE,85,OK,NULL,24,49
GREENACRES,86,OK,NULL,29,11
JOHNSON CREEK,87,OK,NULL,30,31
LEWIS BUTTE,88,OK,NULL,34,52
LIME BELT,89,OK,NULL,16,16
MCCLURE MTN,90,OK,NULL,46,45
MOCCASIN LAKE,91,OK,NULL,37,54
NORTH MALOTT,92,OK,NULL,49,23
PATTERSON LAKE,93,OK,NULL,23,67
