Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,GY,NULL,8930,9482
Taholah 002,2,GY,NULL,84,89
Quinault 004,4,GY,NULL,76,73
Neilton 006,6,GY,NULL,49,23
Pacific Beach 008,8,GY,NULL,96,104
Moclips 010,10,GY,NULL,12,8
Ocean City 012,12,GY,NULL,105,148
Burrows 014,14,GY,NULL,14,18
Wilderness 016,16,GY,NULL,57,48
Humptulips 018,18,GY,NULL,22,29
Axford 020,20,GY,NULL,69,47
Dekay 022,22,GY,NULL,30,44
Hoquiam Rural 024,24,GY,NULL,129,158
Stover 026(*),26,GY,NULL,0,0
North Wishkah 028(*),28,GY,NULL,0,0
Wishkah 030,30,GY,NULL,134,107
Cutoff032,32,GY,NULL,43,52
Coats Landing 034,34,GY,NULL,114,132
Geissler 036,36,GY,NULL,14,31
Aberdeen Lake 038(*),38,GY,NULL,0,0
Reynvaan 040,40,GY,NULL,64,55
Wynoochee 042,42,GY,NULL,4,2
Boundary 044,44,GY,NULL,28,21
Black Creek 046,46,GY,NULL,203,236
Brady 048,48,GY,NULL,193,215
Riviera 050,50,GY,NULL,20,20
Satsop 052,52,GY,NULL,91,68
Calder 056,56,GY,NULL,122,112
Bush 058,58,GY,NULL,276,245
McCleary Rural 060,60,GY,NULL,196,195
Porter 062,62,GY,NULL,85,111
Cedar Creek 064,64,GY,NULL,56,56
Chehalis 066,66,GY,NULL,4,3
Blockhouse 068,68,GY,NULL,131,154
Delezenne 070,70,GY,NULL,150,167
Melbourne 072,72,GY,NULL,128,166
Devonshire 074,74,GY,NULL,112,124
Vesta 076,76,GY,NULL,37,26
Artic 078,78,GY,NULL,24,35
Central Park 080,80,GY,NULL,259,278
Lois Lane 082,82,GY,NULL,54,47
Blue Slough 084,84,GY,NULL,70,111
Sierra 086(*),86,GY,NULL,0,0
Lund 088,88,GY,NULL,32,41
Newskah 090,90,GY,NULL,9,5
Ocosta 092,92,GY,NULL,0,0
Johns River 094,94,GY,NULL,115,139
Grayland 096,96,GY,NULL,149,128
Cohasset 098,98,GY,NULL,95,82
Aberdeen 111,111,GY,NULL,250,263
Aberdeen 121,121,GY,NULL,251,214
Aberdeen 131,131,GY,NULL,305,308
Aberdeen 132,132,GY,NULL,0,0
Aberdeen 141,141,GY,NULL,168,319
Aberdeen 142,142,GY,NULL,187,219
Aberdeen 151,151,GY,NULL,165,144
Aberdeen 161,161,GY,NULL,261,211
Cosmopolis 201,201,GY,NULL,250,248
Elma 301,301,GY,NULL,94,113
Elma 302,302,GY,NULL,212,229
Hoquiam 411,411,GY,NULL,149,184
Hoquiam 421,421,GY,NULL,141,123
Hoquiam 431,431,GY,NULL,159,170
Hoquiam 441,441,GY,NULL,156,186
Hoquiam 451,451,GY,NULL,154,132
Hoquiam 461,461,GY,NULL,132,133
McCleary 501,501,GY,NULL,204,173
Montesano 601,601,GY,NULL,261,369
Montesano 602,602,GY,NULL,303,306
Montesano 603,603,GY,NULL,0,0
Oakville 701,701,GY,NULL,87,75
Ocean Shores 801,801,GY,NULL,267,307
Ocean Shores 802,802,GY,NULL,369,450
Ocean Shores 803,803,GY,NULL,341,363
Westport 901,901,GY,NULL,266,263
