Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,AS,NULL,5362
ANATONE,1,AS,NULL,97
RURAL ASOTIN,3,AS,NULL,112
W ASOTIN,4,AS,NULL,128
SWALLOWS NEST,5,AS,NULL,320
ASOTIN #1,101,AS,NULL,155
ASOTIN #2,102,AS,NULL,165
CLARKSTON #1,201,AS,NULL,140
CLARKSTON #2,202,AS,NULL,179
CLARKSTON #3,203,AS,NULL,156
CLARKSTON #4,204,AS,NULL,189
CLARKSTON #5,205,AS,NULL,119
CLARKSTON #6,206,AS,NULL,193
CLARKSTON #7,207,AS,NULL,121
CLARKSTON #8,208,AS,NULL,171
CLARKSTON HTS #1,301,AS,NULL,231
CLARKSTON HTS #2,302,AS,NULL,405
CLARKSTON HTS #3,303,AS,NULL,93
CLARKSTON HTS #4,304,AS,NULL,230
CLARKSTON HTS #5,305,AS,NULL,394
CLARKSTON HTS #6,306,AS,NULL,358
CLARKSTON HTS #7,307,AS,NULL,287
SOUTH CLARKSTON #1,401,AS,NULL,193
SOUTH CLARKSTON #2,402,AS,NULL,243
WEST CLARKSTON #1,501,AS,NULL,215
WEST CLARKSTON #2,502,AS,NULL,214
WEST CLARKSTON #3,503,AS,NULL,254
