Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,AS,NULL,3964,3738
ANATONE,1,AS,NULL,40,113
RURAL ASOTIN,3,AS,NULL,57,122
W ASOTIN,4,AS,NULL,70,109
SWALLOWS NEST,5,AS,NULL,255,207
ASOTIN #1,101,AS,NULL,121,111
ASOTIN #2,102,AS,NULL,126,123
CLARKSTON #1,201,AS,NULL,115,73
CLARKSTON #2,202,AS,NULL,142,114
CLARKSTON #3,203,AS,NULL,133,106
CLARKSTON #4,204,AS,NULL,154,119
CLARKSTON #5,205,AS,NULL,112,61
CLARKSTON #6,206,AS,NULL,152,110
CLARKSTON #7,207,AS,NULL,86,84
CLARKSTON #8,208,AS,NULL,139,99
CLARKSTON HTS #1,301,AS,NULL,161,174
CLARKSTON HTS #2,302,AS,NULL,265,307
CLARKSTON HTS #3,303,AS,NULL,62,65
CLARKSTON HTS #4,304,AS,NULL,184,138
CLARKSTON HTS #5,305,AS,NULL,270,331
CLARKSTON HTS #6,306,AS,NULL,271,249
CLARKSTON HTS #7,307,AS,NULL,202,196
SOUTH CLARKSTON #1,401,AS,NULL,130,142
SOUTH CLARKSTON #2,402,AS,NULL,181,180
WEST CLARKSTON #1,501,AS,NULL,175,118
WEST CLARKSTON #2,502,AS,NULL,145,143
WEST CLARKSTON #3,503,AS,NULL,216,144
