Row Label,PrecinctCode,County,Registered Voters,Cathy McMorris Rodgers,Joseph (Joe) Pakootas
Total,-1,CU,NULL,1379,483
ALTO,1,CU,NULL,51,12
COLUMBIA,2,CU,NULL,215,49
PING,3,CU,NULL,157,34
STAR,4,CU,NULL,82,27
STARBUCK COUNTRY,5,CU,NULL,22,5
TUCANNON,6,CU,NULL,57,13
BROOKLYN,101,CU,NULL,142,47
DAYTON,102,CU,NULL,129,87
MUSTARD,103,CU,NULL,141,38
PATIT,104,CU,NULL,113,58
RAINWATER,105,CU,NULL,105,39
STARBUCK CITY,106,CU,NULL,61,12
TOUCHET,107,CU,NULL,104,62
