Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,GA,NULL,516,659
GROUSE-VOTE BY MAIL(*),101,GA,NULL,0,0
MAYVIEW-VOTE BY MAIL(*),102,GA,NULL,0,0
PATAHA,103,GA,NULL,58,110
PEOLA-VOTE BY MAIL,104,GA,NULL,7,6
PING - VOTE BY MAIL,105,GA,NULL,6,14
PLEASANT-VB MAIL,106,GA,NULL,25,27
SCOGGIN - VB MAIL,109,GA,NULL,29,74
TUCANNON - VB MAIL,110,GA,NULL,31,32
WARD 1,201,GA,NULL,51,57
WARD 2,202,GA,NULL,102,118
WARD 3,203,GA,NULL,105,125
WARD 4,204,GA,NULL,82,69
