Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,AS,NULL,3710,3675
ANATONE,1,AS,NULL,49,97
RURAL ASOTIN,3,AS,NULL,69,100
W ASOTIN,4,AS,NULL,61,109
SWALLOWS NEST,5,AS,NULL,205,242
ASOTIN #1,101,AS,NULL,127,94
ASOTIN #2,102,AS,NULL,117,127
CLARKSTON #1,201,AS,NULL,127,58
CLARKSTON #2,202,AS,NULL,124,122
CLARKSTON #3,203,AS,NULL,122,108
CLARKSTON #4,204,AS,NULL,129,134
CLARKSTON #5,205,AS,NULL,109,53
CLARKSTON #6,206,AS,NULL,143,110
CLARKSTON #7,207,AS,NULL,79,83
CLARKSTON #8,208,AS,NULL,133,97
CLARKSTON HTS #1,301,AS,NULL,177,140
CLARKSTON HTS #2,302,AS,NULL,255,299
CLARKSTON HTS #3,303,AS,NULL,60,63
CLARKSTON HTS #4,304,AS,NULL,158,149
CLARKSTON HTS #5,305,AS,NULL,266,306
CLARKSTON HTS #6,306,AS,NULL,238,247
CLARKSTON HTS #7,307,AS,NULL,179,205
SOUTH CLARKSTON #1,401,AS,NULL,126,130
SOUTH CLARKSTON #2,402,AS,NULL,171,170
WEST CLARKSTON #1,501,AS,NULL,160,119
WEST CLARKSTON #2,502,AS,NULL,143,141
WEST CLARKSTON #3,503,AS,NULL,183,172
