Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,JE,NULL,3408,8386
101 Gardiner,101,JE,NULL,47,96
102 Port Discovery,102,JE,NULL,47,117
103 Crocker,103,JE,NULL,42,106
104 Cape George,104,JE,NULL,120,283
105 Discovery Bay,105,JE,NULL,89,280
106 North Jacob,106,JE,NULL,91,199
107 South Jacob,107,JE,NULL,104,280
200 Coyle,200,JE,NULL,58,123
201 Quilcene,201,JE,NULL,113,294
204 Brinnon,204,JE,NULL,136,348
300 Chimacum I,300,JE,NULL,94,174
301 Chimacum II,301,JE,NULL,46,116
302 Center I,302,JE,NULL,61,152
303 Hadlock,303,JE,NULL,94,287
304 Kala Point,304,JE,NULL,113,314
305 Irondale I,305,JE,NULL,99,176
306 Irondale II,306,JE,NULL,110,271
307 Four Corners,307,JE,NULL,69,177
308 Center II,308,JE,NULL,38,103
401 Nordland,401,JE,NULL,129,268
500 Port Ludlow,500,JE,NULL,120,339
501 Port Ludlow I,501,JE,NULL,128,356
502 Port Ludlow II,502,JE,NULL,78,219
503 Port Ludlow III,503,JE,NULL,77,232
504 Port Ludlow IV,504,JE,NULL,63,154
505 Port Ludlow V,505,JE,NULL,87,260
600 Hoh,600,JE,NULL,10,22
601 Queets,601,JE,NULL,14,16
700 Port Townsend,700,JE,NULL,117,253
701 Port Townsend,701,JE,NULL,65,122
702 Port Townsend,702,JE,NULL,66,154
703 Port Townsend,703,JE,NULL,67,212
704 Port Townsend,704,JE,NULL,63,118
705 Port Townsend,705,JE,NULL,81,151
706 Port Townsend,706,JE,NULL,181,392
707 Port Townsend,707,JE,NULL,130,371
708 Port Townsend,708,JE,NULL,139,354
709 Port Townsend,709,JE,NULL,147,294
710 Port Townsend,710,JE,NULL,75,203
