Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,DG,NULL,6581,3954
PRECINCT 101,101,DG,NULL,169,66
PRECINCT 102,102,DG,NULL,272,172
PRECINCT 103,103,DG,NULL,71,32
PRECINCT 104,104,DG,NULL,267,239
PRECINCT 105,105,DG,NULL,83,61
PRECINCT 106,106,DG,NULL,126,66
PRECINCT 107,107,DG,NULL,123,72
PRECINCT 108,108,DG,NULL,133,79
PRECINCT 109,109,DG,NULL,93,49
PRECINCT 110,110,DG,NULL,177,105
PRECINCT 111,111,DG,NULL,250,157
PRECINCT 112,112,DG,NULL,160,81
PRECINCT 113,113,DG,NULL,114,85
PRECINCT 114,114,DG,NULL,118,74
PRECINCT 201,201,DG,NULL,149,86
PRECINCT 202,202,DG,NULL,75,40
PRECINCT 203,203,DG,NULL,181,107
PRECINCT 204,204,DG,NULL,218,130
PRECINCT 205,205,DG,NULL,270,167
PRECINCT 206,206,DG,NULL,121,84
PRECINCT 207,207,DG,NULL,236,119
PRECINCT 208,208,DG,NULL,112,61
PRECINCT 209,209,DG,NULL,217,123
PRECINCT 210,210,DG,NULL,76,37
PRECINCT 211,211,DG,NULL,59,33
PRECINCT 212,212,DG,NULL,158,70
PRECINCT 213,213,DG,NULL,141,59
PRECINCT 214,214,DG,NULL,52,25
PRECINCT 215,215,DG,NULL,170,106
PRECINCT 301,301,DG,NULL,284,166
PRECINCT 302,302,DG,NULL,182,178
PRECINCT 303,303,DG,NULL,139,92
PRECINCT 304,304,DG,NULL,47,23
PRECINCT 305,305,DG,NULL,119,45
PRECINCT 306,306,DG,NULL,122,74
PRECINCT 307,307,DG,NULL,41,23
PRECINCT 308,308,DG,NULL,45,21
PRECINCT 309,309,DG,NULL,64,27
PRECINCT 310,310,DG,NULL,84,34
PRECINCT 311,311,DG,NULL,107,59
PRECINCT 312,312,DG,NULL,128,76
PRECINCT 313,313,DG,NULL,41,22
PRECINCT 314,314,DG,NULL,26,37
PRECINCT 315,315,DG,NULL,230,163
PRECINCT 316,316,DG,NULL,186,124
PRECINCT 317,317,DG,NULL,278,170
PRECINCT 318,318,DG,NULL,67,35
