Row Label,PrecinctCode,County,Registered Voters,Clint Didier,Dan Newhouse
Total,-1,YA,NULL,18886,28458
0001,1,YA,NULL,0,0
0101,101,YA,NULL,51,107
0103,103,YA,NULL,55,95
0104,104,YA,NULL,67,133
0110,110,YA,NULL,81,132
0111,111,YA,NULL,77,161
0113,113,YA,NULL,63,108
0116,116,YA,NULL,123,304
0118,118,YA,NULL,47,108
0120,120,YA,NULL,68,125
0124,124,YA,NULL,14,76
0126,126,YA,NULL,42,88
0127,127,YA,NULL,128,156
0129,129,YA,NULL,72,105
0130,130,YA,NULL,85,157
0131,131,YA,NULL,119,175
0132,132,YA,NULL,92,210
0133,133,YA,NULL,215,359
0134,134,YA,NULL,264,502
0138,138,YA,NULL,165,418
0139,139,YA,NULL,171,347
0140,140,YA,NULL,93,143
0142,142,YA,NULL,160,311
0150,150,YA,NULL,65,133
0153,153,YA,NULL,135,223
0154,154,YA,NULL,160,222
0155,155,YA,NULL,156,255
0156,156,YA,NULL,90,113
0158,158,YA,NULL,73,111
0162,162,YA,NULL,87,152
0163,163,YA,NULL,181,322
0167,167,YA,NULL,184,365
0168,168,YA,NULL,166,361
0169,169,YA,NULL,171,393
0170,170,YA,NULL,126,211
0173,173,YA,NULL,115,179
0175,175,YA,NULL,86,126
0177,177,YA,NULL,219,291
0179,179,YA,NULL,171,293
0180,180,YA,NULL,115,158
0181,181,YA,NULL,233,292
0182,182,YA,NULL,273,418
0183,183,YA,NULL,147,274
0184,184,YA,NULL,124,210
0185,185,YA,NULL,202,284
0186,186,YA,NULL,192,360
0187,187,YA,NULL,180,246
0188,188,YA,NULL,234,321
0189,189,YA,NULL,121,207
0190,190,YA,NULL,109,149
0301,301,YA,NULL,18,61
0302,302,YA,NULL,73,160
0303,303,YA,NULL,77,154
0304,304,YA,NULL,52,70
0305,305,YA,NULL,6,8
0306,306,YA,NULL,94,264
0307,307,YA,NULL,6,15
0308,308,YA,NULL,0,0
0501,501,YA,NULL,71,169
0701,701,YA,NULL,35,50
0901,901,YA,NULL,48,90
1101,1101,YA,NULL,137,151
1103,1103,YA,NULL,118,170
1301,1301,YA,NULL,96,119
1501,1501,YA,NULL,120,147
1502,1502,YA,NULL,204,232
1503,1503,YA,NULL,189,236
1504,1504,YA,NULL,189,268
1701,1701,YA,NULL,65,167
1702,1702,YA,NULL,3,30
1703,1703,YA,NULL,65,186
1704,1704,YA,NULL,0,0
1705,1705,YA,NULL,104,315
1706,1706,YA,NULL,77,216
1708,1708,YA,NULL,84,156
1901,1901,YA,NULL,46,86
2101,2101,YA,NULL,135,245
2103,2103,YA,NULL,93,190
2301,2301,YA,NULL,90,161
2303,2303,YA,NULL,88,158
2306,2306,YA,NULL,137,219
2501,2501,YA,NULL,84,188
2701,2701,YA,NULL,274,428
3002,3002,YA,NULL,38,60
3004,3004,YA,NULL,9,8
3101,3101,YA,NULL,213,384
3102,3102,YA,NULL,130,177
3103,3103,YA,NULL,65,132
3104,3104,YA,NULL,124,188
3105,3105,YA,NULL,18,29
3106,3106,YA,NULL,143,213
3203,3203,YA,NULL,239,263
3204,3204,YA,NULL,27,27
3205,3205,YA,NULL,282,262
3206,3206,YA,NULL,211,279
3208,3208,YA,NULL,28,40
3301,3301,YA,NULL,133,167
3303,3303,YA,NULL,71,104
3304,3304,YA,NULL,210,207
3305,3305,YA,NULL,177,186
3306,3306,YA,NULL,84,105
3308,3308,YA,NULL,192,203
3309,3309,YA,NULL,86,143
3310,3310,YA,NULL,98,175
3311,3311,YA,NULL,314,407
3313,3313,YA,NULL,75,78
3401,3401,YA,NULL,42,75
3504,3504,YA,NULL,12,2
3601,3601,YA,NULL,14,22
3602,3602,YA,NULL,285,360
3605,3605,YA,NULL,364,349
3701,3701,YA,NULL,99,164
3901,3901,YA,NULL,280,190
3902,3902,YA,NULL,52,106
3903,3903,YA,NULL,326,414
3904,3904,YA,NULL,73,66
3905,3905,YA,NULL,53,64
4001,4001,YA,NULL,35,81
4002,4002,YA,NULL,53,80
4003,4003,YA,NULL,225,309
4005,4005,YA,NULL,108,150
4101,4101,YA,NULL,71,99
4102,4102,YA,NULL,183,201
4104,4104,YA,NULL,128,158
4105,4105,YA,NULL,93,94
4106,4106,YA,NULL,175,159
4108,4108,YA,NULL,123,168
4109,4109,YA,NULL,158,366
4111,4111,YA,NULL,210,257
4112,4112,YA,NULL,246,317
4114,4114,YA,NULL,74,60
4115,4115,YA,NULL,111,122
4303,4303,YA,NULL,47,101
4401,4401,YA,NULL,90,131
4402,4402,YA,NULL,113,126
4501,4501,YA,NULL,46,62
4503,4503,YA,NULL,22,20
4504,4504,YA,NULL,109,185
4601,4601,YA,NULL,77,127
4602,4602,YA,NULL,68,111
4603,4603,YA,NULL,236,242
4604,4604,YA,NULL,82,102
