Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,CH,NULL,13502
100,100,CH,NULL,6
110,110,CH,NULL,165
111,111,CH,NULL,50
112,112,CH,NULL,16
113,113,CH,NULL,37
114,114,CH,NULL,219
115,115,CH,NULL,17
116,116,CH,NULL,76
120,120,CH,NULL,151
121,121,CH,NULL,152
122,122,CH,NULL,82
123,123,CH,NULL,23
124,124,CH,NULL,31
125,125,CH,NULL,326
126,126,CH,NULL,44
127,127,CH,NULL,63
128,128,CH,NULL,35
129,129,CH,NULL,123
131,131,CH,NULL,30
132,132,CH,NULL,22
133,133,CH,NULL,191
134,134,CH,NULL,294
135,135,CH,NULL,305
136,136,CH,NULL,4
140,140,CH,NULL,100
141,141,CH,NULL,7
142,142,CH,NULL,29
143,143,CH,NULL,3
144,144,CH,NULL,16
145,145,CH,NULL,18
146,146,CH,NULL,57
147,147,CH,NULL,288
148,148,CH,NULL,141
149,149,CH,NULL,150
150,150,CH,NULL,24
151,151,CH,NULL,2
152,152,CH,NULL,3
153,153,CH,NULL,438
154,154,CH,NULL,368
155,155,CH,NULL,128
156,156,CH,NULL,33
157,157,CH,NULL,293
158,158,CH,NULL,146
159,159,CH,NULL,6
161,161,CH,NULL,21
162,162,CH,NULL,23
163,163,CH,NULL,16
164,164,CH,NULL,98
165,165,CH,NULL,73
171,171,CH,NULL,8
172,172,CH,NULL,10
173,173,CH,NULL,14
174,174,CH,NULL,213
175,175,CH,NULL,376
181,181,CH,NULL,271
182,182,CH,NULL,242
183,183,CH,NULL,131
190,190,CH,NULL,21
210,210,CH,NULL,211
220,220,CH,NULL,246
310,310,CH,NULL,129
320,320,CH,NULL,181
330,330,CH,NULL,216
410,410,CH,NULL,257
420,420,CH,NULL,293
430,430,CH,NULL,352
440,440,CH,NULL,427
450,450,CH,NULL,359
460,460,CH,NULL,332
480,480,CH,NULL,358
490,490,CH,NULL,516
510,510,CH,NULL,198
520,520,CH,NULL,482
530,530,CH,NULL,385
540,540,CH,NULL,285
560,560,CH,NULL,351
580,580,CH,NULL,229
590,590,CH,NULL,315
610,610,CH,NULL,223
710,710,CH,NULL,226
720,720,CH,NULL,306
730,730,CH,NULL,359
1149,1149,CH,NULL,29
1150,1150,CH,NULL,6
1151,1151,CH,NULL,2
