Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,GR,NULL,3901,12115
Airport 1 001,1,GR,NULL,46,173
Beverly 002,2,GR,NULL,14,15
Block 71 003,3,GR,NULL,90,357
Cascade Fairgrnd 004,4,GR,NULL,53,152
Coulee City 005,5,GR,NULL,41,129
Coulee Cty Rur W 006,6,GR,NULL,19,55
Electric City 007,7,GR,NULL,66,211
Ephrata 5 008,8,GR,NULL,40,190
Ephrata 2 009,9,GR,NULL,43,236
Ephrata 3 010,10,GR,NULL,56,146
Ephrata 4 011,11,GR,NULL,74,271
Ephrata 7 012,12,GR,NULL,72,182
Ephrata 9 013,13,GR,NULL,115,316
Ephrata Rural ,14,GR,NULL,47,169
George 015,15,GR,NULL,20,14
George Rural 016,16,GR,NULL,82,331
Gloyd 017,17,GR,NULL,53,190
Grand Coulee 018,18,GR,NULL,63,169
Hartline 019,19,GR,NULL,9,43
Hartline Rural S 020,20,GR,NULL,3,20
Lakeview Park 021,21,GR,NULL,58,173
Longview 022,22,GR,NULL,79,230
Mae 023,23,GR,NULL,162,515
Marlin 024,24,GR,NULL,3,15
Marlin Rural 025,25,GR,NULL,6,24
Mattawa 026,26,GR,NULL,15,24
Mattawa Rural 027,27,GR,NULL,112,271
McConihe 1 028,28,GR,NULL,42,119
Moses Lake 5 029,29,GR,NULL,77,175
Moses Lake 3 030,30,GR,NULL,112,309
Moses Lake 4 031,31,GR,NULL,69,182
Moses Lake 6 032,32,GR,NULL,99,307
Moses Lake 7 033,33,GR,NULL,105,239
Moses Lake 8 034,34,GR,NULL,104,321
Moses Lake 11 035,35,GR,NULL,125,388
Moses Lake 12 036,36,GR,NULL,69,254
North Banks Lake 037,37,GR,NULL,12,53
O Sullivan Dam 1 038,38,GR,NULL,93,289
Quincy 1 039,39,GR,NULL,63,164
Quincy 4 040,40,GR,NULL,34,86
Quincy 6 041,41,GR,NULL,89,282
Quincy Rural N 042,42,GR,NULL,44,129
Royal Camp 043,43,GR,NULL,97,272
Royal City 044,44,GR,NULL,26,72
Ruff 045,45,GR,NULL,8,29
Smyrna 1 046,46,GR,NULL,26,74
Soap Lake 1 047,47,GR,NULL,46,117
Soap Lake Rur E ,48,GR,NULL,28,51
Stratford 049,49,GR,NULL,5,28
Warden 050,50,GR,NULL,40,118
Warden Rural 051,51,GR,NULL,72,241
Soap Lake 2 052,52,GR,NULL,37,104
Westslope 1 053,53,GR,NULL,23,55
Wheeler 1 054,54,GR,NULL,31,138
Wilson Creek 055,55,GR,NULL,25,39
Wilson Crk Rural 056,56,GR,NULL,9,15
Airport 2 057,57,GR,NULL,46,124
Cascade Valley 058,58,GR,NULL,114,349
Westslope 2 059,59,GR,NULL,10,53
Smyrna 2 060,60,GR,NULL,7,12
East Wahluke 061,61,GR,NULL,14,65
Coulee Cty Rur E 062,62,GR,NULL,4,17
McConihe 2 063,63,GR,NULL,42,97
Quincy Rural S 064,64,GR,NULL,102,338
Greenfield 065,65,GR,NULL,9,31
Moses Lake 1 066,66,GR,NULL,42,144
Moses Lake 2 067,67,GR,NULL,68,154
Moses Lake 9  068,68,GR,NULL,61,219
O Sullivan Dam 2 069,69,GR,NULL,108,387
Wheeler 2 070,70,GR,NULL,91,389
Soap Lake Rur W ,71,GR,NULL,58,224
Coulee Cty Rur N 072,72,GR,NULL,12,48
Hartline Rural N 073,73,GR,NULL,6,23
Ephrata Rural E,74,GR,NULL,56,170
