Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,FR,NULL,9525,3132
Pct 001,1,FR,NULL,153,44
Pct 002,2,FR,NULL,78,27
Pct 003,3,FR,NULL,49,8
Pct 004,4,FR,NULL,48,27
Pct 005,5,FR,NULL,49,20
Pct 006,6,FR,NULL,57,51
Pct 007,7,FR,NULL,60,35
Pct 008,8,FR,NULL,164,27
Pct 009,9,FR,NULL,46,26
Pct 010,10,FR,NULL,87,32
Pct 011,11,FR,NULL,73,23
Pct 012,12,FR,NULL,57,26
Pct 013,13,FR,NULL,46,20
Pct 014,14,FR,NULL,60,24
Pct 015,15,FR,NULL,79,24
Pct 016,16,FR,NULL,12,7
Pct 017,17,FR,NULL,92,31
Pct 018,18,FR,NULL,35,16
Pct 019,19,FR,NULL,127,44
Pct 020,20,FR,NULL,39,23
Pct 021,21,FR,NULL,24,14
Pct 022,22,FR,NULL,134,31
Pct 023,23,FR,NULL,219,69
Pct 024,24,FR,NULL,94,43
Pct 025,25,FR,NULL,50,8
Pct 026,26,FR,NULL,67,33
Pct 027,27,FR,NULL,50,19
Pct 028,28,FR,NULL,44,20
Pct 029,29,FR,NULL,60,16
Pct 030,30,FR,NULL,42,15
Pct 031,31,FR,NULL,49,22
Pct 032,32,FR,NULL,287,78
Pct 033,33,FR,NULL,105,35
Pct 034,34,FR,NULL,174,55
Pct 035,35,FR,NULL,75,25
Pct 036,36,FR,NULL,210,57
Pct 037,37,FR,NULL,190,68
Pct 038,38,FR,NULL,133,45
Pct 039,39,FR,NULL,142,58
Pct 040,40,FR,NULL,141,42
Pct 041,41,FR,NULL,94,25
Pct 042,42,FR,NULL,109,40
Pct 043,43,FR,NULL,105,48
Pct 044,44,FR,NULL,127,56
Pct 045,45,FR,NULL,179,55
Pct 046,46,FR,NULL,190,77
Pct 047,47,FR,NULL,16,13
Pct 048,48,FR,NULL,155,52
Pct 049,49,FR,NULL,179,57
Pct 050,50,FR,NULL,165,44
Pct 051,51,FR,NULL,159,45
Pct 052,52,FR,NULL,41,15
Pct 053,53,FR,NULL,118,48
Pct 054,54,FR,NULL,65,19
Pct 055,55,FR,NULL,242,62
Pct 056,56,FR,NULL,111,42
Pct 057,57,FR,NULL,121,37
Pct 058,58,FR,NULL,19,5
Pct 059,59,FR,NULL,234,53
Pct 060,60,FR,NULL,74,16
Pct 061,61,FR,NULL,193,56
Pct 062,62,FR,NULL,242,96
Pct 063,63,FR,NULL,136,46
Pct 064,64,FR,NULL,125,50
Pct 065,65,FR,NULL,74,26
Pct 066,66,FR,NULL,197,61
Pct 067(*),67,FR,NULL,0,0
Pct 068(*),68,FR,NULL,0,0
Pct 069,69,FR,NULL,24,8
Pct 070,70,FR,NULL,53,10
Pct 071,71,FR,NULL,116,32
Pct 072,72,FR,NULL,74,41
Pct 073,73,FR,NULL,186,61
Pct 074,74,FR,NULL,154,56
Pct 075,75,FR,NULL,25,7
Pct 076,76,FR,NULL,58,19
Pct 077,77,FR,NULL,48,7
Pct 078,78,FR,NULL,54,12
Pct 079,79,FR,NULL,82,33
Pct 080,80,FR,NULL,203,48
Pct 081,81,FR,NULL,51,12
Pct 082,82,FR,NULL,71,24
Pct 083,83,FR,NULL,64,16
Pct 084,84,FR,NULL,29,14
Pct 085,85,FR,NULL,34,14
Pct 086,86,FR,NULL,54,20
Pct 087,87,FR,NULL,52,12
Pct 088,88,FR,NULL,24,10
Pct 089,89,FR,NULL,82,20
Pct 090,90,FR,NULL,110,32
Pct 091,91,FR,NULL,6,7
Pct 092,92,FR,NULL,84,35
Pct 093,93,FR,NULL,112,30
Pct 094,94,FR,NULL,0,0
Pct 095,95,FR,NULL,50,6
Pct 096,96,FR,NULL,64,7
Pct 097,97,FR,NULL,35,9
Pct 098,98,FR,NULL,18,6
Pct 099,99,FR,NULL,27,3
Pct 100,100,FR,NULL,66,18
Pct 101,101,FR,NULL,67,30
