Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,GR,NULL,8901,11519
Airport 1 001,1,GR,NULL,152,106
Beverly 002,2,GR,NULL,14,19
Block 71 003,3,GR,NULL,204,363
Cascade Fairgrnd 004,4,GR,NULL,138,105
Coulee City 005,5,GR,NULL,79,138
Coulee Cty Rur W 006,6,GR,NULL,38,57
Electric City 007,7,GR,NULL,158,214
Ephrata 5 008,8,GR,NULL,139,155
Ephrata 2 009,9,GR,NULL,161,211
Ephrata 3 010,10,GR,NULL,153,106
Ephrata 4 011,11,GR,NULL,196,232
Ephrata 7 012,12,GR,NULL,167,168
Ephrata 9 013,13,GR,NULL,282,268
Ephrata Rural ,14,GR,NULL,116,170
George 015,15,GR,NULL,16,24
George Rural 016,16,GR,NULL,186,338
Gloyd 017,17,GR,NULL,118,175
Grand Coulee 018,18,GR,NULL,135,135
Hartline 019,19,GR,NULL,21,37
Hartline Rural S 020,20,GR,NULL,10,17
Lakeview Park 021,21,GR,NULL,124,176
Longview 022,22,GR,NULL,176,228
Mae 023,23,GR,NULL,327,527
Marlin 024,24,GR,NULL,4,14
Marlin Rural 025,25,GR,NULL,18,29
Mattawa 026,26,GR,NULL,30,16
Mattawa Rural 027,27,GR,NULL,179,311
McConihe 1 028,28,GR,NULL,70,130
Moses Lake 5 029,29,GR,NULL,168,176
Moses Lake 3 030,30,GR,NULL,241,280
Moses Lake 4 031,31,GR,NULL,181,137
Moses Lake 6 032,32,GR,NULL,281,216
Moses Lake 7 033,33,GR,NULL,207,212
Moses Lake 8 034,34,GR,NULL,239,297
Moses Lake 11 035,35,GR,NULL,298,340
Moses Lake 12 036,36,GR,NULL,163,212
North Banks Lake 037,37,GR,NULL,31,61
O Sullivan Dam 1 038,38,GR,NULL,173,319
Quincy 1 039,39,GR,NULL,161,116
Quincy 4 040,40,GR,NULL,74,85
Quincy 6 041,41,GR,NULL,210,263
Quincy Rural N 042,42,GR,NULL,90,152
Royal Camp 043,43,GR,NULL,161,301
Royal City 044,44,GR,NULL,56,65
Ruff 045,45,GR,NULL,15,42
Smyrna 1 046,46,GR,NULL,48,80
Soap Lake 1 047,47,GR,NULL,105,98
Soap Lake Rur E ,48,GR,NULL,48,52
Stratford 049,49,GR,NULL,13,32
Warden 050,50,GR,NULL,101,84
Warden Rural 051,51,GR,NULL,139,282
Soap Lake 2 052,52,GR,NULL,97,95
Westslope 1 053,53,GR,NULL,40,66
Wheeler 1 054,54,GR,NULL,81,152
Wilson Creek 055,55,GR,NULL,44,35
Wilson Crk Rural 056,56,GR,NULL,10,19
Airport 2 057,57,GR,NULL,127,72
Cascade Valley 058,58,GR,NULL,272,325
Westslope 2 059,59,GR,NULL,32,52
Smyrna 2 060,60,GR,NULL,9,18
East Wahluke 061,61,GR,NULL,23,70
Coulee Cty Rur E 062,62,GR,NULL,2,21
McConihe 2 063,63,GR,NULL,69,93
Quincy Rural S 064,64,GR,NULL,212,355
Greenfield 065,65,GR,NULL,26,30
Moses Lake 1 066,66,GR,NULL,110,128
Moses Lake 2 067,67,GR,NULL,161,122
Moses Lake 9  068,68,GR,NULL,130,233
O Sullivan Dam 2 069,69,GR,NULL,277,391
Wheeler 2 070,70,GR,NULL,258,395
Soap Lake Rur W ,71,GR,NULL,136,227
Coulee Cty Rur N 072,72,GR,NULL,38,47
Hartline Rural N 073,73,GR,NULL,16,24
Ephrata Rural E,74,GR,NULL,117,178
