Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,PI,NULL,46151,125452
02-101,2101,PI,NULL,25,121
02-105,2105,PI,NULL,37,117
02-106,2106,PI,NULL,101,346
02-110,2110,PI,NULL,66,175
02-111,2111,PI,NULL,92,244
02-112,2112,PI,NULL,65,187
02-113,2113,PI,NULL,71,206
02-114,2114,PI,NULL,55,167
02-115,2115,PI,NULL,112,225
02-116,2116,PI,NULL,129,307
02-117,2117,PI,NULL,123,304
02-118,2118,PI,NULL,79,196
02-119,2119,PI,NULL,69,186
02-120,2120,PI,NULL,88,259
02-121,2121,PI,NULL,114,296
02-122,2122,PI,NULL,116,306
02-123,2123,PI,NULL,102,320
02-124,2124,PI,NULL,90,248
02-125,2125,PI,NULL,92,229
02-126,2126,PI,NULL,148,259
02-127,2127,PI,NULL,74,169
02-128,2128,PI,NULL,125,298
02-129,2129,PI,NULL,78,173
02-130,2130,PI,NULL,84,133
02-131,2131,PI,NULL,116,356
02-133,2133,PI,NULL,36,74
02-134,2134,PI,NULL,135,324
02-135,2135,PI,NULL,121,372
02-136,2136,PI,NULL,19,59
02-137,2137,PI,NULL,60,170
02-138,2138,PI,NULL,126,388
02-139,2139,PI,NULL,99,295
02-140,2140,PI,NULL,113,352
02-141,2141,PI,NULL,109,320
02-142,2142,PI,NULL,85,250
02-143,2143,PI,NULL,70,242
02-144,2144,PI,NULL,119,291
02-145,2145,PI,NULL,109,314
02-146,2146,PI,NULL,77,266
02-147,2147,PI,NULL,72,261
02-148,2148,PI,NULL,98,353
02-149,2149,PI,NULL,134,347
02-150,2150,PI,NULL,77,289
02-151,2151,PI,NULL,40,104
02-152,2152,PI,NULL,123,337
02-153,2153,PI,NULL,93,260
02-154,2154,PI,NULL,114,234
02-155,2155,PI,NULL,109,328
02-156,2156,PI,NULL,149,390
02-157,2157,PI,NULL,132,388
02-158,2158,PI,NULL,113,247
02-159,2159,PI,NULL,73,182
25-201,25201,PI,NULL,104,441
25-202,25202,PI,NULL,106,311
25-203,25203,PI,NULL,125,373
25-204,25204,PI,NULL,98,326
25-205,25205,PI,NULL,149,321
25-206,25206,PI,NULL,84,209
25-208,25208,PI,NULL,115,432
25-209,25209,PI,NULL,116,383
25-210,25210,PI,NULL,165,444
25-211,25211,PI,NULL,116,337
25-212,25212,PI,NULL,117,358
25-213,25213,PI,NULL,126,434
25-215,25215,PI,NULL,113,365
25-216,25216,PI,NULL,78,209
25-217,25217,PI,NULL,149,371
25-218,25218,PI,NULL,125,363
25-219,25219,PI,NULL,150,374
25-220(*),25220,PI,NULL,0,0
25-221,25221,PI,NULL,114,346
25-222,25222,PI,NULL,115,219
25-226,25226,PI,NULL,93,224
25-227,25227,PI,NULL,97,146
25-228,25228,PI,NULL,122,302
25-230,25230,PI,NULL,48,73
25-235,25235,PI,NULL,2,16
25-236,25236,PI,NULL,75,270
25-237(*),25237,PI,NULL,0,0
25-238,25238,PI,NULL,78,187
25-239,25239,PI,NULL,116,361
25-240,25240,PI,NULL,39,143
25-241,25241,PI,NULL,58,179
25-242,25242,PI,NULL,130,369
25-243,25243,PI,NULL,84,296
25-244,25244,PI,NULL,132,435
25-245(*),25245,PI,NULL,0,0
25-246,25246,PI,NULL,14,29
25-247,25247,PI,NULL,127,296
25-248,25248,PI,NULL,143,420
25-249,25249,PI,NULL,133,330
25-250,25250,PI,NULL,49,145
25-251,25251,PI,NULL,97,320
25-252,25252,PI,NULL,126,270
25-253,25253,PI,NULL,100,209
25-254,25254,PI,NULL,95,162
25-255,25255,PI,NULL,83,210
25-256,25256,PI,NULL,128,306
25-257,25257,PI,NULL,126,298
25-258,25258,PI,NULL,157,341
25-259,25259,PI,NULL,121,345
25-260,25260,PI,NULL,110,381
25-261,25261,PI,NULL,93,248
25-262,25262,PI,NULL,117,329
25-263,25263,PI,NULL,93,293
25-264,25264,PI,NULL,127,360
25-265,25265,PI,NULL,135,330
