Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
25-266,25266,PI,NULL,126,387
25-267,25267,PI,NULL,48,168
25-268,25268,PI,NULL,68,172
25-269,25269,PI,NULL,81,230
25-270,25270,PI,NULL,140,320
25-271,25271,PI,NULL,116,335
25-272,25272,PI,NULL,110,360
25-273,25273,PI,NULL,82,231
25-274,25274,PI,NULL,134,435
25-275(*),25275,PI,NULL,0,0
25-276,25276,PI,NULL,5,11
25-277,25277,PI,NULL,131,326
25-278,25278,PI,NULL,51,122
25-279,25279,PI,NULL,92,289
25-280,25280,PI,NULL,128,367
25-281,25281,PI,NULL,66,243
25-282,25282,PI,NULL,130,346
25-283,25283,PI,NULL,83,168
25-284,25284,PI,NULL,65,165
25-285,25285,PI,NULL,148,458
25-286,25286,PI,NULL,119,300
25-287,25287,PI,NULL,3,2
25-288,25288,PI,NULL,145,314
25-289,25289,PI,NULL,0,0
25-290,25290,PI,NULL,9,26
25-291,25291,PI,NULL,24,83
25-292,25292,PI,NULL,115,368
25-293,25293,PI,NULL,114,349
26-301,26301,PI,NULL,51,123
26-302,26302,PI,NULL,162,502
26-303,26303,PI,NULL,130,487
26-304,26304,PI,NULL,148,571
26-305,26305,PI,NULL,160,492
26-315,26315,PI,NULL,167,389
26-316,26316,PI,NULL,170,412
26-317,26317,PI,NULL,126,395
26-318,26318,PI,NULL,122,300
26-319,26319,PI,NULL,117,348
26-320,26320,PI,NULL,120,375
26-321,26321,PI,NULL,184,491
26-322,26322,PI,NULL,140,445
26-323,26323,PI,NULL,161,428
26-324,26324,PI,NULL,155,366
26-325,26325,PI,NULL,116,371
26-326,26326,PI,NULL,125,417
26-327,26327,PI,NULL,129,392
26-328,26328,PI,NULL,86,344
26-329,26329,PI,NULL,119,417
26-330,26330,PI,NULL,71,272
26-331,26331,PI,NULL,37,115
26-332,26332,PI,NULL,106,360
26-333,26333,PI,NULL,106,398
26-334,26334,PI,NULL,107,387
26-335,26335,PI,NULL,99,306
26-336,26336,PI,NULL,139,417
26-337,26337,PI,NULL,126,404
26-338,26338,PI,NULL,75,356
26-339,26339,PI,NULL,11,79
26-340,26340,PI,NULL,139,429
26-341,26341,PI,NULL,122,348
26-342,26342,PI,NULL,138,408
26-343,26343,PI,NULL,93,371
26-344,26344,PI,NULL,12,48
26-345,26345,PI,NULL,89,410
26-346,26346,PI,NULL,110,303
26-347,26347,PI,NULL,104,329
26-348,26348,PI,NULL,123,365
26-349,26349,PI,NULL,110,393
26-350,26350,PI,NULL,102,416
26-351,26351,PI,NULL,118,389
26-352,26352,PI,NULL,98,411
27-401,27401,PI,NULL,83,150
27-404,27404,PI,NULL,47,110
27-405,27405,PI,NULL,120,398
27-406,27406,PI,NULL,170,500
27-407,27407,PI,NULL,144,314
27-408,27408,PI,NULL,130,364
27-409,27409,PI,NULL,121,355
27-410,27410,PI,NULL,130,347
27-411,27411,PI,NULL,112,495
27-412,27412,PI,NULL,113,334
27-413,27413,PI,NULL,110,371
27-414,27414,PI,NULL,115,410
27-415,27415,PI,NULL,125,423
27-416,27416,PI,NULL,164,361
27-417,27417,PI,NULL,138,385
27-418,27418,PI,NULL,104,350
27-419,27419,PI,NULL,137,367
27-420,27420,PI,NULL,108,460
27-421,27421,PI,NULL,121,270
27-422,27422,PI,NULL,125,489
27-423,27423,PI,NULL,130,416
27-424,27424,PI,NULL,120,355
27-425,27425,PI,NULL,123,328
27-426,27426,PI,NULL,98,349
27-427,27427,PI,NULL,112,328
27-428,27428,PI,NULL,153,238
27-429,27429,PI,NULL,150,300
27-430,27430,PI,NULL,161,291
27-431,27431,PI,NULL,45,148
27-432,27432,PI,NULL,125,315
27-433,27433,PI,NULL,139,309
27-434,27434,PI,NULL,112,301
27-435,27435,PI,NULL,131,314
27-436,27436,PI,NULL,143,303
27-437,27437,PI,NULL,139,252
27-438,27438,PI,NULL,134,253
27-439,27439,PI,NULL,152,240
27-440,27440,PI,NULL,163,259
27-441,27441,PI,NULL,126,232
27-442,27442,PI,NULL,85,212
27-443,27443,PI,NULL,85,226
27-444,27444,PI,NULL,158,215
27-445,27445,PI,NULL,127,239
27-446,27446,PI,NULL,117,233
27-447,27447,PI,NULL,135,250
27-448,27448,PI,NULL,3,14
27-449,27449,PI,NULL,158,271
27-450,27450,PI,NULL,149,295
27-451,27451,PI,NULL,131,212
27-452,27452,PI,NULL,128,247
27-453,27453,PI,NULL,101,167
27-454,27454,PI,NULL,128,301
27-455,27455,PI,NULL,114,236
27-456,27456,PI,NULL,94,197
27-457,27457,PI,NULL,122,240
27-458,27458,PI,NULL,92,179
27-459,27459,PI,NULL,83,162
27-460,27460,PI,NULL,126,341
27-461,27461,PI,NULL,119,394
27-462,27462,PI,NULL,102,382
27-463,27463,PI,NULL,97,255
27-464,27464,PI,NULL,105,305
27-465,27465,PI,NULL,108,255
27-466,27466,PI,NULL,111,274
27-467,27467,PI,NULL,119,274
27-468,27468,PI,NULL,107,261
27-471,27471,PI,NULL,4,10
27-475,27475,PI,NULL,90,316
27-476,27476,PI,NULL,97,221
27-477,27477,PI,NULL,107,326
28-501,28501,PI,NULL,120,404
28-502,28502,PI,NULL,123,411
28-503,28503,PI,NULL,121,408
28-504,28504,PI,NULL,104,398
28-505,28505,PI,NULL,123,489
28-506,28506,PI,NULL,156,390
28-507,28507,PI,NULL,120,307
28-508,28508,PI,NULL,67,160
28-509,28509,PI,NULL,0,0
28-515,28515,PI,NULL,112,478
28-516,28516,PI,NULL,133,401
28-517,28517,PI,NULL,158,404
28-518,28518,PI,NULL,149,359
28-519,28519,PI,NULL,132,405
28-520,28520,PI,NULL,167,355
28-521,28521,PI,NULL,152,415
28-522,28522,PI,NULL,132,422
28-523,28523,PI,NULL,130,431
28-524,28524,PI,NULL,151,468
28-525,28525,PI,NULL,156,435
28-526,28526,PI,NULL,91,303
28-527,28527,PI,NULL,170,468
28-528,28528,PI,NULL,140,408
28-529,28529,PI,NULL,116,338
28-530,28530,PI,NULL,93,145
28-531,28531,PI,NULL,144,349
28-535,28535,PI,NULL,133,425
28-536,28536,PI,NULL,131,418
28-537,28537,PI,NULL,125,436
28-538,28538,PI,NULL,118,318
28-540,28540,PI,NULL,180,453
28-541,28541,PI,NULL,154,329
28-542,28542,PI,NULL,142,375
28-543,28543,PI,NULL,99,303
28-545,28545,PI,NULL,156,326
28-546,28546,PI,NULL,112,356
28-547,28547,PI,NULL,177,444
28-548,28548,PI,NULL,131,272
28-549,28549,PI,NULL,132,350
28-550,28550,PI,NULL,102,255
28-551,28551,PI,NULL,154,450
28-552,28552,PI,NULL,141,406
28-553,28553,PI,NULL,129,398
28-554,28554,PI,NULL,111,401
28-555,28555,PI,NULL,151,434
28-556,28556,PI,NULL,97,317
28-557,28557,PI,NULL,118,285
28-558,28558,PI,NULL,87,295
28-559,28559,PI,NULL,100,346
28-560,28560,PI,NULL,142,443
28-561,28561,PI,NULL,94,216
28-562,28562,PI,NULL,103,160
28-563,28563,PI,NULL,37,114
28-565,28565,PI,NULL,148,254
28-566,28566,PI,NULL,130,275
28-567,28567,PI,NULL,176,281
28-568,28568,PI,NULL,140,330
28-570,28570,PI,NULL,3,5
28-571,28571,PI,NULL,3,6
28-572,28572,PI,NULL,144,260
28-573,28573,PI,NULL,89,183
28-574,28574,PI,NULL,26,65
28-575(*),28575,PI,NULL,0,0
28-576,28576,PI,NULL,119,332
28-577,28577,PI,NULL,5,12
28-578,28578,PI,NULL,30,62
28-579,28579,PI,NULL,20,45
28-580,28580,PI,NULL,38,36
28-581,28581,PI,NULL,72,175
28-582,28582,PI,NULL,35,137
28-583,28583,PI,NULL,66,198
28-584,28584,PI,NULL,75,219
28-585,28585,PI,NULL,113,350
28-586,28586,PI,NULL,109,276
28-587,28587,PI,NULL,70,228
28-588,28588,PI,NULL,110,318
28-589,28589,PI,NULL,104,331
28-590(*),28590,PI,NULL,0,0
29-600,29600,PI,NULL,0,0
29-601,29601,PI,NULL,114,205
29-602,29602,PI,NULL,81,201
29-603,29603,PI,NULL,114,228
29-604,29604,PI,NULL,104,243
29-605,29605,PI,NULL,91,198
29-606,29606,PI,NULL,118,284
29-607,29607,PI,NULL,131,300
29-608,29608,PI,NULL,87,231
29-609,29609,PI,NULL,83,176
29-610,29610,PI,NULL,121,242
29-611,29611,PI,NULL,26,59
29-612,29612,PI,NULL,64,128
29-613,29613,PI,NULL,109,287
29-614,29614,PI,NULL,120,284
29-615,29615,PI,NULL,128,298
29-616,29616,PI,NULL,110,258
29-617,29617,PI,NULL,112,251
29-618,29618,PI,NULL,124,185
29-619,29619,PI,NULL,115,229
29-620,29620,PI,NULL,64,142
29-621(*),29621,PI,NULL,0,0
29-622,29622,PI,NULL,77,202
29-623,29623,PI,NULL,24,52
29-624,29624,PI,NULL,0,0
29-625(*),29625,PI,NULL,0,0
29-626,29626,PI,NULL,3,8
29-627,29627,PI,NULL,0,0
29-633,29633,PI,NULL,9,23
29-635,29635,PI,NULL,33,74
29-636,29636,PI,NULL,126,330
29-637,29637,PI,NULL,116,216
29-638,29638,PI,NULL,68,114
29-639,29639,PI,NULL,119,227
29-640,29640,PI,NULL,108,248
29-641,29641,PI,NULL,140,227
29-642,29642,PI,NULL,143,261
29-643,29643,PI,NULL,10,23
29-648,29648,PI,NULL,3,4
29-649,29649,PI,NULL,40,71
29-650,29650,PI,NULL,103,251
29-651,29651,PI,NULL,128,301
29-652,29652,PI,NULL,17,22
29-653,29653,PI,NULL,115,234
29-654,29654,PI,NULL,114,301
29-655,29655,PI,NULL,54,109
29-656,29656,PI,NULL,111,227
29-657(*),29657,PI,NULL,0,0
29-658,29658,PI,NULL,112,262
29-659,29659,PI,NULL,75,158
29-660,29660,PI,NULL,130,331
29-661,29661,PI,NULL,96,224
29-662,29662,PI,NULL,0,0
29-663,29663,PI,NULL,108,245
29-664,29664,PI,NULL,138,246
29-667,29667,PI,NULL,112,284
29-668,29668,PI,NULL,91,201
29-669,29669,PI,NULL,119,267
29-670,29670,PI,NULL,138,299
29-671,29671,PI,NULL,126,233
29-672,29672,PI,NULL,74,158
29-673,29673,PI,NULL,126,286
29-674,29674,PI,NULL,44,84
29-675,29675,PI,NULL,108,292
29-676,29676,PI,NULL,115,262
29-677,29677,PI,NULL,116,272
29-678,29678,PI,NULL,88,209
29-679,29679,PI,NULL,106,205
29-680,29680,PI,NULL,74,249
29-682,29682,PI,NULL,107,262
29-683,29683,PI,NULL,91,283
30-701,30701,PI,NULL,5,11
30-705,30705,PI,NULL,68,150
30-706,30706,PI,NULL,84,220
30-707,30707,PI,NULL,36,153
30-708,30708,PI,NULL,82,229
30-709,30709,PI,NULL,100,225
30-713(*),30713,PI,NULL,0,0
31-801,31801,PI,NULL,69,162
31-802,31802,PI,NULL,87,246
31-803,31803,PI,NULL,97,256
31-804,31804,PI,NULL,85,272
31-805,31805,PI,NULL,98,256
31-806,31806,PI,NULL,97,325
31-807(*),31807,PI,NULL,0,0
31-808,31808,PI,NULL,96,246
31-809,31809,PI,NULL,79,277
31-810,31810,PI,NULL,47,171
31-813,31813,PI,NULL,48,139
31-814,31814,PI,NULL,15,34
31-815,31815,PI,NULL,73,191
31-816,31816,PI,NULL,93,234
31-817,31817,PI,NULL,115,277
31-818,31818,PI,NULL,26,66
31-819,31819,PI,NULL,47,118
31-822,31822,PI,NULL,72,216
31-823,31823,PI,NULL,47,195
31-824(*),31824,PI,NULL,0,0
31-825,31825,PI,NULL,88,230
31-826,31826,PI,NULL,97,291
31-827,31827,PI,NULL,22,77
31-828,31828,PI,NULL,79,250
31-829,31829,PI,NULL,89,220
31-830,31830,PI,NULL,34,114
31-833,31833,PI,NULL,96,257
31-834,31834,PI,NULL,66,208
31-835,31835,PI,NULL,109,395
31-836,31836,PI,NULL,94,238
31-837,31837,PI,NULL,66,208
31-838,31838,PI,NULL,64,193
31-839,31839,PI,NULL,8,21
31-840,31840,PI,NULL,36,120
31-841,31841,PI,NULL,52,126
31-842,31842,PI,NULL,82,217
31-843,31843,PI,NULL,59,176
31-844,31844,PI,NULL,48,167
31-845,31845,PI,NULL,64,227
31-846,31846,PI,NULL,39,90
31-847,31847,PI,NULL,43,116
31-848,31848,PI,NULL,15,44
31-849,31849,PI,NULL,27,93
31-853,31853,PI,NULL,12,49
31-854,31854,PI,NULL,50,121
31-855,31855,PI,NULL,67,157
31-856,31856,PI,NULL,57,217
31-857,31857,PI,NULL,47,133
31-861,31861,PI,NULL,20,69
31-865,31865,PI,NULL,22,83
31-869,31869,PI,NULL,32,131
31-873,31873,PI,NULL,16,55
31-874,31874,PI,NULL,0,0
31-875,31875,PI,NULL,106,323
31-876,31876,PI,NULL,4,20
31-877,31877,PI,NULL,46,117
31-879,31879,PI,NULL,16,57
31-880,31880,PI,NULL,46,82
31-881,31881,PI,NULL,49,180
31-882,31882,PI,NULL,87,237
31-883,31883,PI,NULL,101,317
31-884,31884,PI,NULL,80,312
31-885,31885,PI,NULL,31,108
31-886,31886,PI,NULL,86,244
31-887,31887,PI,NULL,65,208
31-888,31888,PI,NULL,72,201
31-890,31890,PI,NULL,33,175
31-891,31891,PI,NULL,29,93
31-892,31892,PI,NULL,55,191
31-893(*),31893,PI,NULL,0,0
31-894,31894,PI,NULL,12,37
31-895,31895,PI,NULL,60,212
31-896,31896,PI,NULL,2,3
31-897,31897,PI,NULL,33,129
31-898,31898,PI,NULL,67,301
31-899,31899,PI,NULL,46,156
31-900,31900,PI,NULL,55,184
31-901,31901,PI,NULL,6,39
31-902,31902,PI,NULL,129,353
31-903(*),31903,PI,NULL,0,0
31-904,31904,PI,NULL,15,45
31-905,31905,PI,NULL,89,216
31-906,31906,PI,NULL,40,149
31-907,31907,PI,NULL,72,220
31-908,31908,PI,NULL,77,170
31-909,31909,PI,NULL,67,203
31-910,31910,PI,NULL,66,221
31-911,31911,PI,NULL,55,127
31-912,31912,PI,NULL,62,177
31-913,31913,PI,NULL,40,89
31-914,31914,PI,NULL,59,185
31-915,31915,PI,NULL,14,47
31-916,31916,PI,NULL,50,244
31-917,31917,PI,NULL,105,349
31-919,31919,PI,NULL,80,232
31-920,31920,PI,NULL,72,174
31-921,31921,PI,NULL,81,214
31-923,31923,PI,NULL,49,171
31-924,31924,PI,NULL,50,164
31-925,31925,PI,NULL,19,78
31-926,31926,PI,NULL,2,5
31-927,31927,PI,NULL,78,221
