Row Label,PrecinctCode,County,Registered Voters,Scott D. Gallina
Total,-1,CU,NULL,1208
ALTO,1,CU,NULL,40
COLUMBIA,2,CU,NULL,160
PING,3,CU,NULL,113
STAR,4,CU,NULL,63
STARBUCK COUNTRY,5,CU,NULL,11
TUCANNON,6,CU,NULL,43
BROOKLYN,101,CU,NULL,131
DAYTON,102,CU,NULL,155
MUSTARD,103,CU,NULL,111
PATIT,104,CU,NULL,115
RAINWATER,105,CU,NULL,107
STARBUCK CITY,106,CU,NULL,52
TOUCHET,107,CU,NULL,107
