Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,OK,NULL,905,1049
CARLTON,8,OK,NULL,22,37
MAZAMA,21,OK,NULL,60,57
TWISP RURAL,39,OK,NULL,37,45
WOLF CREEK,40,OK,NULL,36,35
WINTHROP RURAL,44,OK,NULL,58,54
BEAVER CREEK,56,OK,NULL,15,32
EDELWEISS,60,OK,NULL,74,24
FINLEY CANYON,62,OK,NULL,26,54
LIBBY CREEK,65,OK,NULL,34,69
POORMAN CREEK,71,OK,NULL,21,47
TWIN LAKES,75,OK,NULL,46,63
WEST CHEWUCH,78,OK,NULL,43,37
AIRPORT,81,OK,NULL,32,43
BALKY HILL,82,OK,NULL,30,36
BRIDGE CREEK,83,OK,NULL,43,24
CROSSROADS,84,OK,NULL,19,28
DAVIS LAKE,85,OK,NULL,52,42
LEWIS BUTTE,88,OK,NULL,48,47
MCCLURE MTN,90,OK,NULL,37,65
MOCCASIN LAKE,91,OK,NULL,50,49
PATTERSON LAKE,93,OK,NULL,58,49
PEARRYGIN LAKE,94,OK,NULL,25,35
LEECHER MTN,174,OK,NULL,32,46
AVIATION,226,OK,NULL,7,31
