Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,KS,NULL,5669,7096
CLE ELUM 1,1,KS,NULL,80,112
CLE ELUM 2,2,KS,NULL,54,62
CLE ELUM 3,3,KS,NULL,27,41
CLE ELUM 4,4,KS,NULL,134,122
DENMARK,5,KS,NULL,169,321
EAST SANDERS,6,KS,NULL,139,219
EASTON,7,KS,NULL,157,203
ELLENSBURG 1,8,KS,NULL,31,20
ELLENSBURG 2,9,KS,NULL,55,33
ELLENSBURG 4,11,KS,NULL,31,25
ELLENSBURG 5,12,KS,NULL,58,38
ELLENSBURG 6,13,KS,NULL,42,26
ELLENSBURG 7,14,KS,NULL,21,34
ELLENSBURG 8,15,KS,NULL,59,32
ELLENSBURG 9,16,KS,NULL,53,45
ELLENSBURG 10,17,KS,NULL,86,70
ELLENSBURG 11,18,KS,NULL,68,72
ELLENSBURG 12,19,KS,NULL,80,59
ELLENSBURG 13,20,KS,NULL,64,49
ELLENSBURG 14,21,KS,NULL,74,75
ELLENSBURG 15,22,KS,NULL,92,79
ELLENSBURG 16,23,KS,NULL,116,138
ELLENSBURG 17,24,KS,NULL,142,84
ELLENSBURG 18,25,KS,NULL,25,12
ELLENSBURG 19,26,KS,NULL,172,138
ELLENSBURG 20,27,KS,NULL,52,38
ELLENSBURG 21,28,KS,NULL,72,63
ELLENSBURG 22,29,KS,NULL,85,100
ELLENSBURG 23,30,KS,NULL,134,87
ELLENSBURG 24,31,KS,NULL,182,220
HYAK,32,KS,NULL,40,59
KITTITAS 1,33,KS,NULL,68,67
MANASTASH,34,KS,NULL,99,197
MOUNTAIN,35,KS,NULL,74,75
NORTH CENTRAL,36,KS,NULL,102,191
NORTH ELLENSBURG,37,KS,NULL,194,266
PARK,38,KS,NULL,123,234
PEOH POINT,39,KS,NULL,140,199
RIDGEWAY,40,KS,NULL,214,317
ROSLYN 1,41,KS,NULL,98,87
ROSLYN 2,42,KS,NULL,89,64
DRY CREEK,43,KS,NULL,160,251
WESTSIDE,44,KS,NULL,168,258
ROSLYN OUTLYING,45,KS,NULL,17,39
SANDERS,46,KS,NULL,63,89
SOUTH CLE ELUM,47,KS,NULL,93,90
SOUTH ELLENSBURG,48,KS,NULL,184,269
SWAUK,50,KS,NULL,79,133
TEANAWAY,51,KS,NULL,128,187
THORP,52,KS,NULL,122,197
VANTAGE,53,KS,NULL,12,14
FAIRVIEW,54,KS,NULL,82,136
NORTHEAST FAIRVIEW,55,KS,NULL,128,230
THRALL,56,KS,NULL,121,206
DAMMAN,58,KS,NULL,131,215
KACHESS,59,KS,NULL,35,72
KITTITAS 2,60,KS,NULL,69,87
ELLENSBURG 25,61,KS,NULL,204,173
RONALD,62,KS,NULL,78,77
