Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,PE,NULL,1244,2605
Camden,1,PE,NULL,54,89
Cusick,2,PE,NULL,40,69
Dalkena,3,PE,NULL,73,159
Diamond Lk East,4,PE,NULL,34,57
Fertile Valley North,5,PE,NULL,35,100
Furport,6,PE,NULL,39,148
Ione East,7,PE,NULL,42,77
Ione West,8,PE,NULL,70,87
Metaline,9,PE,NULL,24,49
Metaline Falls,10,PE,NULL,50,95
Tiger Dry Canyon,11,PE,NULL,90,158
Newport NE,12,PE,NULL,54,138
Newport SE,13,PE,NULL,33,67
Newport NW,14,PE,NULL,55,120
Newport SW,15,PE,NULL,46,94
Noble,16,PE,NULL,92,172
Ruby,17,PE,NULL,10,14
Sacheen,18,PE,NULL,61,142
Usk,19,PE,NULL,35,104
Diamond Lk West,20,PE,NULL,43,93
Deer Valley North,21,PE,NULL,61,111
Locke,22,PE,NULL,7,23
Kalispel Leclerc,23,PE,NULL,33,84
Skookum,24,PE,NULL,13,41
Deer Valley South,25,PE,NULL,11,39
Fertile Valley South,26,PE,NULL,46,93
Diamond Lk,27,PE,NULL,93,182
