Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,SM,NULL,2118,1607
BEAR PRAIRIE,100,SM,NULL,90,64
MT. PLEASANT,101,SM,NULL,76,89
SKYE,102,SM,NULL,97,83
UPPER WASHOUGAL,103,SM,NULL,103,85
LEWIS RIVER,104,SM,NULL,12,6
CAPE HORN,105,SM,NULL,130,76
SKAMANIA,106,SM,NULL,146,106
CASCADES,201,SM,NULL,6,4
NORTH BONNEVILLE,202,SM,NULL,166,140
ROCK CREEK,203,SM,NULL,76,60
MAPLE VIEW,204,SM,NULL,145,107
NORTH STEVENSON,205,SM,NULL,93,73
SOUTH STEVENSON,206,SM,NULL,27,24
NELSON CREEK,207,SM,NULL,52,43
CARSON CREEK,208,SM,NULL,151,67
STABLER,300,SM,NULL,165,108
WIND RIVER,303,SM,NULL,114,72
HOT SPRINGS NORTH,304,SM,NULL,60,31
HOT SPRINGS SOUTH,305,SM,NULL,75,65
WIND MOUNTAIN,307,SM,NULL,75,41
CHENOWITH,309,SM,NULL,74,66
UNDERWOOD NORTH,310,SM,NULL,108,96
UNDERWOOD SOUTH,311,SM,NULL,77,101
